dataset,index,target_mode,method,view,fraction,recall,budget,gold,ceiling,origin
vt_h2_c3,50,answer_only,DT_target,raw,0.2,0.9629629629629629,67,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,DT_target,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,50,answer_only,DT_target,density,0.1,1.0,34,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,DT_target,density,0.2,1.0,67,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K1,raw,0.05,0.5555555555555556,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K1,raw,0.1,0.7037037037037037,34,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K1,raw,0.2,0.9629629629629629,67,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K1,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K1,density,0.1,1.0,34,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K1,density,0.2,1.0,67,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K3,raw,0.05,0.5555555555555556,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K3,raw,0.1,0.7037037037037037,34,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K3,raw,0.2,0.9629629629629629,67,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K3,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K3,density,0.1,1.0,34,27,1.0,vt_h2_c3_02
vt_h2_c3,50,answer_only,FT_K3,density,0.2,1.0,67,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,DT_target,raw,0.05,0.5925925925925926,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,51,answer_only,DT_target,raw,0.1,0.7777777777777778,33,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,DT_target,raw,0.2,0.8518518518518519,66,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,DT_target,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,51,answer_only,DT_target,density,0.1,1.0,33,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,DT_target,density,0.2,1.0,66,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K1,raw,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K1,raw,0.1,0.7037037037037037,33,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K1,raw,0.2,0.8888888888888888,66,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K1,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K1,density,0.1,1.0,33,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K1,density,0.2,1.0,66,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K3,raw,0.05,0.5925925925925926,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K3,raw,0.1,0.7037037037037037,33,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K3,raw,0.2,0.8888888888888888,66,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K3,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K3,density,0.1,1.0,33,27,1.0,vt_h2_c3_02
vt_h2_c3,51,answer_only,FT_K3,density,0.2,1.0,66,27,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,DT_target,raw,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_02
vt_h2_c3,52,answer_only,DT_target,raw,0.1,0.896551724137931,34,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,DT_target,raw,0.2,1.0,67,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,DT_target,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_02
vt_h2_c3,52,answer_only,DT_target,density,0.1,1.0,34,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,DT_target,density,0.2,1.0,67,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K1,raw,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K1,raw,0.1,0.7241379310344828,34,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K1,raw,0.2,0.896551724137931,67,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K1,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K1,density,0.1,1.0,34,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K1,density,0.2,1.0,67,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K3,raw,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K3,raw,0.1,0.7241379310344828,34,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K3,raw,0.2,0.896551724137931,67,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K3,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K3,density,0.1,1.0,34,29,1.0,vt_h2_c3_02
vt_h2_c3,52,answer_only,FT_K3,density,0.2,1.0,67,29,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,DT_target,raw,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,53,answer_only,DT_target,raw,0.1,0.8333333333333334,34,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,DT_target,raw,0.2,1.0,67,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,DT_target,density,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,53,answer_only,DT_target,density,0.1,1.0,34,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,DT_target,density,0.2,1.0,67,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K1,raw,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K1,raw,0.1,0.7666666666666667,34,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K1,raw,0.2,0.9666666666666667,67,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K1,density,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K1,density,0.1,1.0,34,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K1,density,0.2,1.0,67,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K3,raw,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K3,raw,0.1,0.7666666666666667,34,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K3,raw,0.2,0.9666666666666667,67,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K3,density,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K3,density,0.1,1.0,34,30,1.0,vt_h2_c3_02
vt_h2_c3,53,answer_only,FT_K3,density,0.2,1.0,67,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,DT_target,raw,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,54,answer_only,DT_target,raw,0.1,0.8666666666666667,34,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,DT_target,raw,0.2,0.9,67,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,DT_target,density,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,54,answer_only,DT_target,density,0.1,1.0,34,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,DT_target,density,0.2,1.0,67,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K1,raw,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K1,raw,0.1,0.6666666666666666,34,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K1,raw,0.2,0.9,67,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K1,density,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K1,density,0.1,1.0,34,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K1,density,0.2,1.0,67,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K3,raw,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K3,raw,0.1,0.6666666666666666,34,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K3,raw,0.2,0.9,67,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K3,density,0.05,0.5666666666666667,17,30,0.5666666666666667,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K3,density,0.1,1.0,34,30,1.0,vt_h2_c3_02
vt_h2_c3,54,answer_only,FT_K3,density,0.2,1.0,67,30,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,DT_target,raw,0.05,0.5714285714285714,17,28,0.6071428571428571,vt_h2_c3_02
vt_h2_c3,55,answer_only,DT_target,raw,0.1,0.8571428571428571,33,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,DT_target,raw,0.2,0.9642857142857143,66,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,DT_target,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_02
vt_h2_c3,55,answer_only,DT_target,density,0.1,1.0,33,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,DT_target,density,0.2,1.0,66,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K1,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K1,raw,0.1,0.75,33,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K1,raw,0.2,0.9285714285714286,66,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K1,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K1,density,0.1,1.0,33,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K1,density,0.2,1.0,66,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K3,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K3,raw,0.1,0.75,33,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K3,raw,0.2,0.9285714285714286,66,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K3,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K3,density,0.1,1.0,33,28,1.0,vt_h2_c3_02
vt_h2_c3,55,answer_only,FT_K3,density,0.2,1.0,66,28,1.0,vt_h2_c3_02
vt_h2_c3,56,answer_only,DT_target,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,56,answer_only,DT_target,raw,0.1,0.8214285714285714,33,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,DT_target,raw,0.2,0.9285714285714286,66,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,DT_target,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,56,answer_only,DT_target,density,0.1,1.0,33,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,DT_target,density,0.2,1.0,66,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K1,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K1,raw,0.1,0.7142857142857143,33,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K1,raw,0.2,0.9285714285714286,66,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K1,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K1,density,0.1,1.0,33,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K1,density,0.2,1.0,66,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K3,raw,0.05,0.5714285714285714,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K3,raw,0.1,0.7142857142857143,33,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K3,raw,0.2,0.9285714285714286,66,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K3,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K3,density,0.1,1.0,33,28,1.0,vt_h2_c3_03
vt_h2_c3,56,answer_only,FT_K3,density,0.2,1.0,66,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,DT_target,raw,0.05,0.5714285714285714,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,58,answer_only,DT_target,raw,0.1,0.9642857142857143,34,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,DT_target,raw,0.2,1.0,67,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,DT_target,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,58,answer_only,DT_target,density,0.1,1.0,34,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,DT_target,density,0.2,1.0,67,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K1,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K1,raw,0.1,0.7857142857142857,34,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K1,raw,0.2,0.9285714285714286,67,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K1,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K1,density,0.1,1.0,34,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K1,density,0.2,1.0,67,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K3,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K3,raw,0.1,0.7857142857142857,34,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K3,raw,0.2,0.9285714285714286,67,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K3,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K3,density,0.1,1.0,34,28,1.0,vt_h2_c3_03
vt_h2_c3,58,answer_only,FT_K3,density,0.2,1.0,67,28,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,DT_target,raw,0.05,0.5185185185185185,17,27,0.6296296296296297,vt_h2_c3_03
vt_h2_c3,59,answer_only,DT_target,raw,0.1,0.7777777777777778,33,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,DT_target,raw,0.2,0.8148148148148148,66,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,DT_target,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_03
vt_h2_c3,59,answer_only,DT_target,density,0.1,1.0,33,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,DT_target,density,0.2,1.0,66,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K1,raw,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K1,raw,0.1,0.7777777777777778,33,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K1,raw,0.2,0.9629629629629629,66,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K1,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K1,density,0.1,1.0,33,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K1,density,0.2,1.0,66,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K3,raw,0.05,0.5925925925925926,17,27,0.6296296296296297,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K3,raw,0.1,0.7777777777777778,33,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K3,raw,0.2,0.9629629629629629,66,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K3,density,0.05,0.6296296296296297,17,27,0.6296296296296297,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K3,density,0.1,1.0,33,27,1.0,vt_h2_c3_03
vt_h2_c3,59,answer_only,FT_K3,density,0.2,1.0,66,27,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,DT_target,raw,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,60,answer_only,DT_target,raw,0.1,0.8620689655172413,34,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,DT_target,raw,0.2,0.9655172413793104,67,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,DT_target,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,60,answer_only,DT_target,density,0.1,1.0,34,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,DT_target,density,0.2,1.0,67,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K1,raw,0.05,0.5517241379310345,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K1,raw,0.1,0.8275862068965517,34,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K1,raw,0.2,0.9655172413793104,67,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K1,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K1,density,0.1,1.0,34,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K1,density,0.2,1.0,67,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K3,raw,0.05,0.5172413793103449,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K3,raw,0.1,0.7931034482758621,34,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K3,raw,0.2,0.9655172413793104,67,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K3,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K3,density,0.1,1.0,34,29,1.0,vt_h2_c3_03
vt_h2_c3,60,answer_only,FT_K3,density,0.2,1.0,67,29,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,DT_target,raw,0.05,0.6153846153846154,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,61,answer_only,DT_target,raw,0.1,0.8461538461538461,33,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,DT_target,raw,0.2,0.8846153846153846,66,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,DT_target,density,0.05,0.6538461538461539,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,61,answer_only,DT_target,density,0.1,1.0,33,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,DT_target,density,0.2,1.0,66,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K1,raw,0.05,0.6153846153846154,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K1,raw,0.1,0.8461538461538461,33,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K1,raw,0.2,0.9615384615384616,66,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K1,density,0.05,0.6538461538461539,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K1,density,0.1,1.0,33,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K1,density,0.2,1.0,66,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K3,raw,0.05,0.6153846153846154,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K3,raw,0.1,0.8461538461538461,33,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K3,raw,0.2,0.9230769230769231,66,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K3,density,0.05,0.6538461538461539,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K3,density,0.1,1.0,33,26,1.0,vt_h2_c3_03
vt_h2_c3,61,answer_only,FT_K3,density,0.2,1.0,66,26,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,DT_target,raw,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,62,answer_only,DT_target,raw,0.1,0.896551724137931,34,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,DT_target,raw,0.2,0.9310344827586207,68,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,DT_target,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,62,answer_only,DT_target,density,0.1,1.0,34,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,DT_target,density,0.2,1.0,68,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K1,raw,0.05,0.5517241379310345,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K1,raw,0.1,0.7586206896551724,34,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K1,raw,0.2,0.896551724137931,68,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K1,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K1,density,0.1,1.0,34,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K1,density,0.2,1.0,68,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K3,raw,0.05,0.5517241379310345,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K3,raw,0.1,0.6896551724137931,34,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K3,raw,0.2,0.896551724137931,68,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K3,density,0.05,0.5862068965517241,17,29,0.5862068965517241,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K3,density,0.1,1.0,34,29,1.0,vt_h2_c3_03
vt_h2_c3,62,answer_only,FT_K3,density,0.2,1.0,68,29,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,DT_target,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,63,answer_only,DT_target,raw,0.1,0.8928571428571429,34,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,DT_target,raw,0.2,0.9642857142857143,67,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,DT_target,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,63,answer_only,DT_target,density,0.1,1.0,34,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,DT_target,density,0.2,1.0,67,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K1,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K1,raw,0.1,0.75,34,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K1,raw,0.2,0.8928571428571429,67,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K1,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K1,density,0.1,1.0,34,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K1,density,0.2,1.0,67,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K3,raw,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K3,raw,0.1,0.7142857142857143,34,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K3,raw,0.2,0.8928571428571429,67,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K3,density,0.05,0.6071428571428571,17,28,0.6071428571428571,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K3,density,0.1,1.0,34,28,1.0,vt_h2_c3_03
vt_h2_c3,63,answer_only,FT_K3,density,0.2,1.0,67,28,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,DT_target,raw,0.05,0.5769230769230769,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,64,answer_only,DT_target,raw,0.1,0.8461538461538461,34,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,DT_target,raw,0.2,0.9230769230769231,67,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,DT_target,density,0.05,0.6538461538461539,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,64,answer_only,DT_target,density,0.1,1.0,34,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,DT_target,density,0.2,1.0,67,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K1,raw,0.05,0.5769230769230769,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K1,raw,0.1,0.7692307692307693,34,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K1,raw,0.2,1.0,67,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K1,density,0.05,0.6538461538461539,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K1,density,0.1,1.0,34,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K1,density,0.2,1.0,67,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K3,raw,0.05,0.5384615384615384,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K3,raw,0.1,0.7307692307692307,34,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K3,raw,0.2,1.0,67,26,1.0,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K3,density,0.05,0.6538461538461539,17,26,0.6538461538461539,vt_h2_c3_03
vt_h2_c3,64,answer_only,FT_K3,density,0.1,1.0,34,26,1.0,vt_h2_c3_03
