dataset,index,target_mode,method,view,fraction,recall,budget,gold,ceiling
vt_h4_c1,24,answer_only,DT_target,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,24,answer_only,DT_target,density,0.2,1.0,67,48,1.0
vt_h4_c1,24,answer_only,FT_K1,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,24,answer_only,FT_K1,raw,0.1,0.6875,34,48,0.7083333333333334
vt_h4_c1,24,answer_only,FT_K1,raw,0.2,1.0,67,48,1.0
vt_h4_c1,24,answer_only,FT_K1,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,24,answer_only,FT_K1,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,24,answer_only,FT_K1,density,0.2,1.0,67,48,1.0
vt_h4_c1,24,answer_only,FT_K3,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,24,answer_only,FT_K3,raw,0.1,0.6666666666666666,34,48,0.7083333333333334
vt_h4_c1,24,answer_only,FT_K3,raw,0.2,1.0,67,48,1.0
vt_h4_c1,24,answer_only,FT_K3,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,24,answer_only,FT_K3,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,24,answer_only,FT_K3,density,0.2,1.0,67,48,1.0
vt_h4_c1,26,answer_only,DT_target,raw,0.05,0.34,17,50,0.34
vt_h4_c1,26,answer_only,DT_target,raw,0.1,0.68,34,50,0.68
vt_h4_c1,26,answer_only,DT_target,raw,0.2,0.92,67,50,1.0
vt_h4_c1,26,answer_only,DT_target,density,0.05,0.34,17,50,0.34
vt_h4_c1,26,answer_only,DT_target,density,0.1,0.68,34,50,0.68
vt_h4_c1,26,answer_only,DT_target,density,0.2,1.0,67,50,1.0
vt_h4_c1,26,answer_only,FT_K1,raw,0.05,0.34,17,50,0.34
vt_h4_c1,26,answer_only,FT_K1,raw,0.1,0.68,34,50,0.68
vt_h4_c1,26,answer_only,FT_K1,raw,0.2,0.96,67,50,1.0
vt_h4_c1,26,answer_only,FT_K1,density,0.05,0.34,17,50,0.34
vt_h4_c1,26,answer_only,FT_K1,density,0.1,0.68,34,50,0.68
vt_h4_c1,26,answer_only,FT_K1,density,0.2,1.0,67,50,1.0
vt_h4_c1,26,answer_only,FT_K3,raw,0.05,0.34,17,50,0.34
vt_h4_c1,26,answer_only,FT_K3,raw,0.1,0.68,34,50,0.68
vt_h4_c1,26,answer_only,FT_K3,raw,0.2,0.96,67,50,1.0
vt_h4_c1,26,answer_only,FT_K3,density,0.05,0.34,17,50,0.34
vt_h4_c1,26,answer_only,FT_K3,density,0.1,0.68,34,50,0.68
vt_h4_c1,26,answer_only,FT_K3,density,0.2,1.0,67,50,1.0
vt_h4_c1,31,answer_only,DT_target,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,31,answer_only,DT_target,raw,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,31,answer_only,DT_target,raw,0.2,0.9375,67,48,1.0
vt_h4_c1,31,answer_only,DT_target,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,31,answer_only,DT_target,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,31,answer_only,DT_target,density,0.2,1.0,67,48,1.0
vt_h4_c1,31,answer_only,FT_K1,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,31,answer_only,FT_K1,raw,0.1,0.6875,34,48,0.7083333333333334
vt_h4_c1,31,answer_only,FT_K1,raw,0.2,0.9791666666666666,67,48,1.0
vt_h4_c1,31,answer_only,FT_K1,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,31,answer_only,FT_K1,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,31,answer_only,FT_K1,density,0.2,1.0,67,48,1.0
vt_h4_c1,31,answer_only,FT_K3,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,31,answer_only,FT_K3,raw,0.1,0.6875,34,48,0.7083333333333334
vt_h4_c1,31,answer_only,FT_K3,raw,0.2,0.9791666666666666,67,48,1.0
vt_h4_c1,31,answer_only,FT_K3,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,31,answer_only,FT_K3,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,31,answer_only,FT_K3,density,0.2,1.0,67,48,1.0
vt_h4_c1,36,answer_only,DT_target,raw,0.05,0.34,17,50,0.34
vt_h4_c1,36,answer_only,DT_target,raw,0.1,0.68,34,50,0.68
vt_h4_c1,36,answer_only,DT_target,raw,0.2,0.98,67,50,1.0
vt_h4_c1,36,answer_only,DT_target,density,0.05,0.34,17,50,0.34
vt_h4_c1,36,answer_only,DT_target,density,0.1,0.68,34,50,0.68
vt_h4_c1,36,answer_only,DT_target,density,0.2,1.0,67,50,1.0
vt_h4_c1,36,answer_only,FT_K1,raw,0.05,0.34,17,50,0.34
vt_h4_c1,36,answer_only,FT_K1,raw,0.1,0.66,34,50,0.68
vt_h4_c1,36,answer_only,FT_K1,raw,0.2,1.0,67,50,1.0
vt_h4_c1,36,answer_only,FT_K1,density,0.05,0.34,17,50,0.34
vt_h4_c1,36,answer_only,FT_K1,density,0.1,0.68,34,50,0.68
vt_h4_c1,36,answer_only,FT_K1,density,0.2,1.0,67,50,1.0
vt_h4_c1,36,answer_only,FT_K3,raw,0.05,0.34,17,50,0.34
vt_h4_c1,36,answer_only,FT_K3,raw,0.1,0.66,34,50,0.68
vt_h4_c1,36,answer_only,FT_K3,raw,0.2,1.0,67,50,1.0
vt_h4_c1,36,answer_only,FT_K3,density,0.05,0.34,17,50,0.34
vt_h4_c1,36,answer_only,FT_K3,density,0.1,0.68,34,50,0.68
vt_h4_c1,36,answer_only,FT_K3,density,0.2,1.0,67,50,1.0
vt_h4_c1,53,answer_only,DT_target,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,53,answer_only,DT_target,raw,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,53,answer_only,DT_target,raw,0.2,0.9791666666666666,67,48,1.0
vt_h4_c1,53,answer_only,DT_target,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,53,answer_only,DT_target,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,53,answer_only,DT_target,density,0.2,1.0,67,48,1.0
vt_h4_c1,53,answer_only,FT_K1,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,53,answer_only,FT_K1,raw,0.1,0.6875,34,48,0.7083333333333334
vt_h4_c1,53,answer_only,FT_K1,raw,0.2,0.9791666666666666,67,48,1.0
vt_h4_c1,53,answer_only,FT_K1,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,53,answer_only,FT_K1,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,53,answer_only,FT_K1,density,0.2,1.0,67,48,1.0
vt_h4_c1,53,answer_only,FT_K3,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,53,answer_only,FT_K3,raw,0.1,0.6875,34,48,0.7083333333333334
vt_h4_c1,53,answer_only,FT_K3,raw,0.2,0.9791666666666666,67,48,1.0
vt_h4_c1,53,answer_only,FT_K3,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,53,answer_only,FT_K3,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,53,answer_only,FT_K3,density,0.2,1.0,67,48,1.0
vt_h4_c1,63,answer_only,DT_target,raw,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,63,answer_only,DT_target,raw,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,63,answer_only,DT_target,raw,0.2,1.0,68,51,1.0
vt_h4_c1,63,answer_only,DT_target,density,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,63,answer_only,DT_target,density,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,63,answer_only,DT_target,density,0.2,1.0,68,51,1.0
vt_h4_c1,63,answer_only,FT_K1,raw,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,63,answer_only,FT_K1,raw,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,63,answer_only,FT_K1,raw,0.2,0.9607843137254902,68,51,1.0
vt_h4_c1,63,answer_only,FT_K1,density,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,63,answer_only,FT_K1,density,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,63,answer_only,FT_K1,density,0.2,1.0,68,51,1.0
vt_h4_c1,63,answer_only,FT_K3,raw,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,63,answer_only,FT_K3,raw,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,63,answer_only,FT_K3,raw,0.2,0.9411764705882353,68,51,1.0
vt_h4_c1,63,answer_only,FT_K3,density,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,63,answer_only,FT_K3,density,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,63,answer_only,FT_K3,density,0.2,1.0,68,51,1.0
vt_h4_c1,64,answer_only,DT_target,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,64,answer_only,DT_target,raw,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,64,answer_only,DT_target,raw,0.2,0.9574468085106383,67,47,1.0
vt_h4_c1,64,answer_only,DT_target,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,64,answer_only,DT_target,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,64,answer_only,DT_target,density,0.2,1.0,67,47,1.0
vt_h4_c1,64,answer_only,FT_K1,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,64,answer_only,FT_K1,raw,0.1,0.7021276595744681,34,47,0.723404255319149
vt_h4_c1,64,answer_only,FT_K1,raw,0.2,1.0,67,47,1.0
vt_h4_c1,64,answer_only,FT_K1,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,64,answer_only,FT_K1,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,64,answer_only,FT_K1,density,0.2,1.0,67,47,1.0
vt_h4_c1,64,answer_only,FT_K3,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,64,answer_only,FT_K3,raw,0.1,0.7021276595744681,34,47,0.723404255319149
vt_h4_c1,64,answer_only,FT_K3,raw,0.2,0.9787234042553191,67,47,1.0
vt_h4_c1,64,answer_only,FT_K3,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,64,answer_only,FT_K3,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,64,answer_only,FT_K3,density,0.2,1.0,67,47,1.0
vt_h4_c1,66,answer_only,DT_target,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,66,answer_only,DT_target,raw,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,66,answer_only,DT_target,raw,0.2,0.9787234042553191,67,47,1.0
vt_h4_c1,66,answer_only,DT_target,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,66,answer_only,DT_target,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,66,answer_only,DT_target,density,0.2,1.0,67,47,1.0
vt_h4_c1,66,answer_only,FT_K1,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,66,answer_only,FT_K1,raw,0.1,0.7021276595744681,34,47,0.723404255319149
vt_h4_c1,66,answer_only,FT_K1,raw,0.2,0.9574468085106383,67,47,1.0
vt_h4_c1,66,answer_only,FT_K1,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,66,answer_only,FT_K1,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,66,answer_only,FT_K1,density,0.2,1.0,67,47,1.0
vt_h4_c1,66,answer_only,FT_K3,raw,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,66,answer_only,FT_K3,raw,0.1,0.7021276595744681,34,47,0.723404255319149
vt_h4_c1,66,answer_only,FT_K3,raw,0.2,0.9361702127659575,67,47,1.0
vt_h4_c1,66,answer_only,FT_K3,density,0.05,0.3617021276595745,17,47,0.3617021276595745
vt_h4_c1,66,answer_only,FT_K3,density,0.1,0.723404255319149,34,47,0.723404255319149
vt_h4_c1,66,answer_only,FT_K3,density,0.2,1.0,67,47,1.0
vt_h4_c1,68,answer_only,DT_target,raw,0.05,0.3469387755102041,17,49,0.3469387755102041
vt_h4_c1,68,answer_only,DT_target,raw,0.1,0.6938775510204082,34,49,0.6938775510204082
vt_h4_c1,68,answer_only,DT_target,raw,0.2,0.9795918367346939,67,49,1.0
vt_h4_c1,68,answer_only,DT_target,density,0.05,0.3469387755102041,17,49,0.3469387755102041
vt_h4_c1,68,answer_only,DT_target,density,0.1,0.6938775510204082,34,49,0.6938775510204082
vt_h4_c1,68,answer_only,DT_target,density,0.2,1.0,67,49,1.0
vt_h4_c1,68,answer_only,FT_K1,raw,0.05,0.3469387755102041,17,49,0.3469387755102041
vt_h4_c1,68,answer_only,FT_K1,raw,0.1,0.673469387755102,34,49,0.6938775510204082
vt_h4_c1,68,answer_only,FT_K1,raw,0.2,0.9591836734693877,67,49,1.0
vt_h4_c1,68,answer_only,FT_K1,density,0.05,0.3469387755102041,17,49,0.3469387755102041
vt_h4_c1,68,answer_only,FT_K1,density,0.1,0.6938775510204082,34,49,0.6938775510204082
vt_h4_c1,68,answer_only,FT_K1,density,0.2,1.0,67,49,1.0
vt_h4_c1,68,answer_only,FT_K3,raw,0.05,0.3469387755102041,17,49,0.3469387755102041
vt_h4_c1,68,answer_only,FT_K3,raw,0.1,0.6530612244897959,34,49,0.6938775510204082
vt_h4_c1,68,answer_only,FT_K3,raw,0.2,0.9591836734693877,67,49,1.0
vt_h4_c1,68,answer_only,FT_K3,density,0.05,0.3469387755102041,17,49,0.3469387755102041
vt_h4_c1,68,answer_only,FT_K3,density,0.1,0.6938775510204082,34,49,0.6938775510204082
vt_h4_c1,68,answer_only,FT_K3,density,0.2,1.0,67,49,1.0
vt_h4_c1,70,answer_only,DT_target,raw,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,70,answer_only,DT_target,raw,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,70,answer_only,DT_target,raw,0.2,0.9215686274509803,68,51,1.0
vt_h4_c1,70,answer_only,DT_target,density,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,70,answer_only,DT_target,density,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,70,answer_only,DT_target,density,0.2,1.0,68,51,1.0
vt_h4_c1,70,answer_only,FT_K1,raw,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,70,answer_only,FT_K1,raw,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,70,answer_only,FT_K1,raw,0.2,0.9803921568627451,68,51,1.0
vt_h4_c1,70,answer_only,FT_K1,density,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,70,answer_only,FT_K1,density,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,70,answer_only,FT_K1,density,0.2,1.0,68,51,1.0
vt_h4_c1,70,answer_only,FT_K3,raw,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,70,answer_only,FT_K3,raw,0.1,0.6470588235294118,34,51,0.6666666666666666
vt_h4_c1,70,answer_only,FT_K3,raw,0.2,0.9803921568627451,68,51,1.0
vt_h4_c1,70,answer_only,FT_K3,density,0.05,0.3333333333333333,17,51,0.3333333333333333
vt_h4_c1,70,answer_only,FT_K3,density,0.1,0.6666666666666666,34,51,0.6666666666666666
vt_h4_c1,70,answer_only,FT_K3,density,0.2,1.0,68,51,1.0
vt_h4_c1,71,answer_only,DT_target,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,71,answer_only,DT_target,raw,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,71,answer_only,DT_target,raw,0.2,1.0,67,46,1.0
vt_h4_c1,71,answer_only,DT_target,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,71,answer_only,DT_target,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,71,answer_only,DT_target,density,0.2,1.0,67,46,1.0
vt_h4_c1,71,answer_only,FT_K1,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,71,answer_only,FT_K1,raw,0.1,0.6956521739130435,34,46,0.7391304347826086
vt_h4_c1,71,answer_only,FT_K1,raw,0.2,1.0,67,46,1.0
vt_h4_c1,71,answer_only,FT_K1,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,71,answer_only,FT_K1,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,71,answer_only,FT_K1,density,0.2,1.0,67,46,1.0
vt_h4_c1,71,answer_only,FT_K3,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,71,answer_only,FT_K3,raw,0.1,0.6956521739130435,34,46,0.7391304347826086
vt_h4_c1,71,answer_only,FT_K3,raw,0.2,0.9782608695652174,67,46,1.0
vt_h4_c1,71,answer_only,FT_K3,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,71,answer_only,FT_K3,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,71,answer_only,FT_K3,density,0.2,1.0,67,46,1.0
vt_h4_c1,92,answer_only,DT_target,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,92,answer_only,DT_target,raw,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,92,answer_only,DT_target,raw,0.2,1.0,67,48,1.0
vt_h4_c1,92,answer_only,DT_target,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,92,answer_only,DT_target,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,92,answer_only,DT_target,density,0.2,1.0,67,48,1.0
vt_h4_c1,92,answer_only,FT_K1,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,92,answer_only,FT_K1,raw,0.1,0.6875,34,48,0.7083333333333334
vt_h4_c1,92,answer_only,FT_K1,raw,0.2,1.0,67,48,1.0
vt_h4_c1,92,answer_only,FT_K1,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,92,answer_only,FT_K1,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,92,answer_only,FT_K1,density,0.2,1.0,67,48,1.0
vt_h4_c1,92,answer_only,FT_K3,raw,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,92,answer_only,FT_K3,raw,0.1,0.6875,34,48,0.7083333333333334
vt_h4_c1,92,answer_only,FT_K3,raw,0.2,0.9791666666666666,67,48,1.0
vt_h4_c1,92,answer_only,FT_K3,density,0.05,0.3541666666666667,17,48,0.3541666666666667
vt_h4_c1,92,answer_only,FT_K3,density,0.1,0.7083333333333334,34,48,0.7083333333333334
vt_h4_c1,92,answer_only,FT_K3,density,0.2,1.0,67,48,1.0
vt_h4_c1,95,answer_only,DT_target,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,95,answer_only,DT_target,raw,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,95,answer_only,DT_target,raw,0.2,0.9347826086956522,67,46,1.0
vt_h4_c1,95,answer_only,DT_target,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,95,answer_only,DT_target,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,95,answer_only,DT_target,density,0.2,1.0,67,46,1.0
vt_h4_c1,95,answer_only,FT_K1,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,95,answer_only,FT_K1,raw,0.1,0.717391304347826,34,46,0.7391304347826086
vt_h4_c1,95,answer_only,FT_K1,raw,0.2,0.9782608695652174,67,46,1.0
vt_h4_c1,95,answer_only,FT_K1,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,95,answer_only,FT_K1,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,95,answer_only,FT_K1,density,0.2,1.0,67,46,1.0
vt_h4_c1,95,answer_only,FT_K3,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,95,answer_only,FT_K3,raw,0.1,0.717391304347826,34,46,0.7391304347826086
vt_h4_c1,95,answer_only,FT_K3,raw,0.2,0.9782608695652174,67,46,1.0
vt_h4_c1,95,answer_only,FT_K3,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,95,answer_only,FT_K3,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,95,answer_only,FT_K3,density,0.2,1.0,67,46,1.0
vt_h4_c1,97,answer_only,DT_target,raw,0.05,0.37777777777777777,17,45,0.37777777777777777
vt_h4_c1,97,answer_only,DT_target,raw,0.1,0.7333333333333333,33,45,0.7333333333333333
vt_h4_c1,97,answer_only,DT_target,raw,0.2,0.9777777777777777,66,45,1.0
vt_h4_c1,97,answer_only,DT_target,density,0.05,0.37777777777777777,17,45,0.37777777777777777
vt_h4_c1,97,answer_only,DT_target,density,0.1,0.7333333333333333,33,45,0.7333333333333333
vt_h4_c1,97,answer_only,DT_target,density,0.2,1.0,66,45,1.0
vt_h4_c1,97,answer_only,FT_K1,raw,0.05,0.37777777777777777,17,45,0.37777777777777777
vt_h4_c1,97,answer_only,FT_K1,raw,0.1,0.7111111111111111,33,45,0.7333333333333333
vt_h4_c1,97,answer_only,FT_K1,raw,0.2,1.0,66,45,1.0
vt_h4_c1,97,answer_only,FT_K1,density,0.05,0.37777777777777777,17,45,0.37777777777777777
vt_h4_c1,97,answer_only,FT_K1,density,0.1,0.7333333333333333,33,45,0.7333333333333333
vt_h4_c1,97,answer_only,FT_K1,density,0.2,1.0,66,45,1.0
vt_h4_c1,97,answer_only,FT_K3,raw,0.05,0.37777777777777777,17,45,0.37777777777777777
vt_h4_c1,97,answer_only,FT_K3,raw,0.1,0.6666666666666666,33,45,0.7333333333333333
vt_h4_c1,97,answer_only,FT_K3,raw,0.2,1.0,66,45,1.0
vt_h4_c1,97,answer_only,FT_K3,density,0.05,0.37777777777777777,17,45,0.37777777777777777
vt_h4_c1,97,answer_only,FT_K3,density,0.1,0.7333333333333333,33,45,0.7333333333333333
vt_h4_c1,97,answer_only,FT_K3,density,0.2,1.0,66,45,1.0
vt_h4_c1,98,answer_only,DT_target,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,98,answer_only,DT_target,raw,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,98,answer_only,DT_target,raw,0.2,0.9782608695652174,67,46,1.0
vt_h4_c1,98,answer_only,DT_target,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,98,answer_only,DT_target,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,98,answer_only,DT_target,density,0.2,1.0,67,46,1.0
vt_h4_c1,98,answer_only,FT_K1,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,98,answer_only,FT_K1,raw,0.1,0.717391304347826,34,46,0.7391304347826086
vt_h4_c1,98,answer_only,FT_K1,raw,0.2,0.9782608695652174,67,46,1.0
vt_h4_c1,98,answer_only,FT_K1,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,98,answer_only,FT_K1,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,98,answer_only,FT_K1,density,0.2,1.0,67,46,1.0
vt_h4_c1,98,answer_only,FT_K3,raw,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,98,answer_only,FT_K3,raw,0.1,0.717391304347826,34,46,0.7391304347826086
vt_h4_c1,98,answer_only,FT_K3,raw,0.2,0.9782608695652174,67,46,1.0
vt_h4_c1,98,answer_only,FT_K3,density,0.05,0.3695652173913043,17,46,0.3695652173913043
vt_h4_c1,98,answer_only,FT_K3,density,0.1,0.7391304347826086,34,46,0.7391304347826086
vt_h4_c1,98,answer_only,FT_K3,density,0.2,1.0,67,46,1.0
vt_h6_c1,3,answer_only,DT_target,raw,0.05,0.2463768115942029,17,69,0.2463768115942029
vt_h6_c1,3,answer_only,DT_target,raw,0.1,0.4927536231884058,34,69,0.4927536231884058
vt_h6_c1,3,answer_only,DT_target,raw,0.2,0.9420289855072463,67,69,0.9710144927536232
vt_h6_c1,3,answer_only,DT_target,density,0.05,0.2463768115942029,17,69,0.2463768115942029
vt_h6_c1,3,answer_only,DT_target,density,0.1,0.4927536231884058,34,69,0.4927536231884058
vt_h6_c1,3,answer_only,DT_target,density,0.2,0.9710144927536232,67,69,0.9710144927536232
vt_h6_c1,3,answer_only,FT_K1,raw,0.05,0.2463768115942029,17,69,0.2463768115942029
vt_h6_c1,3,answer_only,FT_K1,raw,0.1,0.4927536231884058,34,69,0.4927536231884058
vt_h6_c1,3,answer_only,FT_K1,raw,0.2,0.8405797101449275,67,69,0.9710144927536232
vt_h6_c1,3,answer_only,FT_K1,density,0.05,0.2463768115942029,17,69,0.2463768115942029
vt_h6_c1,3,answer_only,FT_K1,density,0.1,0.4927536231884058,34,69,0.4927536231884058
vt_h6_c1,3,answer_only,FT_K1,density,0.2,0.9710144927536232,67,69,0.9710144927536232
vt_h6_c1,3,answer_only,FT_K3,raw,0.05,0.2463768115942029,17,69,0.2463768115942029
vt_h6_c1,3,answer_only,FT_K3,raw,0.1,0.4927536231884058,34,69,0.4927536231884058
vt_h6_c1,3,answer_only,FT_K3,raw,0.2,0.8405797101449275,67,69,0.9710144927536232
vt_h6_c1,3,answer_only,FT_K3,density,0.05,0.2463768115942029,17,69,0.2463768115942029
vt_h6_c1,3,answer_only,FT_K3,density,0.1,0.4927536231884058,34,69,0.4927536231884058
vt_h6_c1,3,answer_only,FT_K3,density,0.2,0.9710144927536232,67,69,0.9710144927536232
vt_h6_c1,4,answer_only,DT_target,raw,0.05,0.265625,17,64,0.265625
vt_h6_c1,4,answer_only,DT_target,raw,0.1,0.515625,33,64,0.515625
vt_h6_c1,4,answer_only,DT_target,raw,0.2,0.90625,66,64,1.0
vt_h6_c1,4,answer_only,DT_target,density,0.05,0.265625,17,64,0.265625
vt_h6_c1,4,answer_only,DT_target,density,0.1,0.515625,33,64,0.515625
vt_h6_c1,4,answer_only,DT_target,density,0.2,1.0,66,64,1.0
vt_h6_c1,4,answer_only,FT_K1,raw,0.05,0.265625,17,64,0.265625
vt_h6_c1,4,answer_only,FT_K1,raw,0.1,0.515625,33,64,0.515625
vt_h6_c1,4,answer_only,FT_K1,raw,0.2,0.84375,66,64,1.0
vt_h6_c1,4,answer_only,FT_K1,density,0.05,0.265625,17,64,0.265625
vt_h6_c1,4,answer_only,FT_K1,density,0.1,0.515625,33,64,0.515625
vt_h6_c1,4,answer_only,FT_K1,density,0.2,1.0,66,64,1.0
vt_h6_c1,4,answer_only,FT_K3,raw,0.05,0.265625,17,64,0.265625
vt_h6_c1,4,answer_only,FT_K3,raw,0.1,0.515625,33,64,0.515625
vt_h6_c1,4,answer_only,FT_K3,raw,0.2,0.84375,66,64,1.0
vt_h6_c1,4,answer_only,FT_K3,density,0.05,0.265625,17,64,0.265625
vt_h6_c1,4,answer_only,FT_K3,density,0.1,0.515625,33,64,0.515625
vt_h6_c1,4,answer_only,FT_K3,density,0.2,1.0,66,64,1.0
