index,target_mode,method,view,fraction,recall,budget,gold_tokens,ceiling
20,full,FT_K3,raw_restored,0.1,0.2,114,45,1
20,full,FT_K3,raw_restored,0.2,0.37777777777777777,227,45,1
20,full,FT_K3,regex_cached,0.05,0.13333333333333333,57,45,1
20,full,FT_K3,regex_cached,0.1,0.13333333333333333,114,45,1
20,full,FT_K3,regex_cached,0.2,0.13333333333333333,227,45,1
20,full,FT_K3,regex_restored,0.05,0.13333333333333333,57,45,1
20,full,FT_K3,regex_restored,0.1,0.13333333333333333,114,45,1
20,full,FT_K3,regex_restored,0.2,0.13333333333333333,227,45,1
20,full,FT_K3,regex_anchor_restored,0.05,0.15555555555555556,57,45,1
20,full,FT_K3,regex_anchor_restored,0.1,0.15555555555555556,114,45,1
20,full,FT_K3,regex_anchor_restored,0.2,0.15555555555555556,227,45,1
20,full,FT_K3,native_token_restored,0.05,0.15555555555555556,57,45,1
20,full,FT_K3,native_token_restored,0.1,0.15555555555555556,114,45,1
20,full,FT_K3,native_token_restored,0.2,0.15555555555555556,227,45,1
21,full,DT_target,raw_cached,0.05,0.35,70,40,1
21,full,DT_target,raw_cached,0.1,0.55,139,40,1
21,full,DT_target,raw_cached,0.2,0.675,277,40,1
21,full,DT_target,raw_restored,0.05,0.35,70,40,1
21,full,DT_target,raw_restored,0.1,0.55,139,40,1
21,full,DT_target,raw_restored,0.2,0.675,277,40,1
21,full,DT_target,regex_cached,0.05,0.35,70,40,1
21,full,DT_target,regex_cached,0.1,1.0,139,40,1
21,full,DT_target,regex_cached,0.2,1.0,277,40,1
21,full,DT_target,regex_restored,0.05,0.35,70,40,1
21,full,DT_target,regex_restored,0.1,1.0,139,40,1
21,full,DT_target,regex_restored,0.2,1.0,277,40,1
21,full,DT_target,regex_anchor_restored,0.05,0.35,70,40,1
21,full,DT_target,regex_anchor_restored,0.1,1.0,139,40,1
21,full,DT_target,regex_anchor_restored,0.2,1.0,277,40,1
21,full,DT_target,native_token_restored,0.05,0.35,70,40,1
21,full,DT_target,native_token_restored,0.1,1.0,139,40,1
21,full,DT_target,native_token_restored,0.2,1.0,277,40,1
21,full,FT_K1,raw_cached,0.05,0.425,70,40,1
21,full,FT_K1,raw_cached,0.1,0.625,139,40,1
21,full,FT_K1,raw_cached,0.2,0.8,277,40,1
21,full,FT_K1,raw_restored,0.05,0.425,70,40,1
21,full,FT_K1,raw_restored,0.1,0.625,139,40,1
21,full,FT_K1,raw_restored,0.2,0.8,277,40,1
21,full,FT_K1,regex_cached,0.05,0.75,70,40,1
21,full,FT_K1,regex_cached,0.1,1.0,139,40,1
21,full,FT_K1,regex_cached,0.2,1.0,277,40,1
21,full,FT_K1,regex_restored,0.05,0.75,70,40,1
21,full,FT_K1,regex_restored,0.1,1.0,139,40,1
21,full,FT_K1,regex_restored,0.2,1.0,277,40,1
21,full,FT_K1,regex_anchor_restored,0.05,0.775,70,40,1
21,full,FT_K1,regex_anchor_restored,0.1,1.0,139,40,1
21,full,FT_K1,regex_anchor_restored,0.2,1.0,277,40,1
21,full,FT_K1,native_token_restored,0.05,0.725,70,40,1
21,full,FT_K1,native_token_restored,0.1,1.0,139,40,1
21,full,FT_K1,native_token_restored,0.2,1.0,277,40,1
21,full,FT_K3,raw_cached,0.05,0.425,70,40,1
21,full,FT_K3,raw_cached,0.1,0.6,139,40,1
21,full,FT_K3,raw_cached,0.2,0.8,277,40,1
21,full,FT_K3,raw_restored,0.05,0.425,70,40,1
21,full,FT_K3,raw_restored,0.1,0.6,139,40,1
21,full,FT_K3,raw_restored,0.2,0.8,277,40,1
21,full,FT_K3,regex_cached,0.05,0.75,70,40,1
21,full,FT_K3,regex_cached,0.1,1.0,139,40,1
21,full,FT_K3,regex_cached,0.2,1.0,277,40,1
21,full,FT_K3,regex_restored,0.05,0.75,70,40,1
21,full,FT_K3,regex_restored,0.1,1.0,139,40,1
21,full,FT_K3,regex_restored,0.2,1.0,277,40,1
21,full,FT_K3,regex_anchor_restored,0.05,0.775,70,40,1
21,full,FT_K3,regex_anchor_restored,0.1,1.0,139,40,1
21,full,FT_K3,regex_anchor_restored,0.2,1.0,277,40,1
21,full,FT_K3,native_token_restored,0.05,0.725,70,40,1
21,full,FT_K3,native_token_restored,0.1,1.0,139,40,1
21,full,FT_K3,native_token_restored,0.2,1.0,277,40,1
22,full,DT_target,raw_cached,0.05,0.6909090909090909,146,55,1
22,full,DT_target,raw_cached,0.1,0.7636363636363637,292,55,1
22,full,DT_target,raw_cached,0.2,0.8363636363636363,583,55,1
22,full,DT_target,raw_restored,0.05,0.6909090909090909,146,55,1
22,full,DT_target,raw_restored,0.1,0.7636363636363637,292,55,1
22,full,DT_target,raw_restored,0.2,0.8363636363636363,583,55,1
22,full,DT_target,regex_cached,0.05,1.0,146,55,1
22,full,DT_target,regex_cached,0.1,1.0,292,55,1
22,full,DT_target,regex_cached,0.2,1.0,583,55,1
22,full,DT_target,regex_restored,0.05,1.0,146,55,1
22,full,DT_target,regex_restored,0.1,1.0,292,55,1
22,full,DT_target,regex_restored,0.2,1.0,583,55,1
22,full,DT_target,regex_anchor_restored,0.05,1.0,146,55,1
22,full,DT_target,regex_anchor_restored,0.1,1.0,292,55,1
22,full,DT_target,regex_anchor_restored,0.2,1.0,583,55,1
22,full,DT_target,native_token_restored,0.05,1.0,146,55,1
22,full,DT_target,native_token_restored,0.1,1.0,292,55,1
22,full,DT_target,native_token_restored,0.2,1.0,583,55,1
22,full,FT_K1,raw_cached,0.05,0.6363636363636364,146,55,1
22,full,FT_K1,raw_cached,0.1,0.6909090909090909,292,55,1
22,full,FT_K1,raw_cached,0.2,0.9636363636363636,583,55,1
22,full,FT_K1,raw_restored,0.05,0.6363636363636364,146,55,1
22,full,FT_K1,raw_restored,0.1,0.6909090909090909,292,55,1
22,full,FT_K1,raw_restored,0.2,0.9636363636363636,583,55,1
22,full,FT_K1,regex_cached,0.05,0.9818181818181818,146,55,1
22,full,FT_K1,regex_cached,0.1,1.0,292,55,1
22,full,FT_K1,regex_cached,0.2,1.0,583,55,1
22,full,FT_K1,regex_restored,0.05,0.9818181818181818,146,55,1
22,full,FT_K1,regex_restored,0.1,1.0,292,55,1
22,full,FT_K1,regex_restored,0.2,1.0,583,55,1
22,full,FT_K1,regex_anchor_restored,0.05,1.0,146,55,1
22,full,FT_K1,regex_anchor_restored,0.1,1.0,292,55,1
22,full,FT_K1,regex_anchor_restored,0.2,1.0,583,55,1
22,full,FT_K1,native_token_restored,0.05,1.0,146,55,1
22,full,FT_K1,native_token_restored,0.1,1.0,292,55,1
22,full,FT_K1,native_token_restored,0.2,1.0,583,55,1
22,full,FT_K3,raw_cached,0.05,0.6363636363636364,146,55,1
22,full,FT_K3,raw_cached,0.1,0.6909090909090909,292,55,1
22,full,FT_K3,raw_cached,0.2,0.9636363636363636,583,55,1
22,full,FT_K3,raw_restored,0.05,0.6363636363636364,146,55,1
22,full,FT_K3,raw_restored,0.1,0.6909090909090909,292,55,1
22,full,FT_K3,raw_restored,0.2,0.9636363636363636,583,55,1
22,full,FT_K3,regex_cached,0.05,0.9818181818181818,146,55,1
22,full,FT_K3,regex_cached,0.1,1.0,292,55,1
22,full,FT_K3,regex_cached,0.2,1.0,583,55,1
22,full,FT_K3,regex_restored,0.05,0.9818181818181818,146,55,1
22,full,FT_K3,regex_restored,0.1,1.0,292,55,1
22,full,FT_K3,regex_restored,0.2,1.0,583,55,1
22,full,FT_K3,regex_anchor_restored,0.05,1.0,146,55,1
22,full,FT_K3,regex_anchor_restored,0.1,1.0,292,55,1
22,full,FT_K3,regex_anchor_restored,0.2,1.0,583,55,1
22,full,FT_K3,native_token_restored,0.05,1.0,146,55,1
22,full,FT_K3,native_token_restored,0.1,1.0,292,55,1
22,full,FT_K3,native_token_restored,0.2,1.0,583,55,1
23,full,DT_target,raw_cached,0.05,0.17204301075268819,66,93,0.7096774193548387
23,full,DT_target,raw_cached,0.1,0.3010752688172043,131,93,1
23,full,DT_target,raw_cached,0.2,0.3870967741935484,261,93,1
23,full,DT_target,raw_restored,0.05,0.17204301075268819,66,93,0.7096774193548387
23,full,DT_target,raw_restored,0.1,0.3010752688172043,131,93,1
23,full,DT_target,raw_restored,0.2,0.3870967741935484,261,93,1
23,full,DT_target,regex_cached,0.05,0.26881720430107525,66,93,0.7096774193548387
23,full,DT_target,regex_cached,0.1,0.8494623655913979,131,93,1
23,full,DT_target,regex_cached,0.2,1.0,261,93,1
23,full,DT_target,regex_restored,0.05,0.26881720430107525,66,93,0.7096774193548387
23,full,DT_target,regex_restored,0.1,0.8494623655913979,131,93,1
23,full,DT_target,regex_restored,0.2,1.0,261,93,1
23,full,DT_target,regex_anchor_restored,0.05,0.27956989247311825,66,93,0.7096774193548387
23,full,DT_target,regex_anchor_restored,0.1,0.8494623655913979,131,93,1
23,full,DT_target,regex_anchor_restored,0.2,1.0,261,93,1
23,full,DT_target,native_token_restored,0.05,0.27956989247311825,66,93,0.7096774193548387
23,full,DT_target,native_token_restored,0.1,0.8387096774193549,131,93,1
23,full,DT_target,native_token_restored,0.2,1.0,261,93,1
23,full,FT_K1,raw_cached,0.05,0.23655913978494625,66,93,0.7096774193548387
23,full,FT_K1,raw_cached,0.1,0.40860215053763443,131,93,1
23,full,FT_K1,raw_cached,0.2,0.6774193548387096,261,93,1
23,full,FT_K1,raw_restored,0.05,0.23655913978494625,66,93,0.7096774193548387
23,full,FT_K1,raw_restored,0.1,0.40860215053763443,131,93,1
23,full,FT_K1,raw_restored,0.2,0.6774193548387096,261,93,1
23,full,FT_K1,regex_cached,0.05,0.3225806451612903,66,93,0.7096774193548387
23,full,FT_K1,regex_cached,0.1,0.46236559139784944,131,93,1
23,full,FT_K1,regex_cached,0.2,1.0,261,93,1
23,full,FT_K1,regex_restored,0.05,0.3225806451612903,66,93,0.7096774193548387
23,full,FT_K1,regex_restored,0.1,0.46236559139784944,131,93,1
23,full,FT_K1,regex_restored,0.2,1.0,261,93,1
23,full,FT_K1,regex_anchor_restored,0.05,0.3870967741935484,66,93,0.7096774193548387
23,full,FT_K1,regex_anchor_restored,0.1,0.46236559139784944,131,93,1
23,full,FT_K1,regex_anchor_restored,0.2,1.0,261,93,1
23,full,FT_K1,native_token_restored,0.05,0.2903225806451613,66,93,0.7096774193548387
23,full,FT_K1,native_token_restored,0.1,0.46236559139784944,131,93,1
23,full,FT_K1,native_token_restored,0.2,1.0,261,93,1
23,full,FT_K3,raw_cached,0.05,0.26881720430107525,66,93,0.7096774193548387
23,full,FT_K3,raw_cached,0.1,0.3978494623655914,131,93,1
23,full,FT_K3,raw_cached,0.2,0.7096774193548387,261,93,1
23,full,FT_K3,raw_restored,0.05,0.26881720430107525,66,93,0.7096774193548387
23,full,FT_K3,raw_restored,0.1,0.3978494623655914,131,93,1
23,full,FT_K3,raw_restored,0.2,0.7096774193548387,261,93,1
23,full,FT_K3,regex_cached,0.05,0.46236559139784944,66,93,0.7096774193548387
23,full,FT_K3,regex_cached,0.1,1.0,131,93,1
23,full,FT_K3,regex_cached,0.2,1.0,261,93,1
23,full,FT_K3,regex_restored,0.05,0.46236559139784944,66,93,0.7096774193548387
23,full,FT_K3,regex_restored,0.1,1.0,131,93,1
23,full,FT_K3,regex_restored,0.2,1.0,261,93,1
23,full,FT_K3,regex_anchor_restored,0.05,0.46236559139784944,66,93,0.7096774193548387
23,full,FT_K3,regex_anchor_restored,0.1,1.0,131,93,1
23,full,FT_K3,regex_anchor_restored,0.2,1.0,261,93,1
23,full,FT_K3,native_token_restored,0.05,0.46236559139784944,66,93,0.7096774193548387
23,full,FT_K3,native_token_restored,0.1,0.989247311827957,131,93,1
23,full,FT_K3,native_token_restored,0.2,1.0,261,93,1
24,full,DT_target,raw_cached,0.05,0.2608695652173913,59,69,0.855072463768116
24,full,DT_target,raw_cached,0.1,0.36231884057971014,117,69,1
24,full,DT_target,raw_cached,0.2,0.5072463768115942,233,69,1
24,full,DT_target,raw_restored,0.05,0.2608695652173913,59,69,0.855072463768116
24,full,DT_target,raw_restored,0.1,0.36231884057971014,117,69,1
24,full,DT_target,raw_restored,0.2,0.5072463768115942,233,69,1
24,full,DT_target,regex_cached,0.05,0.2608695652173913,59,69,0.855072463768116
24,full,DT_target,regex_cached,0.1,0.7101449275362319,117,69,1
24,full,DT_target,regex_cached,0.2,0.7101449275362319,233,69,1
24,full,DT_target,regex_restored,0.05,0.2608695652173913,59,69,0.855072463768116
24,full,DT_target,regex_restored,0.1,0.7101449275362319,117,69,1
24,full,DT_target,regex_restored,0.2,0.7101449275362319,233,69,1
24,full,DT_target,regex_anchor_restored,0.05,0.2608695652173913,59,69,0.855072463768116
24,full,DT_target,regex_anchor_restored,0.1,0.7246376811594203,117,69,1
24,full,DT_target,regex_anchor_restored,0.2,0.7246376811594203,233,69,1
24,full,DT_target,native_token_restored,0.05,0.34782608695652173,59,69,0.855072463768116
24,full,DT_target,native_token_restored,0.1,0.7246376811594203,117,69,1
24,full,DT_target,native_token_restored,0.2,0.7246376811594203,233,69,1
24,full,FT_K1,raw_cached,0.05,0.36231884057971014,59,69,0.855072463768116
24,full,FT_K1,raw_cached,0.1,0.6521739130434783,117,69,1
24,full,FT_K1,raw_cached,0.2,0.7971014492753623,233,69,1
24,full,FT_K1,raw_restored,0.05,0.36231884057971014,59,69,0.855072463768116
24,full,FT_K1,raw_restored,0.1,0.6521739130434783,117,69,1
24,full,FT_K1,raw_restored,0.2,0.7971014492753623,233,69,1
24,full,FT_K1,regex_cached,0.05,0.37681159420289856,59,69,0.855072463768116
24,full,FT_K1,regex_cached,0.1,0.7681159420289855,117,69,1
24,full,FT_K1,regex_cached,0.2,1.0,233,69,1
24,full,FT_K1,regex_restored,0.05,0.37681159420289856,59,69,0.855072463768116
24,full,FT_K1,regex_restored,0.1,0.7681159420289855,117,69,1
24,full,FT_K1,regex_restored,0.2,1.0,233,69,1
24,full,FT_K1,regex_anchor_restored,0.05,0.34782608695652173,59,69,0.855072463768116
24,full,FT_K1,regex_anchor_restored,0.1,0.7681159420289855,117,69,1
24,full,FT_K1,regex_anchor_restored,0.2,1.0,233,69,1
24,full,FT_K1,native_token_restored,0.05,0.391304347826087,59,69,0.855072463768116
24,full,FT_K1,native_token_restored,0.1,0.7246376811594203,117,69,1
24,full,FT_K1,native_token_restored,0.2,1.0,233,69,1
24,full,FT_K3,raw_cached,0.05,0.36231884057971014,59,69,0.855072463768116
24,full,FT_K3,raw_cached,0.1,0.6521739130434783,117,69,1
24,full,FT_K3,raw_cached,0.2,0.8115942028985508,233,69,1
24,full,FT_K3,raw_restored,0.05,0.36231884057971014,59,69,0.855072463768116
24,full,FT_K3,raw_restored,0.1,0.6521739130434783,117,69,1
24,full,FT_K3,raw_restored,0.2,0.8115942028985508,233,69,1
24,full,FT_K3,regex_cached,0.05,0.37681159420289856,59,69,0.855072463768116
24,full,FT_K3,regex_cached,0.1,0.7101449275362319,117,69,1
24,full,FT_K3,regex_cached,0.2,1.0,233,69,1
24,full,FT_K3,regex_restored,0.05,0.37681159420289856,59,69,0.855072463768116
24,full,FT_K3,regex_restored,0.1,0.7101449275362319,117,69,1
24,full,FT_K3,regex_restored,0.2,1.0,233,69,1
24,full,FT_K3,regex_anchor_restored,0.05,0.34782608695652173,59,69,0.855072463768116
24,full,FT_K3,regex_anchor_restored,0.1,0.7681159420289855,117,69,1
24,full,FT_K3,regex_anchor_restored,0.2,1.0,233,69,1
24,full,FT_K3,native_token_restored,0.05,0.391304347826087,59,69,0.855072463768116
24,full,FT_K3,native_token_restored,0.1,0.7246376811594203,117,69,1
24,full,FT_K3,native_token_restored,0.2,1.0,233,69,1
25,full,DT_target,raw_cached,0.05,0.6666666666666666,85,69,1
25,full,DT_target,raw_cached,0.1,0.8260869565217391,169,69,1
25,full,DT_target,raw_cached,0.2,0.9565217391304348,337,69,1
25,full,DT_target,raw_restored,0.05,0.6666666666666666,85,69,1
25,full,DT_target,raw_restored,0.1,0.8260869565217391,169,69,1
25,full,DT_target,raw_restored,0.2,0.9565217391304348,337,69,1
25,full,DT_target,regex_cached,0.05,0.7246376811594203,85,69,1
25,full,DT_target,regex_cached,0.1,1.0,169,69,1
25,full,DT_target,regex_cached,0.2,1.0,337,69,1
25,full,DT_target,regex_restored,0.05,0.7246376811594203,85,69,1
25,full,DT_target,regex_restored,0.1,1.0,169,69,1
25,full,DT_target,regex_restored,0.2,1.0,337,69,1
25,full,DT_target,regex_anchor_restored,0.05,0.7536231884057971,85,69,1
25,full,DT_target,regex_anchor_restored,0.1,1.0,169,69,1
25,full,DT_target,regex_anchor_restored,0.2,1.0,337,69,1
25,full,DT_target,native_token_restored,0.05,0.8115942028985508,85,69,1
25,full,DT_target,native_token_restored,0.1,1.0,169,69,1
25,full,DT_target,native_token_restored,0.2,1.0,337,69,1
25,full,FT_K1,raw_cached,0.05,0.5797101449275363,85,69,1
25,full,FT_K1,raw_cached,0.1,0.7681159420289855,169,69,1
25,full,FT_K1,raw_cached,0.2,0.8840579710144928,337,69,1
25,full,FT_K1,raw_restored,0.05,0.5797101449275363,85,69,1
25,full,FT_K1,raw_restored,0.1,0.7681159420289855,169,69,1
25,full,FT_K1,raw_restored,0.2,0.8840579710144928,337,69,1
25,full,FT_K1,regex_cached,0.05,0.7246376811594203,85,69,1
25,full,FT_K1,regex_cached,0.1,0.9855072463768116,169,69,1
25,full,FT_K1,regex_cached,0.2,0.9855072463768116,337,69,1
25,full,FT_K1,regex_restored,0.05,0.7246376811594203,85,69,1
25,full,FT_K1,regex_restored,0.1,0.9855072463768116,169,69,1
25,full,FT_K1,regex_restored,0.2,0.9855072463768116,337,69,1
25,full,FT_K1,regex_anchor_restored,0.05,0.7536231884057971,85,69,1
25,full,FT_K1,regex_anchor_restored,0.1,1.0,169,69,1
25,full,FT_K1,regex_anchor_restored,0.2,1.0,337,69,1
25,full,FT_K1,native_token_restored,0.05,0.7536231884057971,85,69,1
25,full,FT_K1,native_token_restored,0.1,1.0,169,69,1
25,full,FT_K1,native_token_restored,0.2,1.0,337,69,1
25,full,FT_K3,raw_cached,0.05,0.5652173913043478,85,69,1
25,full,FT_K3,raw_cached,0.1,0.7536231884057971,169,69,1
25,full,FT_K3,raw_cached,0.2,0.8985507246376812,337,69,1
25,full,FT_K3,raw_restored,0.05,0.5652173913043478,85,69,1
25,full,FT_K3,raw_restored,0.1,0.7536231884057971,169,69,1
25,full,FT_K3,raw_restored,0.2,0.8985507246376812,337,69,1
25,full,FT_K3,regex_cached,0.05,0.7246376811594203,85,69,1
25,full,FT_K3,regex_cached,0.1,0.9855072463768116,169,69,1
25,full,FT_K3,regex_cached,0.2,0.9855072463768116,337,69,1
25,full,FT_K3,regex_restored,0.05,0.7246376811594203,85,69,1
25,full,FT_K3,regex_restored,0.1,0.9855072463768116,169,69,1
25,full,FT_K3,regex_restored,0.2,0.9855072463768116,337,69,1
25,full,FT_K3,regex_anchor_restored,0.05,0.7536231884057971,85,69,1
25,full,FT_K3,regex_anchor_restored,0.1,1.0,169,69,1
25,full,FT_K3,regex_anchor_restored,0.2,1.0,337,69,1
25,full,FT_K3,native_token_restored,0.05,0.7536231884057971,85,69,1
25,full,FT_K3,native_token_restored,0.1,1.0,169,69,1
25,full,FT_K3,native_token_restored,0.2,1.0,337,69,1
26,full,DT_target,raw_cached,0.05,0.14583333333333334,54,144,0.375
26,full,DT_target,raw_cached,0.1,0.24305555555555555,108,144,0.75
26,full,DT_target,raw_cached,0.2,0.4305555555555556,216,144,1
26,full,DT_target,raw_restored,0.05,0.14583333333333334,54,144,0.375
26,full,DT_target,raw_restored,0.1,0.24305555555555555,108,144,0.75
26,full,DT_target,raw_restored,0.2,0.4305555555555556,216,144,1
26,full,DT_target,regex_cached,0.05,0.3402777777777778,54,144,0.375
26,full,DT_target,regex_cached,0.1,0.6319444444444444,108,144,0.75
26,full,DT_target,regex_cached,0.2,1.0,216,144,1
26,full,DT_target,regex_restored,0.05,0.3402777777777778,54,144,0.375
26,full,DT_target,regex_restored,0.1,0.6319444444444444,108,144,0.75
26,full,DT_target,regex_restored,0.2,1.0,216,144,1
26,full,DT_target,regex_anchor_restored,0.05,0.3472222222222222,54,144,0.375
26,full,DT_target,regex_anchor_restored,0.1,0.6458333333333334,108,144,0.75
26,full,DT_target,regex_anchor_restored,0.2,1.0,216,144,1
26,full,DT_target,native_token_restored,0.05,0.375,54,144,0.375
26,full,DT_target,native_token_restored,0.1,0.6111111111111112,108,144,0.75
26,full,DT_target,native_token_restored,0.2,1.0,216,144,1
26,full,FT_K1,raw_cached,0.05,0.2222222222222222,54,144,0.375
26,full,FT_K1,raw_cached,0.1,0.3194444444444444,108,144,0.75
26,full,FT_K1,raw_cached,0.2,0.4236111111111111,216,144,1
26,full,FT_K1,raw_restored,0.05,0.2222222222222222,54,144,0.375
26,full,FT_K1,raw_restored,0.1,0.3194444444444444,108,144,0.75
26,full,FT_K1,raw_restored,0.2,0.4236111111111111,216,144,1
26,full,FT_K1,regex_cached,0.05,0.3680555555555556,54,144,0.375
26,full,FT_K1,regex_cached,0.1,0.7083333333333334,108,144,0.75
26,full,FT_K1,regex_cached,0.2,1.0,216,144,1
26,full,FT_K1,regex_restored,0.05,0.3680555555555556,54,144,0.375
26,full,FT_K1,regex_restored,0.1,0.7083333333333334,108,144,0.75
26,full,FT_K1,regex_restored,0.2,1.0,216,144,1
26,full,FT_K1,regex_anchor_restored,0.05,0.375,54,144,0.375
26,full,FT_K1,regex_anchor_restored,0.1,0.7222222222222222,108,144,0.75
26,full,FT_K1,regex_anchor_restored,0.2,1.0,216,144,1
26,full,FT_K1,native_token_restored,0.05,0.375,54,144,0.375
26,full,FT_K1,native_token_restored,0.1,0.7013888888888888,108,144,0.75
26,full,FT_K1,native_token_restored,0.2,1.0,216,144,1
26,full,FT_K3,raw_cached,0.05,0.2222222222222222,54,144,0.375
26,full,FT_K3,raw_cached,0.1,0.3055555555555556,108,144,0.75
26,full,FT_K3,raw_cached,0.2,0.4236111111111111,216,144,1
26,full,FT_K3,raw_restored,0.05,0.2222222222222222,54,144,0.375
26,full,FT_K3,raw_restored,0.1,0.3055555555555556,108,144,0.75
26,full,FT_K3,raw_restored,0.2,0.4236111111111111,216,144,1
26,full,FT_K3,regex_cached,0.05,0.3680555555555556,54,144,0.375
26,full,FT_K3,regex_cached,0.1,0.7083333333333334,108,144,0.75
26,full,FT_K3,regex_cached,0.2,1.0,216,144,1
26,full,FT_K3,regex_restored,0.05,0.3680555555555556,54,144,0.375
26,full,FT_K3,regex_restored,0.1,0.7083333333333334,108,144,0.75
26,full,FT_K3,regex_restored,0.2,1.0,216,144,1
26,full,FT_K3,regex_anchor_restored,0.05,0.375,54,144,0.375
26,full,FT_K3,regex_anchor_restored,0.1,0.7222222222222222,108,144,0.75
26,full,FT_K3,regex_anchor_restored,0.2,1.0,216,144,1
26,full,FT_K3,native_token_restored,0.05,0.375,54,144,0.375
26,full,FT_K3,native_token_restored,0.1,0.7013888888888888,108,144,0.75
26,full,FT_K3,native_token_restored,0.2,1.0,216,144,1
27,full,DT_target,raw_cached,0.05,0.31343283582089554,83,67,1
27,full,DT_target,raw_cached,0.1,0.47761194029850745,165,67,1
27,full,DT_target,raw_cached,0.2,0.6716417910447762,330,67,1
27,full,DT_target,raw_restored,0.05,0.31343283582089554,83,67,1
27,full,DT_target,raw_restored,0.1,0.47761194029850745,165,67,1
27,full,DT_target,raw_restored,0.2,0.6716417910447762,330,67,1
27,full,DT_target,regex_cached,0.05,0.6119402985074627,83,67,1
27,full,DT_target,regex_cached,0.1,1.0,165,67,1
27,full,DT_target,regex_cached,0.2,1.0,330,67,1
27,full,DT_target,regex_restored,0.05,0.6119402985074627,83,67,1
27,full,DT_target,regex_restored,0.1,1.0,165,67,1
27,full,DT_target,regex_restored,0.2,1.0,330,67,1
27,full,DT_target,regex_anchor_restored,0.05,0.6716417910447762,83,67,1
27,full,DT_target,regex_anchor_restored,0.1,1.0,165,67,1
27,full,DT_target,regex_anchor_restored,0.2,1.0,330,67,1
27,full,DT_target,native_token_restored,0.05,0.582089552238806,83,67,1
27,full,DT_target,native_token_restored,0.1,1.0,165,67,1
27,full,DT_target,native_token_restored,0.2,1.0,330,67,1
27,full,FT_K1,raw_cached,0.05,0.29850746268656714,83,67,1
27,full,FT_K1,raw_cached,0.1,0.47761194029850745,165,67,1
27,full,FT_K1,raw_cached,0.2,0.6268656716417911,330,67,1
27,full,FT_K1,raw_restored,0.05,0.29850746268656714,83,67,1
27,full,FT_K1,raw_restored,0.1,0.47761194029850745,165,67,1
27,full,FT_K1,raw_restored,0.2,0.6268656716417911,330,67,1
27,full,FT_K1,regex_cached,0.05,0.5522388059701493,83,67,1
27,full,FT_K1,regex_cached,0.1,1.0,165,67,1
27,full,FT_K1,regex_cached,0.2,1.0,330,67,1
27,full,FT_K1,regex_restored,0.05,0.5522388059701493,83,67,1
27,full,FT_K1,regex_restored,0.1,1.0,165,67,1
27,full,FT_K1,regex_restored,0.2,1.0,330,67,1
27,full,FT_K1,regex_anchor_restored,0.05,0.5671641791044776,83,67,1
27,full,FT_K1,regex_anchor_restored,0.1,1.0,165,67,1
27,full,FT_K1,regex_anchor_restored,0.2,1.0,330,67,1
27,full,FT_K1,native_token_restored,0.05,0.6417910447761194,83,67,1
27,full,FT_K1,native_token_restored,0.1,1.0,165,67,1
27,full,FT_K1,native_token_restored,0.2,1.0,330,67,1
27,full,FT_K3,raw_cached,0.05,0.29850746268656714,83,67,1
27,full,FT_K3,raw_cached,0.1,0.47761194029850745,165,67,1
27,full,FT_K3,raw_cached,0.2,0.6268656716417911,330,67,1
27,full,FT_K3,raw_restored,0.05,0.29850746268656714,83,67,1
27,full,FT_K3,raw_restored,0.1,0.47761194029850745,165,67,1
27,full,FT_K3,raw_restored,0.2,0.6268656716417911,330,67,1
27,full,FT_K3,regex_cached,0.05,0.5522388059701493,83,67,1
27,full,FT_K3,regex_cached,0.1,1.0,165,67,1
27,full,FT_K3,regex_cached,0.2,1.0,330,67,1
27,full,FT_K3,regex_restored,0.05,0.5522388059701493,83,67,1
27,full,FT_K3,regex_restored,0.1,1.0,165,67,1
27,full,FT_K3,regex_restored,0.2,1.0,330,67,1
27,full,FT_K3,regex_anchor_restored,0.05,0.5671641791044776,83,67,1
27,full,FT_K3,regex_anchor_restored,0.1,1.0,165,67,1
27,full,FT_K3,regex_anchor_restored,0.2,1.0,330,67,1
27,full,FT_K3,native_token_restored,0.05,0.6417910447761194,83,67,1
27,full,FT_K3,native_token_restored,0.1,1.0,165,67,1
27,full,FT_K3,native_token_restored,0.2,1.0,330,67,1
28,full,DT_target,raw_cached,0.05,0.11564625850340136,49,147,0.3333333333333333
28,full,DT_target,raw_cached,0.1,0.20408163265306123,98,147,0.6666666666666666
28,full,DT_target,raw_cached,0.2,0.38095238095238093,195,147,1
28,full,DT_target,raw_restored,0.05,0.11564625850340136,49,147,0.3333333333333333
28,full,DT_target,raw_restored,0.1,0.20408163265306123,98,147,0.6666666666666666
28,full,DT_target,raw_restored,0.2,0.38095238095238093,195,147,1
28,full,DT_target,regex_cached,0.05,0.1360544217687075,49,147,0.3333333333333333
28,full,DT_target,regex_cached,0.1,0.3945578231292517,98,147,0.6666666666666666
28,full,DT_target,regex_cached,0.2,0.8299319727891157,195,147,1
28,full,DT_target,regex_restored,0.05,0.1360544217687075,49,147,0.3333333333333333
28,full,DT_target,regex_restored,0.1,0.3945578231292517,98,147,0.6666666666666666
28,full,DT_target,regex_restored,0.2,0.8299319727891157,195,147,1
28,full,DT_target,regex_anchor_restored,0.05,0.1360544217687075,49,147,0.3333333333333333
28,full,DT_target,regex_anchor_restored,0.1,0.3945578231292517,98,147,0.6666666666666666
