dataset,index,method,target,rise,endpoint_gap,mas
niah_mq_q4,11,DT_original_restore_query,full_fp64,0.05730960826296405,102.59613609313965,
niah_mq_q4,11,DT_original_restore_query,answer_fp64,0.09174979134324426,1.005090594291687,
niah_mq_q4,11,DT_original_restore_query,answer_content_fp64,0.06781286645167454,1.6694347858428955,
niah_mq_q4,11,DT_original_only_query,full,0.22954545454545458,22.0,
niah_mq_q4,11,DT_original_only_query,answer,0.12,0.625,
niah_mq_q4,11,DT_original_only_query,answer_content,0.0,-0.1875,
niah_mq_q4,11,DT_original_only_query,full_fp64,0.23236680174122487,22.09149742126465,
niah_mq_q4,11,DT_original_only_query,answer_fp64,0.1202537006584318,0.6388722658157349,
niah_mq_q4,11,DT_original_only_query,answer_content_fp64,0.0,-0.19718754291534424,
niah_mq_q4,11,FT_answer_K1,full,0.09446721311475408,244.0,
niah_mq_q4,11,FT_answer_K1,answer,0.025,0.5,
niah_mq_q4,11,FT_answer_K1,answer_content,0.0,-0.4375,
niah_mq_q4,11,FT_answer_K1,full_fp64,0.09368348581397075,242.98353922367096,
niah_mq_q4,11,FT_answer_K1,answer_fp64,0.025,0.5431147813796997,
niah_mq_q4,11,FT_answer_K1,answer_content_fp64,0.0,-0.42769038677215576,
niah_mq_q4,11,FT_answer_K1_restore_query,full,0.05315533980582524,103.0,
niah_mq_q4,11,FT_answer_K1_restore_query,answer,0.084375,1.0,
niah_mq_q4,11,FT_answer_K1_restore_query,answer_content,0.075,1.65625,
niah_mq_q4,11,FT_answer_K1_restore_query,full_fp64,0.05296052849899041,102.59613609313965,
niah_mq_q4,11,FT_answer_K1_restore_query,answer_fp64,0.08191493292087079,1.005090594291687,
niah_mq_q4,11,FT_answer_K1_restore_query,answer_content_fp64,0.075,1.6694347858428955,
niah_mq_q4,11,FT_answer_K1_only_query,full,0.09431818181818181,22.0,
niah_mq_q4,11,FT_answer_K1_only_query,answer,0.025,0.625,
niah_mq_q4,11,FT_answer_K1_only_query,answer_content,0.0,-0.1875,
niah_mq_q4,11,FT_answer_K1_only_query,full_fp64,0.09599806654451484,22.09149742126465,
niah_mq_q4,11,FT_answer_K1_only_query,answer_fp64,0.025,0.6388722658157349,
niah_mq_q4,11,FT_answer_K1_only_query,answer_content_fp64,0.0,-0.19718754291534424,
niah_mq_q4,11,DT_full_content,full,0.13790983606557378,244.0,
niah_mq_q4,11,DT_full_content,answer,0.075,0.5,
niah_mq_q4,11,DT_full_content,answer_content,0.0,-0.4375,
niah_mq_q4,11,DT_full_content,full_fp64,0.13585259843723763,242.98353922367096,
niah_mq_q4,11,DT_full_content,answer_fp64,0.075,0.5431147813796997,
niah_mq_q4,11,DT_full_content,answer_content_fp64,0.0,-0.42769038677215576,
niah_mq_q4,11,DT_full_content_positive,full,0.13790983606557378,244.0,0.19586498586262371
niah_mq_q4,11,DT_full_content_positive,answer,0.075,0.5,
niah_mq_q4,11,DT_full_content_positive,answer_content,0.0,-0.4375,
niah_mq_q4,11,DT_full_content_positive,full_fp64,0.13585259843723763,242.98353922367096,
niah_mq_q4,11,DT_full_content_positive,answer_fp64,0.075,0.5431147813796997,
niah_mq_q4,11,DT_full_content_positive,answer_content_fp64,0.0,-0.42769038677215576,
niah_mq_q4,11,DT_answer_content,full,0.4432377049180329,244.0,
niah_mq_q4,11,DT_answer_content,answer,0.0625,0.5,
niah_mq_q4,11,DT_answer_content,answer_content,0.0,-0.4375,
niah_mq_q4,11,DT_answer_content,full_fp64,0.44129299317140924,242.98353922367096,
niah_mq_q4,11,DT_answer_content,answer_fp64,0.06753341270160056,0.5431147813796997,
niah_mq_q4,11,DT_answer_content,answer_content_fp64,0.0,-0.42769038677215576,
niah_mq_q4,11,DT_answer_content_positive,full,0.40061475409836067,244.0,0.6551985926307207
niah_mq_q4,11,DT_answer_content_positive,answer,0.0625,0.5,
niah_mq_q4,11,DT_answer_content_positive,answer_content,0.0,-0.4375,
niah_mq_q4,11,DT_answer_content_positive,full_fp64,0.3985308036902146,242.98353922367096,
niah_mq_q4,11,DT_answer_content_positive,answer_fp64,0.06753341270160056,0.5431147813796997,
niah_mq_q4,11,DT_answer_content_positive,answer_content_fp64,0.0,-0.42769038677215576,
niah_mq_q4,11,FT_full_K1,full,0.0930327868852459,244.0,
niah_mq_q4,11,FT_full_K1,answer,0.075,0.5,
niah_mq_q4,11,FT_full_K1,answer_content,0.0,-0.4375,
niah_mq_q4,11,FT_full_K1,full_fp64,0.09263746148941195,242.98353922367096,
niah_mq_q4,11,FT_full_K1,answer_fp64,0.075,0.5431147813796997,
niah_mq_q4,11,FT_full_K1,answer_content_fp64,0.0,-0.42769038677215576,
niah_mq_q4,11,DT_fixed_query,full,0.029854368932038834,103.0,
niah_mq_q4,11,DT_fixed_query,answer,0.075,1.0,
niah_mq_q4,11,DT_fixed_query,answer_content,0.0570754716981132,1.65625,
niah_mq_q4,11,DT_fixed_query,full_fp64,0.02989400135876752,102.59613609313965,
niah_mq_q4,11,DT_fixed_query,answer_fp64,0.075,1.005090594291687,
niah_mq_q4,11,DT_fixed_query,answer_content_fp64,0.056725208961803976,1.6694347858428955,
niah_mq_q4,11,DT_old_reference_fixed_query,full,0.041990291262135916,103.0,
niah_mq_q4,11,DT_old_reference_fixed_query,answer,0.0875,1.0,
niah_mq_q4,11,DT_old_reference_fixed_query,answer_content,0.05141509433962264,1.65625,
niah_mq_q4,11,DT_old_reference_fixed_query,full_fp64,0.041596737192299005,102.59613609313965,
niah_mq_q4,11,DT_old_reference_fixed_query,answer_fp64,0.084758844146539,1.005090594291687,
niah_mq_q4,11,DT_old_reference_fixed_query,answer_content_fp64,0.051184970202583016,1.6694347858428955,
niah_mq_q4,11,FT_fixed_query,full,0.030339805825242715,103.0,0.2835008681253848
niah_mq_q4,11,FT_fixed_query,answer,0.0625,1.0,
niah_mq_q4,11,FT_fixed_query,answer_content,0.037264150943396225,1.65625,
niah_mq_q4,11,FT_fixed_query,full_fp64,0.030205736211966695,102.59613609313965,
niah_mq_q4,11,FT_fixed_query,answer_fp64,0.06036559142463135,1.005090594291687,
niah_mq_q4,11,FT_fixed_query,answer_content_fp64,0.03743014077028419,1.6694347858428955,
niah_mq_q4,37,DT_original,full,0.1535416666666667,240.0,
niah_mq_q4,37,DT_original,answer,0.2375,0.5,
niah_mq_q4,37,DT_original,answer_content,0.0,-0.8125,
niah_mq_q4,37,DT_original,full_fp64,0.1522688396114901,239.1354157924652,
niah_mq_q4,37,DT_original,answer_fp64,0.25261934569591427,0.505813717842102,
niah_mq_q4,37,DT_original,answer_content_fp64,0.0,-0.7988923788070679,
niah_mq_q4,37,DT_original_restore_query,full,0.04308510638297872,94.0,
niah_mq_q4,37,DT_original_restore_query,answer,0.075,0.5,
niah_mq_q4,37,DT_original_restore_query,answer_content,0.075,0.4375,
niah_mq_q4,37,DT_original_restore_query,full_fp64,0.04324591108825473,94.09716069698334,
niah_mq_q4,37,DT_original_restore_query,answer_fp64,0.075,0.4547734260559082,
niah_mq_q4,37,DT_original_restore_query,answer_content_fp64,0.075,0.4458169937133789,
niah_mq_q4,37,DT_original_only_query,full,0.2,6.0,
niah_mq_q4,37,DT_original_only_query,answer,,0.0,
niah_mq_q4,37,DT_original_only_query,answer_content,0.0,-3.15625,
niah_mq_q4,37,DT_original_only_query,full_fp64,0.18419497033835203,5.810969233512878,
niah_mq_q4,37,DT_original_only_query,answer_fp64,0.0,-0.009024620056152344,
niah_mq_q4,37,DT_original_only_query,answer_content_fp64,0.0,-3.1656241416931152,
niah_mq_q4,37,FT_answer_K1,full,0.07208333333333332,240.0,
niah_mq_q4,37,FT_answer_K1,answer,0.45,0.5,
niah_mq_q4,37,FT_answer_K1,answer_content,0.0,-0.8125,
niah_mq_q4,37,FT_answer_K1,full_fp64,0.07160865960915068,239.1354157924652,
niah_mq_q4,37,FT_answer_K1,answer_fp64,0.4535016189917072,0.505813717842102,
niah_mq_q4,37,FT_answer_K1,answer_content_fp64,0.0,-0.7988923788070679,
niah_mq_q4,37,FT_answer_K1_restore_query,full,0.03776595744680851,94.0,
niah_mq_q4,37,FT_answer_K1_restore_query,answer,0.2375,0.5,
niah_mq_q4,37,FT_answer_K1_restore_query,answer_content,0.1107142857142857,0.4375,
niah_mq_q4,37,FT_answer_K1_restore_query,full_fp64,0.037853468251578135,94.09716069698334,
niah_mq_q4,37,FT_answer_K1_restore_query,answer_fp64,0.24035261851112844,0.4547734260559082,
niah_mq_q4,37,FT_answer_K1_restore_query,answer_content_fp64,0.12376958134480494,0.4458169937133789,
niah_mq_q4,37,FT_answer_K1_only_query,full,0.125,6.0,
niah_mq_q4,37,FT_answer_K1_only_query,answer,,0.0,
niah_mq_q4,37,FT_answer_K1_only_query,answer_content,0.0,-3.15625,
niah_mq_q4,37,FT_answer_K1_only_query,full_fp64,0.125,5.810969233512878,
niah_mq_q4,37,FT_answer_K1_only_query,answer_fp64,0.0,-0.009024620056152344,
niah_mq_q4,37,FT_answer_K1_only_query,answer_content_fp64,0.0,-3.1656241416931152,
niah_mq_q4,37,DT_full_content,full,0.15791666666666665,240.0,
niah_mq_q4,37,DT_full_content,answer,0.33125,0.5,
niah_mq_q4,37,DT_full_content,answer_content,0.0,-0.8125,
niah_mq_q4,37,DT_full_content,full_fp64,0.15666321021062124,239.1354157924652,
niah_mq_q4,37,DT_full_content,answer_fp64,0.36327365213843843,0.505813717842102,
niah_mq_q4,37,DT_full_content,answer_content_fp64,0.0,-0.7988923788070679,
niah_mq_q4,37,DT_full_content_positive,full,0.15791666666666665,240.0,0.23340289644208054
niah_mq_q4,37,DT_full_content_positive,answer,0.2875,0.5,
niah_mq_q4,37,DT_full_content_positive,answer_content,0.0,-0.8125,
niah_mq_q4,37,DT_full_content_positive,full_fp64,0.15666321021062124,239.1354157924652,
niah_mq_q4,37,DT_full_content_positive,answer_fp64,0.30948544250829524,0.505813717842102,
niah_mq_q4,37,DT_full_content_positive,answer_content_fp64,0.0,-0.7988923788070679,
niah_mq_q4,37,DT_answer_content,full,0.42750000000000005,240.0,
niah_mq_q4,37,DT_answer_content,answer,0.41875,0.5,
niah_mq_q4,37,DT_answer_content,answer_content,0.0,-0.8125,
niah_mq_q4,37,DT_answer_content,full_fp64,0.4255266798679818,239.1354157924652,
niah_mq_q4,37,DT_answer_content,answer_fp64,0.425873388225939,0.505813717842102,
niah_mq_q4,37,DT_answer_content,answer_content_fp64,0.0,-0.7988923788070679,
niah_mq_q4,37,DT_answer_content_positive,full,0.3429166666666667,240.0,0.5779359685698409
niah_mq_q4,37,DT_answer_content_positive,answer,0.41875,0.5,
niah_mq_q4,37,DT_answer_content_positive,answer_content,0.0,-0.8125,
niah_mq_q4,37,DT_answer_content_positive,full_fp64,0.34076712215674276,239.1354157924652,
niah_mq_q4,37,DT_answer_content_positive,answer_fp64,0.425873388225939,0.505813717842102,
niah_mq_q4,37,DT_answer_content_positive,answer_content_fp64,0.0,-0.7988923788070679,
niah_mq_q4,37,FT_full_K1,full,0.08833333333333333,240.0,
niah_mq_q4,37,FT_full_K1,answer,0.43125,0.5,
niah_mq_q4,37,FT_full_K1,answer_content,0.0,-0.8125,
niah_mq_q4,37,FT_full_K1,full_fp64,0.08808930451627295,239.1354157924652,
niah_mq_q4,37,FT_full_K1,answer_fp64,0.4331234402519118,0.505813717842102,
niah_mq_q4,37,FT_full_K1,answer_content_fp64,0.0,-0.7988923788070679,
niah_mq_q4,37,DT_fixed_query,full,0.025,94.0,
niah_mq_q4,37,DT_fixed_query,answer,0.075,0.5,
niah_mq_q4,37,DT_fixed_query,answer_content,0.06071428571428572,0.4375,
niah_mq_q4,37,DT_fixed_query,full_fp64,0.025,94.09716069698334,
niah_mq_q4,37,DT_fixed_query,answer_fp64,0.075,0.4547734260559082,
niah_mq_q4,37,DT_fixed_query,answer_content_fp64,0.06247883567607113,0.4458169937133789,
niah_mq_q4,37,DT_old_reference_fixed_query,full,0.03457446808510638,94.0,
niah_mq_q4,37,DT_old_reference_fixed_query,answer,0.075,0.5,
niah_mq_q4,37,DT_old_reference_fixed_query,answer_content,0.075,0.4375,
niah_mq_q4,37,DT_old_reference_fixed_query,full_fp64,0.034787932626780135,94.09716069698334,
niah_mq_q4,37,DT_old_reference_fixed_query,answer_fp64,0.075,0.4547734260559082,
niah_mq_q4,37,DT_old_reference_fixed_query,answer_content_fp64,0.075,0.4458169937133789,
niah_mq_q4,37,FT_fixed_query,full,0.025,94.0,0.2824514562518934
niah_mq_q4,37,FT_fixed_query,answer,0.15,0.5,
niah_mq_q4,37,FT_fixed_query,answer_content,0.06785714285714287,0.4375,
niah_mq_q4,37,FT_fixed_query,full_fp64,0.025,94.09716069698334,
niah_mq_q4,37,FT_fixed_query,answer_fp64,0.14850376784180833,0.4547734260559082,
niah_mq_q4,37,FT_fixed_query,answer_content_fp64,0.0667564757750715,0.4458169937133789,
niah_mq_q4,63,DT_original,full,0.1315040650406504,246.0,
niah_mq_q4,63,DT_original,answer,0.1891509433962264,3.3125,
niah_mq_q4,63,DT_original,answer_content,0.2567460317460317,1.96875,
niah_mq_q4,63,DT_original,full_fp64,0.1328304266098144,246.4749720096588,
niah_mq_q4,63,DT_original,answer_fp64,0.19760593660198192,3.3302927017211914,
niah_mq_q4,63,DT_original,answer_content_fp64,0.2529004825503208,1.977185606956482,
niah_mq_q4,63,DT_original_restore_query,full,0.03480392156862745,102.0,
niah_mq_q4,63,DT_original_restore_query,answer,0.025,0.4375,
niah_mq_q4,63,DT_original_restore_query,answer_content,0.025,1.4375,
niah_mq_q4,63,DT_original_restore_query,full_fp64,0.035089471130625285,102.25000631809235,
niah_mq_q4,63,DT_original_restore_query,answer_fp64,0.025,0.44455623626708984,
niah_mq_q4,63,DT_original_restore_query,answer_content_fp64,0.025,1.4453538656234741,
niah_mq_q4,63,DT_original_only_query,full,0.22045454545454551,22.0,
niah_mq_q4,63,DT_original_only_query,answer,0.1228813559322034,7.375,
niah_mq_q4,63,DT_original_only_query,answer_content,0.2625,3.125,
niah_mq_q4,63,DT_original_only_query,full_fp64,0.21351104316452432,21.719462156295776,
niah_mq_q4,63,DT_original_only_query,answer_fp64,0.12291616379670942,7.402626395225525,
niah_mq_q4,63,DT_original_only_query,answer_content_fp64,0.26731983753276867,3.165252447128296,
niah_mq_q4,63,FT_answer_K1,full,0.08658536585365857,246.0,
niah_mq_q4,63,FT_answer_K1,answer,0.2231132075471698,3.3125,
niah_mq_q4,63,FT_answer_K1,answer_content,0.2003968253968254,1.96875,
niah_mq_q4,63,FT_answer_K1,full_fp64,0.0878106519592601,246.4749720096588,
niah_mq_q4,63,FT_answer_K1,answer_fp64,0.22558741926338705,3.3302927017211914,
niah_mq_q4,63,FT_answer_K1,answer_content_fp64,0.2010847494262423,1.977185606956482,
niah_mq_q4,63,FT_answer_K1_restore_query,full,0.04215686274509804,102.0,
niah_mq_q4,63,FT_answer_K1_restore_query,answer,0.075,0.4375,
niah_mq_q4,63,FT_answer_K1_restore_query,answer_content,0.075,1.4375,
niah_mq_q4,63,FT_answer_K1_restore_query,full_fp64,0.042328721948331885,102.25000631809235,
niah_mq_q4,63,FT_answer_K1_restore_query,answer_fp64,0.075,0.44455623626708984,
niah_mq_q4,63,FT_answer_K1_restore_query,answer_content_fp64,0.075,1.4453538656234741,
niah_mq_q4,63,FT_answer_K1_only_query,full,0.10795454545454544,22.0,
niah_mq_q4,63,FT_answer_K1_only_query,answer,0.09576271186440677,7.375,
niah_mq_q4,63,FT_answer_K1_only_query,answer_content,0.1075,3.125,
niah_mq_q4,63,FT_answer_K1_only_query,full_fp64,0.10726640051161591,21.719462156295776,
niah_mq_q4,63,FT_answer_K1_only_query,answer_fp64,0.09671118941527831,7.402626395225525,
niah_mq_q4,63,FT_answer_K1_only_query,answer_content_fp64,0.10847102194925577,3.165252447128296,
niah_mq_q4,63,DT_full_content,full,0.12621951219512195,246.0,
niah_mq_q4,63,DT_full_content,answer,0.16933962264150942,3.3125,
niah_mq_q4,63,DT_full_content,answer_content,0.1281746031746032,1.96875,
niah_mq_q4,63,DT_full_content,full_fp64,0.126618901729786,246.4749720096588,
niah_mq_q4,63,DT_full_content,answer_fp64,0.17373661250578096,3.3302927017211914,
niah_mq_q4,63,DT_full_content,answer_content_fp64,0.12420758888533498,1.977185606956482,
niah_mq_q4,63,DT_full_content_positive,full,0.12621951219512195,246.0,0.18097336824440807
niah_mq_q4,63,DT_full_content_positive,answer,0.16933962264150942,3.3125,
niah_mq_q4,63,DT_full_content_positive,answer_content,0.15674603174603174,1.96875,
niah_mq_q4,63,DT_full_content_positive,full_fp64,0.126618901729786,246.4749720096588,
niah_mq_q4,63,DT_full_content_positive,answer_fp64,0.17584087960848377,3.3302927017211914,
niah_mq_q4,63,DT_full_content_positive,answer_content_fp64,0.15038307537727225,1.977185606956482,
niah_mq_q4,63,DT_answer_content,full,0.44227642276422785,246.0,
niah_mq_q4,63,DT_answer_content,answer,0.39764150943396226,3.3125,
niah_mq_q4,63,DT_answer_content,answer_content,0.10357142857142856,1.96875,
niah_mq_q4,63,DT_answer_content,full_fp64,0.4432549645304936,246.4749720096588,
niah_mq_q4,63,DT_answer_content,answer_fp64,0.3941788937920686,3.3302927017211914,
niah_mq_q4,63,DT_answer_content,answer_content_fp64,0.10353803863356895,1.977185606956482,
niah_mq_q4,63,DT_answer_content_positive,full,0.39430894308943093,246.0,0.661500620610336
niah_mq_q4,63,DT_answer_content_positive,answer,0.3957547169811321,3.3125,
niah_mq_q4,63,DT_answer_content_positive,answer_content,0.16071428571428573,1.96875,
niah_mq_q4,63,DT_answer_content_positive,full_fp64,0.3943635558397962,246.4749720096588,
niah_mq_q4,63,DT_answer_content_positive,answer_fp64,0.3937356764550488,3.3302927017211914,
niah_mq_q4,63,DT_answer_content_positive,answer_content_fp64,0.1602208616569501,1.977185606956482,
niah_mq_q4,63,FT_full_K1,full,0.08373983739837398,246.0,
niah_mq_q4,63,FT_full_K1,answer,0.25235849056603776,3.3125,
niah_mq_q4,63,FT_full_K1,answer_content,0.23134920634920633,1.96875,
niah_mq_q4,63,FT_full_K1,full_fp64,0.08405652828105932,246.4749720096588,
niah_mq_q4,63,FT_full_K1,answer_fp64,0.2574798883325483,3.3302927017211914,
niah_mq_q4,63,FT_full_K1,answer_content_fp64,0.22821054381645545,1.977185606956482,
niah_mq_q4,63,DT_fixed_query,full,0.025,102.0,
niah_mq_q4,63,DT_fixed_query,answer,0.03214285714285714,0.4375,
niah_mq_q4,63,DT_fixed_query,answer_content,0.05543478260869565,1.4375,
niah_mq_q4,63,DT_fixed_query,full_fp64,0.025,102.25000631809235,
niah_mq_q4,63,DT_fixed_query,answer_fp64,0.030462272418164925,0.44455623626708984,
niah_mq_q4,63,DT_fixed_query,answer_content_fp64,0.05563858596477367,1.4453538656234741,
niah_mq_q4,63,DT_old_reference_fixed_query,full,0.032352941176470584,102.0,
niah_mq_q4,63,DT_old_reference_fixed_query,answer,0.025,0.4375,
niah_mq_q4,63,DT_old_reference_fixed_query,answer_content,0.025,1.4375,
niah_mq_q4,63,DT_old_reference_fixed_query,full_fp64,0.03274729244795697,102.25000631809235,
niah_mq_q4,63,DT_old_reference_fixed_query,answer_fp64,0.025,0.44455623626708984,
niah_mq_q4,63,DT_old_reference_fixed_query,answer_content_fp64,0.025,1.4453538656234741,
niah_mq_q4,63,FT_fixed_query,full,0.025,102.0,0.26897716289592843
niah_mq_q4,63,FT_fixed_query,answer,0.06785714285714287,0.4375,
niah_mq_q4,63,FT_fixed_query,answer_content,0.04782608695652174,1.4375,
niah_mq_q4,63,FT_fixed_query,full_fp64,0.025,102.25000631809235,
niah_mq_q4,63,FT_fixed_query,answer_fp64,0.0662745011809478,0.44455623626708984,
niah_mq_q4,63,FT_fixed_query,answer_content_fp64,0.04714176625903223,1.4453538656234741,
niah_mq_q4,89,DT_original,full,0.14326241134751772,282.0,
niah_mq_q4,89,DT_original,answer,0.0,-1.125,
niah_mq_q4,89,DT_original,answer_content,0.025,0.921875,
niah_mq_q4,89,DT_original,full_fp64,0.14101079463670804,281.64454460144043,
niah_mq_q4,89,DT_original,answer_fp64,0.0,-1.128533959388733,
niah_mq_q4,89,DT_original,answer_content_fp64,0.025,0.9121177196502686,
niah_mq_q4,89,DT_original_restore_query,full,0.047164948453608246,97.0,
niah_mq_q4,89,DT_original_restore_query,answer,0.975,0.59375,
niah_mq_q4,89,DT_original_restore_query,answer_content,0.5837378640776699,1.609375,
niah_mq_q4,89,DT_original_restore_query,full_fp64,0.04679045129613648,96.86373388767242,
niah_mq_q4,89,DT_original_restore_query,answer_fp64,0.975,0.5957715511322021,
niah_mq_q4,89,DT_original_restore_query,answer_content_fp64,0.5844198207254013,1.6152387857437134,
niah_mq_q4,89,DT_original_only_query,full,0.11648936170212765,47.0,
niah_mq_q4,89,DT_original_only_query,answer,0.0,-0.90625,
niah_mq_q4,89,DT_original_only_query,answer_content,0.05099999999999999,1.171875,
niah_mq_q4,89,DT_original_only_query,full_fp64,0.11408554430801492,46.967047929763794,
niah_mq_q4,89,DT_original_only_query,answer_fp64,0.0,-0.8941295146942139,
niah_mq_q4,89,DT_original_only_query,answer_content_fp64,0.04918045891232485,1.173279881477356,
niah_mq_q4,89,FT_answer_K1,full,0.10939716312056733,282.0,
niah_mq_q4,89,FT_answer_K1,answer,0.0,-1.125,
niah_mq_q4,89,FT_answer_K1,answer_content,0.025,0.921875,
niah_mq_q4,89,FT_answer_K1,full_fp64,0.10762535445610208,281.64454460144043,
niah_mq_q4,89,FT_answer_K1,answer_fp64,0.0,-1.128533959388733,
niah_mq_q4,89,FT_answer_K1,answer_content_fp64,0.025,0.9121177196502686,
niah_mq_q4,89,FT_answer_K1_restore_query,full,0.0595360824742268,97.0,
niah_mq_q4,89,FT_answer_K1_restore_query,answer,0.975,0.59375,
niah_mq_q4,89,FT_answer_K1_restore_query,answer_content,0.6900485436893204,1.609375,
niah_mq_q4,89,FT_answer_K1_restore_query,full_fp64,0.059204227433877876,96.86373388767242,
niah_mq_q4,89,FT_answer_K1_restore_query,answer_fp64,0.975,0.5957715511322021,
niah_mq_q4,89,FT_answer_K1_restore_query,answer_content_fp64,0.6893755777382439,1.6152387857437134,
niah_mq_q4,89,FT_answer_K1_only_query,full,0.0526595744680851,47.0,
niah_mq_q4,89,FT_answer_K1_only_query,answer,0.0,-0.90625,
niah_mq_q4,89,FT_answer_K1_only_query,answer_content,0.053000000000000005,1.171875,
niah_mq_q4,89,FT_answer_K1_only_query,full_fp64,0.05158944410800738,46.967047929763794,
niah_mq_q4,89,FT_answer_K1_only_query,answer_fp64,0.0,-0.8941295146942139,
niah_mq_q4,89,FT_answer_K1_only_query,answer_content_fp64,0.0525868163421029,1.173279881477356,
niah_mq_q4,89,DT_full_content,full,0.13971631205673757,282.0,
niah_mq_q4,89,DT_full_content,answer,0.0,-1.125,
niah_mq_q4,89,DT_full_content,answer_content,0.025,0.921875,
niah_mq_q4,89,DT_full_content,full_fp64,0.13751858022706523,281.64454460144043,
niah_mq_q4,89,DT_full_content,answer_fp64,0.0,-1.128533959388733,
niah_mq_q4,89,DT_full_content,answer_content_fp64,0.025,0.9121177196502686,
niah_mq_q4,89,DT_full_content_positive,full,0.14113475177304963,282.0,0.19877536661327752
niah_mq_q4,89,DT_full_content_positive,answer,0.0,-1.125,
niah_mq_q4,89,DT_full_content_positive,answer_content,0.025,0.921875,
niah_mq_q4,89,DT_full_content_positive,full_fp64,0.13850043076168345,281.64454460144043,
niah_mq_q4,89,DT_full_content_positive,answer_fp64,0.0,-1.128533959388733,
niah_mq_q4,89,DT_full_content_positive,answer_content_fp64,0.025,0.9121177196502686,
niah_mq_q4,89,DT_answer_content,full,0.552304964539007,282.0,
niah_mq_q4,89,DT_answer_content,answer,0.0,-1.125,
niah_mq_q4,89,DT_answer_content,answer_content,0.025,0.921875,
niah_mq_q4,89,DT_answer_content,full_fp64,0.5500676125945824,281.64454460144043,
niah_mq_q4,89,DT_answer_content,answer_fp64,0.0,-1.128533959388733,
niah_mq_q4,89,DT_answer_content,answer_content_fp64,0.025,0.9121177196502686,
niah_mq_q4,89,DT_answer_content_positive,full,0.46897163120567376,282.0,0.7774822550983979
niah_mq_q4,89,DT_answer_content_positive,answer,0.0,-1.125,
niah_mq_q4,89,DT_answer_content_positive,answer_content,0.025,0.921875,
niah_mq_q4,89,DT_answer_content_positive,full_fp64,0.46664793642162083,281.64454460144043,
niah_mq_q4,89,DT_answer_content_positive,answer_fp64,0.0,-1.128533959388733,
niah_mq_q4,89,DT_answer_content_positive,answer_content_fp64,0.025,0.9121177196502686,
niah_mq_q4,89,FT_full_K1,full,0.09361702127659574,282.0,
niah_mq_q4,89,FT_full_K1,answer,0.0,-1.125,
niah_mq_q4,89,FT_full_K1,answer_content,0.07161016949152543,0.921875,
niah_mq_q4,89,FT_full_K1,full_fp64,0.0929873690983423,281.64454460144043,
niah_mq_q4,89,FT_full_K1,answer_fp64,0.0,-1.128533959388733,
niah_mq_q4,89,FT_full_K1,answer_content_fp64,0.06774673726291588,0.9121177196502686,
niah_mq_q4,89,DT_fixed_query,full,0.025,97.0,
niah_mq_q4,89,DT_fixed_query,answer,0.9592105263157894,0.59375,
niah_mq_q4,89,DT_fixed_query,answer_content,0.5910194174757281,1.609375,
niah_mq_q4,89,DT_fixed_query,full_fp64,0.025,96.86373388767242,
niah_mq_q4,89,DT_fixed_query,answer_fp64,0.960394864111328,0.5957715511322021,
niah_mq_q4,89,DT_fixed_query,answer_content_fp64,0.5883241670144628,1.6152387857437134,
niah_mq_q4,89,DT_old_reference_fixed_query,full,0.04097938144329897,97.0,
niah_mq_q4,89,DT_old_reference_fixed_query,answer,0.9644736842105264,0.59375,
niah_mq_q4,89,DT_old_reference_fixed_query,answer_content,0.5686893203883496,1.609375,
niah_mq_q4,89,DT_old_reference_fixed_query,full_fp64,0.04076490813738096,96.86373388767242,
niah_mq_q4,89,DT_old_reference_fixed_query,answer_fp64,0.9657489734265443,0.5957715511322021,
niah_mq_q4,89,DT_old_reference_fixed_query,answer_content_fp64,0.5690912447263223,1.6152387857437134,
niah_mq_q4,89,FT_fixed_query,full,0.03427835051546392,97.0,0.2945217982965144
niah_mq_q4,89,FT_fixed_query,answer,0.975,0.59375,
niah_mq_q4,89,FT_fixed_query,answer_content,0.7172330097087378,1.609375,
niah_mq_q4,89,FT_fixed_query,full_fp64,0.03416573970740845,96.86373388767242,
niah_mq_q4,89,FT_fixed_query,answer_fp64,0.975,0.5957715511322021,
niah_mq_q4,89,FT_fixed_query,answer_content_fp64,0.7170561632608476,1.6152387857437134,
niah_mv_v2,11,DT_original,full,0.15842696629213485,178.0,
niah_mv_v2,11,DT_original,answer,0.06810344827586207,1.8125,
niah_mv_v2,11,DT_original,answer_content,0.090625,2.0,
niah_mv_v2,11,DT_original,full_fp64,0.16166207252283665,178.53406476974487,
niah_mv_v2,11,DT_original,answer_fp64,0.0683697927078799,1.8151555061340332,
niah_mv_v2,11,DT_original,answer_content_fp64,0.09270510264997105,2.0120768547058105,
niah_mv_v2,11,DT_original_restore_query,full,0.06911764705882353,102.0,
niah_mv_v2,11,DT_original_restore_query,answer,,0.0,
niah_mv_v2,11,DT_original_restore_query,answer_content,0.0,-0.078125,
niah_mv_v2,11,DT_original_restore_query,full_fp64,0.0688602899639579,102.11471593379974,
niah_mv_v2,11,DT_original_restore_query,answer_fp64,0.975,0.007754802703857422,
niah_mv_v2,11,DT_original_restore_query,answer_content_fp64,0.0,-0.08645009994506836,
niah_mv_v2,11,DT_original_only_query,full,0.17833333333333337,30.0,
niah_mv_v2,11,DT_original_only_query,answer,0.04318181818181819,0.6875,
niah_mv_v2,11,DT_original_only_query,answer_content,0.075,0.84375,
