model,dataset,index,method,profile,complete_support,budget_fraction,budget_unit,budget_tokens,spent_tokens,selected_sentences,supporting_facts_hit,gold_supporting_facts,pooling,target_mode,input_sha256,source_group,source_sha256
qwen3,hotpotqa_long,39,DT_original,content_P1,1,0.3,all_body_tokens,216,170,3,2,2,positive_sum,full,55860e03ba5c1d2fe949816f0090eb55ec372d3fa9dd09760260b4fe8dc09a3c,source_v2_full_recall,ad35e581315245596bbf796177ee64e61aab2f913ecac23b311222404e2dd300
qwen3,hotpotqa_long,40,DT_original,content_P1,0,0.3,all_body_tokens,422,371,11,3,4,positive_sum,full,8b8844204fdbbe2ff066bda485b9f5d85f5786d3eb85f695ec03cf36a1fbc77e,source_v2_full_recall,02f6aa496c882e8dc3e3658c025e8f285297ad3cd7c8ba339b620a8d22d5abe7
qwen3,hotpotqa_long,41,DT_original,content_P1,1,0.3,all_body_tokens,266,254,9,4,4,positive_sum,full,4d905f80d261d539feb4127bf63a94bc152f09b85b4470515f75f339fd2aad5c,source_v2_full_recall,9f2168eb176708e5f332839c4bb5be39fee46e3f7169351a90777c0aaf494ada
qwen3,hotpotqa_long,42,DT_original,content_P1,1,0.3,all_body_tokens,394,370,7,2,2,positive_sum,full,18e337d932c0fe10be624a3161ec292cd30bd8fb735e49094bded6e95513e44b,source_v2_full_recall,ecc765d1d837b717f618f43b2cdabe2f61f2786889d4064c5f82ed4d11162025
qwen3,hotpotqa_long,43,DT_original,content_P1,1,0.3,all_body_tokens,378,340,9,3,3,positive_sum,full,569ada0572ca691e6c8cff1ae2fba589f7705a164f8a8099e35446d6ce97302a,source_v2_full_recall,abc808a0a30187810457c651f758980e03116110b535c2e59dee08f38bd6d704
qwen3,hotpotqa_long,44,DT_original,content_P1,1,0.3,all_body_tokens,250,245,8,3,3,positive_sum,full,52b633c7cf91c35f0802927301cccb70e02d080e5b8a4eb819d7a23eb2300f22,source_v2_full_recall,769d9a8dab805445376160dd8d8b230443a2061f527e4ff297ac8bcf579a78f8
qwen3,hotpotqa_long,45,DT_original,content_P1,1,0.3,all_body_tokens,551,547,10,2,2,positive_sum,full,fbc542468e24eb293a05c6735e658f95a2b6633394b44a74534b10d3f1d1090b,source_v2_full_recall,b0cb27a7b929f737688bc740c12789822104861788a7477805e065d92f1fbd07
qwen3,hotpotqa_long,46,DT_original,content_P1,1,0.3,all_body_tokens,398,392,9,2,2,positive_sum,full,fd87b887094d88002efc94dfbca08e35fdb72509347fca562ecb6bdba9649408,source_v2_full_recall,1e3f4c7b3446b81596b5ad377680d2ca43a640fa666ec95aea2b540df4ccf27c
qwen3,hotpotqa_long,47,DT_original,content_P1,1,0.3,all_body_tokens,265,244,7,3,3,positive_sum,full,57a10ed31a5f23710adfccd00d7a1ea1392d9b8bd5abae692e2dc57d03f8e295,source_v2_full_recall,f9b3925d6baff14e9c22ac5c6ff8c0df7e4c6b010df5dcac11f2a4ad08a82656
qwen3,hotpotqa_long,0,FT_K3,FT_K3,1,0.3,all_body_tokens,865,854,17,2,2,positive_sum,full,5c7082704d4e93a321fc731fd67da47442fb04fc8f347e2b23813f28cae37c49,symmetric_full_retest,acb55c6ab3ccbd4bc62a963f1903ff7fa062a243905396a29499a6ab7736766a
qwen3,hotpotqa_long,1,FT_K3,FT_K3,1,0.3,all_body_tokens,349,284,9,3,3,positive_sum,full,ee831b70d0620fa6da383ddfc30ac6be445c4c3432af087302b5731e64f259a3,symmetric_full_retest,5eadf381d4b50b84ba8e29bdb4c1d209974fe444fe312ae3728ff430fe0a820d
qwen3,hotpotqa_long,2,FT_K3,FT_K3,0,0.3,all_body_tokens,355,317,8,2,3,positive_sum,full,0bf5f0afce644fca614c061e4222c6ef9a3df5dcd165949b86c2c8c070a441f1,symmetric_full_retest,b48eacac0a32f5d9e371c25cd4b572ec3ad87a60123ca981f162993eb5be0262
qwen3,hotpotqa_long,3,FT_K3,FT_K3,0,0.3,all_body_tokens,284,269,9,1,2,positive_sum,full,5ef5a8b7d5f9f8663f0710d9977bd3f4fb4e77433b27e4ce4f42034819c9d06f,symmetric_full_retest,107c8bd961d2f8386ce47c62026d1c28068142da20c561b70f49c4944a7e6a05
qwen3,hotpotqa_long,4,FT_K3,FT_K3,1,0.3,all_body_tokens,356,328,9,3,3,positive_sum,full,c40c902d0794983fe6fdd350267594a796ca56f9025d59f3cd4cb0c2bd5b7192,symmetric_full_retest,31a43f2ba4eb025ed9b57302af5554ece20d1ae298e0d3006836da68d54f264a
qwen3,hotpotqa_long,5,FT_K3,FT_K3,1,0.3,all_body_tokens,525,488,12,3,3,positive_sum,full,119145def7cf40122190971427e159b55222f88f75367d933850edf949f0b239,symmetric_full_retest,2de4ccb1d26a0f0e5c5e560ea1a0aed3441b702e009b044ac6c918b9aa04b8b7
qwen3,hotpotqa_long,6,FT_K3,FT_K3,1,0.3,all_body_tokens,375,362,9,2,2,positive_sum,full,ecab5af27e55b0a167280f460cb8b8e1fd5d10c12dd239b79fa1f548e61067db,symmetric_full_retest,b0d7170aa575b29556aa5ac5b2ec3f706d09dd748ffadb468fadb9621a22e8fe
qwen3,hotpotqa_long,7,FT_K3,FT_K3,1,0.3,all_body_tokens,310,290,6,2,2,positive_sum,full,75b50ad20cec84944c262de9b75fa536a6d4d6c0ea93edb0aea1fc2480c92315,symmetric_full_retest,ad30c52ee520ae3953a0717066448e00922fac6bc8aab03a8f87edc73c89d799
qwen3,hotpotqa_long,8,FT_K3,FT_K3,0,0.3,all_body_tokens,212,209,8,3,4,positive_sum,full,e3379b9b3929d623474f43a7124091f595fa110c7b34485e879d2a379f681ec7,symmetric_full_retest,34deba407c293e2712175d491ddd33f82a16e54e5af089f8b434d9a86e038ec0
qwen3,hotpotqa_long,9,FT_K3,FT_K3,1,0.3,all_body_tokens,293,271,10,4,4,positive_sum,full,02fe29e4077b4756c9fc784faf459747bd5d17482ab2579435835328c229de8c,symmetric_full_retest,c85da36295e2e93e542b90bca317dfa67dea8c657edf51c4b06739998aed7970
qwen3,hotpotqa_long,10,FT_K3,FT_K3,1,0.3,all_body_tokens,387,368,8,4,4,positive_sum,full,bcb0ffc3da98e02b8456809a8cd349cbbcabe88e14fd251a737a3ef42af69a5e,symmetric_full_retest,01e08d3a5ae4cc5aa85330830995491a7a23fd9019586a7c866687d9a6e563cd
qwen3,hotpotqa_long,11,FT_K3,FT_K3,1,0.3,all_body_tokens,259,233,5,2,2,positive_sum,full,945e5716021f5886cc77f6f677956219f8d3c43cc3520c2bcb8e052b00d31ccb,symmetric_full_retest,3da6d597c7f1a67e31d7fae7acf523f873ec736fc1a2836ac4b9f82b242c6793
qwen3,hotpotqa_long,12,FT_K3,FT_K3,1,0.3,all_body_tokens,571,452,10,2,2,positive_sum,full,6e8b504cb97eaff570d1906a89713ba36449d1082a4c6e1183f352eec41e10fc,symmetric_full_retest,f53709ed2671496f7531f21363e732012ad28377e506051998095c6cdf131ca5
qwen3,hotpotqa_long,13,FT_K3,FT_K3,1,0.3,all_body_tokens,520,482,8,2,2,positive_sum,full,87624a6d65f946be43a2bfec7ab7bad17aa1ddd9eda8cd716d7ffdb3a59cd703,symmetric_full_retest,00589907863a6f40d56924061962f3236f92add5a3e692c0d049de0ba4224811
qwen3,hotpotqa_long,14,FT_K3,FT_K3,1,0.3,all_body_tokens,400,385,9,2,2,positive_sum,full,78c72d6a4c42c09d96cc88d403de3480d2f2ae59151152fdd4e238847425f355,symmetric_full_retest,785edd61be832eb1ae42f95a9e66f0a97cab86c7799c72e74a11f338194d5428
qwen3,hotpotqa_long,15,FT_K3,FT_K3,1,0.3,all_body_tokens,374,345,12,4,4,positive_sum,full,68c910036d86b9d7f594fac1d5aa87892b1c7d587b2e68dc08d9f9d5ffdcb0eb,symmetric_full_retest,5ee923922905bd3e5f89c61ef01fc89dbd06877a46eaf6718dbde0102aacebed
qwen3,hotpotqa_long,16,FT_K3,FT_K3,0,0.3,all_body_tokens,292,292,9,1,2,positive_sum,full,825cfcdeb81643333615dfbce9375075c21a4a6a836c5306f0b6f484eb0590a1,symmetric_full_retest,5da39807328e80eb2f32f9f7ae69dd2e3abee77c530e0f573157b69d88e44da2
qwen3,hotpotqa_long,17,FT_K3,FT_K3,1,0.3,all_body_tokens,280,278,7,2,2,positive_sum,full,4512de494a2abd0f5e92812727aad6a95e932d015cc0dabc029b228c81b56a62,symmetric_full_retest,d28f6a527eaaceaf3b5fef722d5e624b78ba955e8236621d794636708fdd5a09
qwen3,hotpotqa_long,18,FT_K3,FT_K3,1,0.3,all_body_tokens,403,375,8,2,2,positive_sum,full,a0ddb2cfbdb92aa027ca2b4ed5189b4d5e2ba7e2874d049691f7699214b1c6c1,symmetric_full_retest,51454b6fb55f8d207bbf864ce3f370aaefc74a1f857ee6cdeba9f759b1d4d9c3
qwen3,hotpotqa_long,19,FT_K3,FT_K3,1,0.3,all_body_tokens,282,252,5,2,2,positive_sum,full,ee5e0cc6c3329fdb3aae643eec6be2e57e71b7ba1944711b3e005099ec67965e,symmetric_full_retest,3dc94ee5aa46a01c0e96bf3bfa7977789de54e6bb00f5e1aa071f045e0cefd44
qwen3,hotpotqa_long,20,FT_K3,FT_K3,1,0.3,all_body_tokens,343,342,10,2,2,positive_sum,full,814d68821bb4fa0befde40282c156f7e30d41934150a18a644f44243cb8626f8,symmetric_full_retest,45a9e2a8f8a1536298cf04aa53c110b7cde908dd87776ba540026d245725a564
qwen3,hotpotqa_long,21,FT_K3,FT_K3,1,0.3,all_body_tokens,438,438,10,2,2,positive_sum,full,0122bd8f00ec97deab09e94006f707cd17ea65af61abc12cc2791f230613d159,symmetric_full_retest,20a8616c859bbe04abc5b993142f809c8f5fa4dac1453121032d2003d050daf3
qwen3,hotpotqa_long,22,FT_K3,FT_K3,1,0.3,all_body_tokens,960,945,26,2,2,positive_sum,full,152982a618e2afd6d9ca5f5b5684dc7f992f51805705fff1959ddc3c93ddc722,symmetric_full_retest,324dd8df2a17d8cc34a963a272756e847c7af6eaca18b9d1b90a381ffbad1565
qwen3,hotpotqa_long,23,FT_K3,FT_K3,1,0.3,all_body_tokens,402,373,9,3,3,positive_sum,full,160db6bf69d5c4d966b0c27083841c36334f4f4bfc00c92eabeb23df479b6aa4,symmetric_full_retest,54299f9d2e4cb14bdfa691611ca0158a91231e5d49a54df1c9621e7d6bbe6bad
qwen3,hotpotqa_long,24,FT_K3,FT_K3,1,0.3,all_body_tokens,355,351,10,3,3,positive_sum,full,e2ce8f9cf6beedc79e112fbb3f82407af37a139bf56a02519f8510f14bf04f10,symmetric_full_retest,3bdbaebd69b0ad79e57384fb33dc66e84a34e72043b8d73eddc220b3e20d9599
qwen3,hotpotqa_long,25,FT_K3,FT_K3,1,0.3,all_body_tokens,532,512,14,4,4,positive_sum,full,e4e012f3f682d31dc9f21841ca4b4276f69aa1b2de29adce1e789ece7329ed23,symmetric_full_retest,26a887df21c5a2166e9b62efae8735e9c90919884bbd4d596dfa0698d29ab416
qwen3,hotpotqa_long,26,FT_K3,FT_K3,1,0.3,all_body_tokens,318,289,4,2,2,positive_sum,full,2e0ca85919df0d6cafad5851892bbc3d9c93e0731b529e7376c6b4050bb026af,symmetric_full_retest,0ae16a15cfc8e017326140634ab0a3f55566f24d6f8e73c9359df4e932ced3a6
qwen3,hotpotqa_long,27,FT_K3,FT_K3,1,0.3,all_body_tokens,516,491,14,2,2,positive_sum,full,1d5960dd30cbe98ef3f4df3e05e0f1822398fcd20a387266f4a6f0ed61f4c176,symmetric_full_retest,be86db8c9bcbafbdcecac50f047194c0ddb06809863a947cc48036bfb40dfeb7
qwen3,hotpotqa_long,28,FT_K3,FT_K3,0,0.3,all_body_tokens,287,267,5,2,3,positive_sum,full,b234519ffccd66b1b5e2ad621fbc2eb6e382edc9da6909aff7ba1b6d9cc1bc37,symmetric_full_retest,fee945c9b22b192db99a01616f6aeb0796e9bfd040f47036c8cc27905b178d92
qwen3,hotpotqa_long,29,FT_K3,FT_K3,0,0.3,all_body_tokens,269,256,6,2,3,positive_sum,full,12d3bde4e0fef477b5b8fce49cb780e0c93f89732f28740ef30b2c2d6b34fc43,symmetric_full_retest,ec2c6d0f3378d9377421e8a49ea41575b7c5cc95d74f1cc993c525521fd399e7
qwen3,hotpotqa_long,30,FT_K3,FT_K3,1,0.3,all_body_tokens,384,308,9,2,2,positive_sum,full,f858f94965df80eba503f062686f51cbac22fc8e8bcea3594719f16f1fb6cbbb,symmetric_full_retest,139b51be9e220f5bcd7935b241a6120b03ca8313a34ea526cb0a4e112ce31ad0
qwen3,hotpotqa_long,31,FT_K3,FT_K3,1,0.3,all_body_tokens,539,532,12,2,2,positive_sum,full,8c688b99546286876a5a929a243a9a5d950fcfa99428a826728211dc4eedd770,symmetric_full_retest,e69027a0e80b14331523d95395787094572e81bb0e13e61db8322520b008b31b
qwen3,hotpotqa_long,32,FT_K3,FT_K3,1,0.3,all_body_tokens,358,340,7,3,3,positive_sum,full,76ffafbf0f199021b5b3af908891e9dde71b6a395a84267b760e14adddeecafe,symmetric_full_retest,8e434abf08866eaa11c7b995ba8c555f0afe9e37e64142aa09011e0650a117af
qwen3,hotpotqa_long,33,FT_K3,FT_K3,0,0.3,all_body_tokens,329,325,6,2,3,positive_sum,full,e6f593041274d1f4154e4591f5b9eb42a7bebe8174eae514b91d2bedb4f4a0e8,symmetric_full_retest,2f1405513e62fc465872d05c25a0f522f83693eb657e38a94189fd2ade0f3ef4
qwen3,hotpotqa_long,34,FT_K3,FT_K3,1,0.3,all_body_tokens,311,298,9,2,2,positive_sum,full,340be160ce2cd4d8286e37b9443566e8b18b13f4e32aba2b52686e0e470288c3,symmetric_full_retest,8b26a3140c59f435adeb7e859fa3793530f5647c1550bf6b0c89a0f15d2b2341
qwen3,hotpotqa_long,35,FT_K3,FT_K3,1,0.3,all_body_tokens,363,315,10,3,3,positive_sum,full,f1fb5057c13357e03ef2375b6d9b6f009d981ff4da28ca64a04f43bf48d39015,symmetric_full_retest,f20f0edcd4482ef4ca7e2f739b3ba75489c109c9e38e8e1df679b50c9fefbd3a
qwen3,hotpotqa_long,36,FT_K3,FT_K3,1,0.3,all_body_tokens,464,455,14,2,2,positive_sum,full,86cfe7c38ec1278df15d09960429b3658e0d499a4d7b282af52f2a4ab83b678f,symmetric_full_retest,5029b2d595c2162e64681434ab53268e04b1a488c682393a6a57544ce97fd182
qwen3,hotpotqa_long,37,FT_K3,FT_K3,1,0.3,all_body_tokens,355,327,8,2,2,positive_sum,full,1b6ba36ac201f44ee981735184f12476de54ea643c31415fab289b4409988237,symmetric_full_retest,c5f1c34650838fbc22494e206dd5e0667e57cdc71a891590176b42bf6ca12206
qwen3,hotpotqa_long,38,FT_K3,FT_K3,1,0.3,all_body_tokens,391,350,9,2,2,positive_sum,full,b60166fabe4615da88ad723e73938b60f3e3586f06bf7c17349a5c02a1379fb0,symmetric_full_retest,8dfc722d3f290c28a0ad051bcd3fbf448c05753f865c4ba41632a7dd50e83be3
qwen3,hotpotqa_long,39,FT_K3,FT_K3,0,0.3,all_body_tokens,216,144,3,1,2,positive_sum,full,55860e03ba5c1d2fe949816f0090eb55ec372d3fa9dd09760260b4fe8dc09a3c,symmetric_full_retest,c3f21e0680f9eb93201e19c069d5f9c2784a617e05109bce0a32e2ae15bc8b04
qwen3,hotpotqa_long,40,FT_K3,FT_K3,0,0.3,all_body_tokens,422,393,12,3,4,positive_sum,full,8b8844204fdbbe2ff066bda485b9f5d85f5786d3eb85f695ec03cf36a1fbc77e,symmetric_full_retest,fdeb25ff10a62897b716234d31205296857bb8d7108b1580d3f1a23c3ae144ca
qwen3,hotpotqa_long,41,FT_K3,FT_K3,0,0.3,all_body_tokens,266,237,8,3,4,positive_sum,full,4d905f80d261d539feb4127bf63a94bc152f09b85b4470515f75f339fd2aad5c,symmetric_full_retest,d734195cbc99e9cce15cde2429dddbdcd65f32599b4c31e93df9271c5c44d266
qwen3,hotpotqa_long,42,FT_K3,FT_K3,1,0.3,all_body_tokens,394,316,7,2,2,positive_sum,full,18e337d932c0fe10be624a3161ec292cd30bd8fb735e49094bded6e95513e44b,symmetric_full_retest,43c37906625d8f2e137d5b8e0bc0a7e436226f45391f5f14ffa48a939ab1e109
qwen3,hotpotqa_long,43,FT_K3,FT_K3,1,0.3,all_body_tokens,378,339,8,3,3,positive_sum,full,569ada0572ca691e6c8cff1ae2fba589f7705a164f8a8099e35446d6ce97302a,symmetric_full_retest,b7e532799d7f174eef89ae66b9be2a75ea43d7caf6b74037779a988511ba0dd0
qwen3,hotpotqa_long,44,FT_K3,FT_K3,1,0.3,all_body_tokens,250,223,8,3,3,positive_sum,full,52b633c7cf91c35f0802927301cccb70e02d080e5b8a4eb819d7a23eb2300f22,symmetric_full_retest,fa4a867c508fd5306a23c454707d93c27c41c1f5580671ef25a4272a8f86731e
qwen3,hotpotqa_long,45,FT_K3,FT_K3,1,0.3,all_body_tokens,551,515,9,2,2,positive_sum,full,fbc542468e24eb293a05c6735e658f95a2b6633394b44a74534b10d3f1d1090b,symmetric_full_retest,7e0829f65204a8aaa711cdbcbffa2797a0710af2c9096e16d6378a3a92695935
qwen3,hotpotqa_long,46,FT_K3,FT_K3,0,0.3,all_body_tokens,398,381,8,1,2,positive_sum,full,fd87b887094d88002efc94dfbca08e35fdb72509347fca562ecb6bdba9649408,symmetric_full_retest,2cef7c568f8da743bd65b78c57f8fb9c548396951a637294ae9474178fcb6676
qwen3,hotpotqa_long,47,FT_K3,FT_K3,0,0.3,all_body_tokens,265,246,7,2,3,positive_sum,full,57a10ed31a5f23710adfccd00d7a1ea1392d9b8bd5abae692e2dc57d03f8e295,symmetric_full_retest,c8e413078088225bf08f0b0e3384e22e159d701bbd07419971d166173a219299
qwen3,hotpotqa_long,0,FT_K1,FT_K1,1,0.3,all_body_tokens,865,854,17,2,2,positive_sum,full,5c7082704d4e93a321fc731fd67da47442fb04fc8f347e2b23813f28cae37c49,symmetric_full_retest,acb55c6ab3ccbd4bc62a963f1903ff7fa062a243905396a29499a6ab7736766a
qwen3,hotpotqa_long,1,FT_K1,FT_K1,1,0.3,all_body_tokens,349,284,9,3,3,positive_sum,full,ee831b70d0620fa6da383ddfc30ac6be445c4c3432af087302b5731e64f259a3,symmetric_full_retest,5eadf381d4b50b84ba8e29bdb4c1d209974fe444fe312ae3728ff430fe0a820d
qwen3,hotpotqa_long,2,FT_K1,FT_K1,0,0.3,all_body_tokens,355,317,8,2,3,positive_sum,full,0bf5f0afce644fca614c061e4222c6ef9a3df5dcd165949b86c2c8c070a441f1,symmetric_full_retest,b48eacac0a32f5d9e371c25cd4b572ec3ad87a60123ca981f162993eb5be0262
qwen3,hotpotqa_long,3,FT_K1,FT_K1,0,0.3,all_body_tokens,284,269,9,1,2,positive_sum,full,5ef5a8b7d5f9f8663f0710d9977bd3f4fb4e77433b27e4ce4f42034819c9d06f,symmetric_full_retest,107c8bd961d2f8386ce47c62026d1c28068142da20c561b70f49c4944a7e6a05
qwen3,hotpotqa_long,4,FT_K1,FT_K1,1,0.3,all_body_tokens,356,340,9,3,3,positive_sum,full,c40c902d0794983fe6fdd350267594a796ca56f9025d59f3cd4cb0c2bd5b7192,symmetric_full_retest,31a43f2ba4eb025ed9b57302af5554ece20d1ae298e0d3006836da68d54f264a
qwen3,hotpotqa_long,5,FT_K1,FT_K1,1,0.3,all_body_tokens,525,488,12,3,3,positive_sum,full,119145def7cf40122190971427e159b55222f88f75367d933850edf949f0b239,symmetric_full_retest,2de4ccb1d26a0f0e5c5e560ea1a0aed3441b702e009b044ac6c918b9aa04b8b7
qwen3,hotpotqa_long,6,FT_K1,FT_K1,1,0.3,all_body_tokens,375,362,9,2,2,positive_sum,full,ecab5af27e55b0a167280f460cb8b8e1fd5d10c12dd239b79fa1f548e61067db,symmetric_full_retest,b0d7170aa575b29556aa5ac5b2ec3f706d09dd748ffadb468fadb9621a22e8fe
qwen3,hotpotqa_long,7,FT_K1,FT_K1,1,0.3,all_body_tokens,310,290,6,2,2,positive_sum,full,75b50ad20cec84944c262de9b75fa536a6d4d6c0ea93edb0aea1fc2480c92315,symmetric_full_retest,ad30c52ee520ae3953a0717066448e00922fac6bc8aab03a8f87edc73c89d799
qwen3,hotpotqa_long,8,FT_K1,FT_K1,0,0.3,all_body_tokens,212,209,8,3,4,positive_sum,full,e3379b9b3929d623474f43a7124091f595fa110c7b34485e879d2a379f681ec7,symmetric_full_retest,34deba407c293e2712175d491ddd33f82a16e54e5af089f8b434d9a86e038ec0
qwen3,hotpotqa_long,9,FT_K1,FT_K1,1,0.3,all_body_tokens,293,271,10,4,4,positive_sum,full,02fe29e4077b4756c9fc784faf459747bd5d17482ab2579435835328c229de8c,symmetric_full_retest,c85da36295e2e93e542b90bca317dfa67dea8c657edf51c4b06739998aed7970
qwen3,hotpotqa_long,10,FT_K1,FT_K1,1,0.3,all_body_tokens,387,368,8,4,4,positive_sum,full,bcb0ffc3da98e02b8456809a8cd349cbbcabe88e14fd251a737a3ef42af69a5e,symmetric_full_retest,01e08d3a5ae4cc5aa85330830995491a7a23fd9019586a7c866687d9a6e563cd
qwen3,hotpotqa_long,11,FT_K1,FT_K1,1,0.3,all_body_tokens,259,233,5,2,2,positive_sum,full,945e5716021f5886cc77f6f677956219f8d3c43cc3520c2bcb8e052b00d31ccb,symmetric_full_retest,3da6d597c7f1a67e31d7fae7acf523f873ec736fc1a2836ac4b9f82b242c6793
qwen3,hotpotqa_long,12,FT_K1,FT_K1,1,0.3,all_body_tokens,571,465,11,2,2,positive_sum,full,6e8b504cb97eaff570d1906a89713ba36449d1082a4c6e1183f352eec41e10fc,symmetric_full_retest,f53709ed2671496f7531f21363e732012ad28377e506051998095c6cdf131ca5
qwen3,hotpotqa_long,13,FT_K1,FT_K1,1,0.3,all_body_tokens,520,482,8,2,2,positive_sum,full,87624a6d65f946be43a2bfec7ab7bad17aa1ddd9eda8cd716d7ffdb3a59cd703,symmetric_full_retest,00589907863a6f40d56924061962f3236f92add5a3e692c0d049de0ba4224811
qwen3,hotpotqa_long,14,FT_K1,FT_K1,1,0.3,all_body_tokens,400,385,9,2,2,positive_sum,full,78c72d6a4c42c09d96cc88d403de3480d2f2ae59151152fdd4e238847425f355,symmetric_full_retest,785edd61be832eb1ae42f95a9e66f0a97cab86c7799c72e74a11f338194d5428
qwen3,hotpotqa_long,15,FT_K1,FT_K1,1,0.3,all_body_tokens,374,345,12,4,4,positive_sum,full,68c910036d86b9d7f594fac1d5aa87892b1c7d587b2e68dc08d9f9d5ffdcb0eb,symmetric_full_retest,5ee923922905bd3e5f89c61ef01fc89dbd06877a46eaf6718dbde0102aacebed
qwen3,hotpotqa_long,16,FT_K1,FT_K1,0,0.3,all_body_tokens,292,292,9,1,2,positive_sum,full,825cfcdeb81643333615dfbce9375075c21a4a6a836c5306f0b6f484eb0590a1,symmetric_full_retest,5da39807328e80eb2f32f9f7ae69dd2e3abee77c530e0f573157b69d88e44da2
qwen3,hotpotqa_long,17,FT_K1,FT_K1,1,0.3,all_body_tokens,280,278,7,2,2,positive_sum,full,4512de494a2abd0f5e92812727aad6a95e932d015cc0dabc029b228c81b56a62,symmetric_full_retest,d28f6a527eaaceaf3b5fef722d5e624b78ba955e8236621d794636708fdd5a09
qwen3,hotpotqa_long,18,FT_K1,FT_K1,1,0.3,all_body_tokens,403,375,8,2,2,positive_sum,full,a0ddb2cfbdb92aa027ca2b4ed5189b4d5e2ba7e2874d049691f7699214b1c6c1,symmetric_full_retest,51454b6fb55f8d207bbf864ce3f370aaefc74a1f857ee6cdeba9f759b1d4d9c3
qwen3,hotpotqa_long,19,FT_K1,FT_K1,1,0.3,all_body_tokens,282,252,5,2,2,positive_sum,full,ee5e0cc6c3329fdb3aae643eec6be2e57e71b7ba1944711b3e005099ec67965e,symmetric_full_retest,3dc94ee5aa46a01c0e96bf3bfa7977789de54e6bb00f5e1aa071f045e0cefd44
qwen3,hotpotqa_long,20,FT_K1,FT_K1,1,0.3,all_body_tokens,343,342,10,2,2,positive_sum,full,814d68821bb4fa0befde40282c156f7e30d41934150a18a644f44243cb8626f8,symmetric_full_retest,45a9e2a8f8a1536298cf04aa53c110b7cde908dd87776ba540026d245725a564
qwen3,hotpotqa_long,21,FT_K1,FT_K1,1,0.3,all_body_tokens,438,438,10,2,2,positive_sum,full,0122bd8f00ec97deab09e94006f707cd17ea65af61abc12cc2791f230613d159,symmetric_full_retest,20a8616c859bbe04abc5b993142f809c8f5fa4dac1453121032d2003d050daf3
qwen3,hotpotqa_long,22,FT_K1,FT_K1,1,0.3,all_body_tokens,960,945,26,2,2,positive_sum,full,152982a618e2afd6d9ca5f5b5684dc7f992f51805705fff1959ddc3c93ddc722,symmetric_full_retest,324dd8df2a17d8cc34a963a272756e847c7af6eaca18b9d1b90a381ffbad1565
qwen3,hotpotqa_long,23,FT_K1,FT_K1,1,0.3,all_body_tokens,402,373,9,3,3,positive_sum,full,160db6bf69d5c4d966b0c27083841c36334f4f4bfc00c92eabeb23df479b6aa4,symmetric_full_retest,54299f9d2e4cb14bdfa691611ca0158a91231e5d49a54df1c9621e7d6bbe6bad
qwen3,hotpotqa_long,24,FT_K1,FT_K1,1,0.3,all_body_tokens,355,351,10,3,3,positive_sum,full,e2ce8f9cf6beedc79e112fbb3f82407af37a139bf56a02519f8510f14bf04f10,symmetric_full_retest,3bdbaebd69b0ad79e57384fb33dc66e84a34e72043b8d73eddc220b3e20d9599
qwen3,hotpotqa_long,25,FT_K1,FT_K1,1,0.3,all_body_tokens,532,531,14,4,4,positive_sum,full,e4e012f3f682d31dc9f21841ca4b4276f69aa1b2de29adce1e789ece7329ed23,symmetric_full_retest,26a887df21c5a2166e9b62efae8735e9c90919884bbd4d596dfa0698d29ab416
qwen3,hotpotqa_long,26,FT_K1,FT_K1,1,0.3,all_body_tokens,318,289,4,2,2,positive_sum,full,2e0ca85919df0d6cafad5851892bbc3d9c93e0731b529e7376c6b4050bb026af,symmetric_full_retest,0ae16a15cfc8e017326140634ab0a3f55566f24d6f8e73c9359df4e932ced3a6
qwen3,hotpotqa_long,27,FT_K1,FT_K1,1,0.3,all_body_tokens,516,504,14,2,2,positive_sum,full,1d5960dd30cbe98ef3f4df3e05e0f1822398fcd20a387266f4a6f0ed61f4c176,symmetric_full_retest,be86db8c9bcbafbdcecac50f047194c0ddb06809863a947cc48036bfb40dfeb7
qwen3,hotpotqa_long,28,FT_K1,FT_K1,0,0.3,all_body_tokens,287,267,5,2,3,positive_sum,full,b234519ffccd66b1b5e2ad621fbc2eb6e382edc9da6909aff7ba1b6d9cc1bc37,symmetric_full_retest,fee945c9b22b192db99a01616f6aeb0796e9bfd040f47036c8cc27905b178d92
qwen3,hotpotqa_long,29,FT_K1,FT_K1,0,0.3,all_body_tokens,269,256,6,2,3,positive_sum,full,12d3bde4e0fef477b5b8fce49cb780e0c93f89732f28740ef30b2c2d6b34fc43,symmetric_full_retest,ec2c6d0f3378d9377421e8a49ea41575b7c5cc95d74f1cc993c525521fd399e7
qwen3,hotpotqa_long,30,FT_K1,FT_K1,1,0.3,all_body_tokens,384,308,9,2,2,positive_sum,full,f858f94965df80eba503f062686f51cbac22fc8e8bcea3594719f16f1fb6cbbb,symmetric_full_retest,139b51be9e220f5bcd7935b241a6120b03ca8313a34ea526cb0a4e112ce31ad0
qwen3,hotpotqa_long,31,FT_K1,FT_K1,1,0.3,all_body_tokens,539,532,12,2,2,positive_sum,full,8c688b99546286876a5a929a243a9a5d950fcfa99428a826728211dc4eedd770,symmetric_full_retest,e69027a0e80b14331523d95395787094572e81bb0e13e61db8322520b008b31b
