dataset,index,method,recall,recall_metric,recall_fraction,recall_budget_unit,recall_target_mode,recall_input_sha256,recovery_attribution_seconds
vt_h2_c3,92,ifr-tokenwise,0.75,token_recall,0.1,eligible_body_tokens,answer_only,81640a1e75073eef3f93012a66b0a0ed83cdcd35eda9b918ee7854f16977bae4,4.497966438531876
vt_h2_c3,92,FT_K3,0.6785714285714286,token_recall,0.1,eligible_body_tokens,answer_only,81640a1e75073eef3f93012a66b0a0ed83cdcd35eda9b918ee7854f16977bae4,1.1699997894465923
vt_h2_c3,93,DT,0.8620689655172413,token_recall,0.1,eligible_body_tokens,answer_only,41ba494feace14308dff4ac04b30d23663679e94af28dffbdd132929d730df98,1.2194699458777905
vt_h2_c3,93,FT_K1,0.6206896551724138,token_recall,0.1,eligible_body_tokens,answer_only,41ba494feace14308dff4ac04b30d23663679e94af28dffbdd132929d730df98,0.7254841960966587
vt_h2_c3,93,ifr-tokenwise,0.7586206896551724,token_recall,0.1,eligible_body_tokens,answer_only,41ba494feace14308dff4ac04b30d23663679e94af28dffbdd132929d730df98,4.516434941440821
vt_h2_c3,93,FT_K3,0.6206896551724138,token_recall,0.1,eligible_body_tokens,answer_only,41ba494feace14308dff4ac04b30d23663679e94af28dffbdd132929d730df98,1.0682949237525463
vt_h2_c3,94,DT,0.8,token_recall,0.1,eligible_body_tokens,answer_only,eae908b469060bc1f4f42b6f1cf8a55a66a12d69028d770d09bfe90a0b3435e6,1.2194635421037674
vt_h2_c3,94,FT_K1,0.7333333333333333,token_recall,0.1,eligible_body_tokens,answer_only,eae908b469060bc1f4f42b6f1cf8a55a66a12d69028d770d09bfe90a0b3435e6,0.6248104237020016
vt_h2_c3,94,ifr-tokenwise,0.8,token_recall,0.1,eligible_body_tokens,answer_only,eae908b469060bc1f4f42b6f1cf8a55a66a12d69028d770d09bfe90a0b3435e6,4.4281986355781555
vt_h2_c3,94,FT_K3,0.7333333333333333,token_recall,0.1,eligible_body_tokens,answer_only,eae908b469060bc1f4f42b6f1cf8a55a66a12d69028d770d09bfe90a0b3435e6,0.9753285832703114
vt_h2_c3,95,DT,0.7419354838709677,token_recall,0.1,eligible_body_tokens,answer_only,6efea30c4528c21b6ce7db420e64c8b47b940b55c714a97151a9c81cb0ed15f0,1.2472846657037735
vt_h2_c3,95,FT_K1,0.6774193548387096,token_recall,0.1,eligible_body_tokens,answer_only,6efea30c4528c21b6ce7db420e64c8b47b940b55c714a97151a9c81cb0ed15f0,0.8387436047196388
vt_h2_c3,95,ifr-tokenwise,0.7419354838709677,token_recall,0.1,eligible_body_tokens,answer_only,6efea30c4528c21b6ce7db420e64c8b47b940b55c714a97151a9c81cb0ed15f0,4.76308061555028
vt_h2_c3,95,FT_K3,0.6774193548387096,token_recall,0.1,eligible_body_tokens,answer_only,6efea30c4528c21b6ce7db420e64c8b47b940b55c714a97151a9c81cb0ed15f0,20.409109983593225
vt_h2_c3,96,DT,0.8333333333333334,token_recall,0.1,eligible_body_tokens,answer_only,3851f38915a2519e4d4d579db397bea8d89c5c41bad9dab4a986895c82f40f73,1.2202174067497253
vt_h2_c3,96,FT_K1,0.6,token_recall,0.1,eligible_body_tokens,answer_only,3851f38915a2519e4d4d579db397bea8d89c5c41bad9dab4a986895c82f40f73,0.8177098631858826
vt_h2_c3,96,ifr-tokenwise,0.7666666666666667,token_recall,0.1,eligible_body_tokens,answer_only,3851f38915a2519e4d4d579db397bea8d89c5c41bad9dab4a986895c82f40f73,4.616733726114035
vt_h2_c3,96,FT_K3,0.6,token_recall,0.1,eligible_body_tokens,answer_only,3851f38915a2519e4d4d579db397bea8d89c5c41bad9dab4a986895c82f40f73,1.1670383661985397
vt_h2_c3,97,DT,0.8148148148148148,token_recall,0.1,eligible_body_tokens,answer_only,f46dc32e2f00463c53745c6dd22d8b2dceed00f1e7be4dfd0d2c15781b1498a2,1.212721984833479
vt_h2_c3,97,FT_K1,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,f46dc32e2f00463c53745c6dd22d8b2dceed00f1e7be4dfd0d2c15781b1498a2,0.8153299428522587
vt_h2_c3,97,ifr-tokenwise,0.7777777777777778,token_recall,0.1,eligible_body_tokens,answer_only,f46dc32e2f00463c53745c6dd22d8b2dceed00f1e7be4dfd0d2c15781b1498a2,4.432567555457354
vt_h2_c3,97,FT_K3,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,f46dc32e2f00463c53745c6dd22d8b2dceed00f1e7be4dfd0d2c15781b1498a2,1.169875904917717
vt_h2_c3,98,DT,0.8620689655172413,token_recall,0.1,eligible_body_tokens,answer_only,18b5f2301606097f32dcec6ef0c264b36b24cd89c65b3b1c2cb368bc1d4478a1,1.2228417173027992
vt_h2_c3,98,FT_K1,0.7586206896551724,token_recall,0.1,eligible_body_tokens,answer_only,18b5f2301606097f32dcec6ef0c264b36b24cd89c65b3b1c2cb368bc1d4478a1,0.6480553522706032
vt_h2_c3,98,ifr-tokenwise,0.8620689655172413,token_recall,0.1,eligible_body_tokens,answer_only,18b5f2301606097f32dcec6ef0c264b36b24cd89c65b3b1c2cb368bc1d4478a1,4.354697324335575
vt_h2_c3,98,FT_K3,0.7586206896551724,token_recall,0.1,eligible_body_tokens,answer_only,18b5f2301606097f32dcec6ef0c264b36b24cd89c65b3b1c2cb368bc1d4478a1,1.0029291920363903
vt_h2_c3,99,DT,0.8214285714285714,token_recall,0.1,eligible_body_tokens,answer_only,abe891461895f18bab3e129b0be0ff02497ff1f14402f972b212683fd539fa38,1.2291686236858368
vt_h2_c3,99,FT_K1,0.6428571428571429,token_recall,0.1,eligible_body_tokens,answer_only,abe891461895f18bab3e129b0be0ff02497ff1f14402f972b212683fd539fa38,0.864450927823782
vt_h2_c3,99,ifr-tokenwise,0.75,token_recall,0.1,eligible_body_tokens,answer_only,abe891461895f18bab3e129b0be0ff02497ff1f14402f972b212683fd539fa38,4.811315570026636
vt_h2_c3,99,FT_K3,0.6428571428571429,token_recall,0.1,eligible_body_tokens,answer_only,abe891461895f18bab3e129b0be0ff02497ff1f14402f972b212683fd539fa38,1.2434746101498604
vt_h4_c1,0,DT,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,e566fd4194b602953ab3525dc1ee22e0374de1024112daa3365cf4d61fffe60a,1.273643597960472
vt_h4_c1,0,FT_K1,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,e566fd4194b602953ab3525dc1ee22e0374de1024112daa3365cf4d61fffe60a,0.8896684907376766
vt_h4_c1,0,ifr-tokenwise,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,e566fd4194b602953ab3525dc1ee22e0374de1024112daa3365cf4d61fffe60a,5.459447454661131
vt_h4_c1,0,FT_K3,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,e566fd4194b602953ab3525dc1ee22e0374de1024112daa3365cf4d61fffe60a,20.324868135154247
vt_h4_c1,1,DT,0.7083333333333334,token_recall,0.1,eligible_body_tokens,answer_only,7f4a80153580b6ede9fd0251ab44e6050d606f3d2ecf6a30dd1b4155d1652613,1.306274689733982
vt_h4_c1,1,FT_K1,0.7083333333333334,token_recall,0.1,eligible_body_tokens,answer_only,7f4a80153580b6ede9fd0251ab44e6050d606f3d2ecf6a30dd1b4155d1652613,0.8640200085937977
vt_h4_c1,1,ifr-tokenwise,0.7083333333333334,token_recall,0.1,eligible_body_tokens,answer_only,7f4a80153580b6ede9fd0251ab44e6050d606f3d2ecf6a30dd1b4155d1652613,5.259081345051527
vt_h4_c1,1,FT_K3,0.7083333333333334,token_recall,0.1,eligible_body_tokens,answer_only,7f4a80153580b6ede9fd0251ab44e6050d606f3d2ecf6a30dd1b4155d1652613,1.2465189211070538
vt_h4_c1,2,DT,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,5617521a27e2df77e18bb3295293caeb55e06fd8329d138a5f20f6b699c0f9b5,1.2538849599659443
vt_h4_c1,2,FT_K1,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,5617521a27e2df77e18bb3295293caeb55e06fd8329d138a5f20f6b699c0f9b5,0.875629473477602
vt_h4_c1,2,ifr-tokenwise,0.7391304347826086,token_recall,0.1,eligible_body_tokens,answer_only,5617521a27e2df77e18bb3295293caeb55e06fd8329d138a5f20f6b699c0f9b5,5.154841892421246
vt_h4_c1,2,FT_K3,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,5617521a27e2df77e18bb3295293caeb55e06fd8329d138a5f20f6b699c0f9b5,1.245171096175909
vt_h4_c1,3,DT,0.6888888888888889,token_recall,0.1,eligible_body_tokens,answer_only,c1f1deaea55f150148df6defdf7acbe646bb016e362e9b50d5553c16c938716f,1.2511030733585358
vt_h4_c1,3,FT_K1,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,c1f1deaea55f150148df6defdf7acbe646bb016e362e9b50d5553c16c938716f,0.8529331162571907
vt_h4_c1,3,ifr-tokenwise,0.7111111111111111,token_recall,0.1,eligible_body_tokens,answer_only,c1f1deaea55f150148df6defdf7acbe646bb016e362e9b50d5553c16c938716f,5.033936902880669
vt_h4_c1,3,FT_K3,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,c1f1deaea55f150148df6defdf7acbe646bb016e362e9b50d5553c16c938716f,1.2134134881198406
vt_h4_c1,4,DT,0.6538461538461539,token_recall,0.1,eligible_body_tokens,answer_only,9144f01eac7bb6bb431c13485de5e92e82f8f2411ceb6573036d14d88fdb5d0b,1.260303970426321
vt_h4_c1,4,FT_K1,0.6538461538461539,token_recall,0.1,eligible_body_tokens,answer_only,9144f01eac7bb6bb431c13485de5e92e82f8f2411ceb6573036d14d88fdb5d0b,0.6935278102755547
vt_h4_c1,4,ifr-tokenwise,0.6538461538461539,token_recall,0.1,eligible_body_tokens,answer_only,9144f01eac7bb6bb431c13485de5e92e82f8f2411ceb6573036d14d88fdb5d0b,5.301940016448498
vt_h4_c1,4,FT_K3,0.6346153846153846,token_recall,0.1,eligible_body_tokens,answer_only,9144f01eac7bb6bb431c13485de5e92e82f8f2411ceb6573036d14d88fdb5d0b,3.882697496563196
vt_h4_c1,5,DT,0.6818181818181818,token_recall,0.1,eligible_body_tokens,answer_only,670ac42528004f87bf389adbfed8927864ecb9a12db9098c4c1f423d95e7c01f,1.2395480871200562
vt_h4_c1,5,FT_K1,0.7045454545454546,token_recall,0.1,eligible_body_tokens,answer_only,670ac42528004f87bf389adbfed8927864ecb9a12db9098c4c1f423d95e7c01f,0.8549851179122925
vt_h4_c1,5,ifr-tokenwise,0.7272727272727273,token_recall,0.1,eligible_body_tokens,answer_only,670ac42528004f87bf389adbfed8927864ecb9a12db9098c4c1f423d95e7c01f,5.017905991524458
vt_h4_c1,5,FT_K3,0.7045454545454546,token_recall,0.1,eligible_body_tokens,answer_only,670ac42528004f87bf389adbfed8927864ecb9a12db9098c4c1f423d95e7c01f,1.2336025573313236
vt_h4_c1,6,DT,0.7272727272727273,token_recall,0.1,eligible_body_tokens,answer_only,0172c0e9c906e0b221279a938f5e46f214e74489f85906b29fd32e3c822f8b3f,1.25436807051301
vt_h4_c1,6,FT_K1,0.7045454545454546,token_recall,0.1,eligible_body_tokens,answer_only,0172c0e9c906e0b221279a938f5e46f214e74489f85906b29fd32e3c822f8b3f,0.6837300658226013
vt_h4_c1,6,ifr-tokenwise,0.7045454545454546,token_recall,0.1,eligible_body_tokens,answer_only,0172c0e9c906e0b221279a938f5e46f214e74489f85906b29fd32e3c822f8b3f,4.841346010565758
vt_h4_c1,6,FT_K3,0.7045454545454546,token_recall,0.1,eligible_body_tokens,answer_only,0172c0e9c906e0b221279a938f5e46f214e74489f85906b29fd32e3c822f8b3f,1.0797688029706478
vt_h4_c1,7,DT,0.7333333333333333,token_recall,0.1,eligible_body_tokens,answer_only,7058d7778a9cdd9f9ec9e7f5260225880be9547b7ce112124286bf01d3dec217,1.2529468648135662
vt_h4_c1,7,FT_K1,0.7111111111111111,token_recall,0.1,eligible_body_tokens,answer_only,7058d7778a9cdd9f9ec9e7f5260225880be9547b7ce112124286bf01d3dec217,0.808548491448164
vt_h4_c1,7,ifr-tokenwise,0.7111111111111111,token_recall,0.1,eligible_body_tokens,answer_only,7058d7778a9cdd9f9ec9e7f5260225880be9547b7ce112124286bf01d3dec217,5.0641644559800625
vt_h4_c1,7,FT_K3,0.7111111111111111,token_recall,0.1,eligible_body_tokens,answer_only,7058d7778a9cdd9f9ec9e7f5260225880be9547b7ce112124286bf01d3dec217,1.1616649143397808
vt_h4_c1,8,DT,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,6622420ec688979aba967ee936e3e9dcb8333bd93aa1e58ffce7a71832ac46ab,1.2537747211754322
vt_h4_c1,8,FT_K1,0.6739130434782609,token_recall,0.1,eligible_body_tokens,answer_only,6622420ec688979aba967ee936e3e9dcb8333bd93aa1e58ffce7a71832ac46ab,0.7545073367655277
vt_h4_c1,8,ifr-tokenwise,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,6622420ec688979aba967ee936e3e9dcb8333bd93aa1e58ffce7a71832ac46ab,5.039559870958328
vt_h4_c1,8,FT_K3,0.6739130434782609,token_recall,0.1,eligible_body_tokens,answer_only,6622420ec688979aba967ee936e3e9dcb8333bd93aa1e58ffce7a71832ac46ab,1.111602246761322
vt_h4_c1,9,DT,0.6938775510204082,token_recall,0.1,eligible_body_tokens,answer_only,c7ef84682aabd2b1bd5d253eb79a09118cbd35bc49daf99188cff43275e53b7b,1.239312369376421
vt_h4_c1,9,FT_K1,0.6938775510204082,token_recall,0.1,eligible_body_tokens,answer_only,c7ef84682aabd2b1bd5d253eb79a09118cbd35bc49daf99188cff43275e53b7b,0.8434350751340389
vt_h4_c1,9,ifr-tokenwise,0.673469387755102,token_recall,0.1,eligible_body_tokens,answer_only,c7ef84682aabd2b1bd5d253eb79a09118cbd35bc49daf99188cff43275e53b7b,5.350642394274473
vt_h4_c1,9,FT_K3,0.6938775510204082,token_recall,0.1,eligible_body_tokens,answer_only,c7ef84682aabd2b1bd5d253eb79a09118cbd35bc49daf99188cff43275e53b7b,1.1874736733734608
vt_h4_c1,10,DT,0.7391304347826086,token_recall,0.1,eligible_body_tokens,answer_only,e8ff7fd902ff757b021171b3bb223b7330f6da29e783060c2f7645641563d309,1.2432856783270836
vt_h4_c1,10,FT_K1,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,e8ff7fd902ff757b021171b3bb223b7330f6da29e783060c2f7645641563d309,0.9043014049530029
vt_h4_c1,10,ifr-tokenwise,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,e8ff7fd902ff757b021171b3bb223b7330f6da29e783060c2f7645641563d309,5.17500413954258
vt_h4_c1,10,FT_K3,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,e8ff7fd902ff757b021171b3bb223b7330f6da29e783060c2f7645641563d309,1.2167746871709824
vt_h4_c1,11,DT,0.7083333333333334,token_recall,0.1,eligible_body_tokens,answer_only,746ae901a23469d0866029023cea7c89a24d0160efffede75e2845b2c908b5bb,1.2408939562737942
vt_h4_c1,11,FT_K1,0.6875,token_recall,0.1,eligible_body_tokens,answer_only,746ae901a23469d0866029023cea7c89a24d0160efffede75e2845b2c908b5bb,0.768492829054594
vt_h4_c1,11,ifr-tokenwise,0.6875,token_recall,0.1,eligible_body_tokens,answer_only,746ae901a23469d0866029023cea7c89a24d0160efffede75e2845b2c908b5bb,5.156306054443121
vt_h4_c1,11,FT_K3,0.6875,token_recall,0.1,eligible_body_tokens,answer_only,746ae901a23469d0866029023cea7c89a24d0160efffede75e2845b2c908b5bb,1.128692101687193
vt_h4_c1,12,DT,0.6538461538461539,token_recall,0.1,eligible_body_tokens,answer_only,ed05c7662334250d2e1728cb077f7f4a9eeb7435cd1ca1d60dcd7f91e6e706af,1.2666524425148964
vt_h4_c1,12,FT_K1,0.6346153846153846,token_recall,0.1,eligible_body_tokens,answer_only,ed05c7662334250d2e1728cb077f7f4a9eeb7435cd1ca1d60dcd7f91e6e706af,0.8596023358404636
vt_h4_c1,12,ifr-tokenwise,0.6538461538461539,token_recall,0.1,eligible_body_tokens,answer_only,ed05c7662334250d2e1728cb077f7f4a9eeb7435cd1ca1d60dcd7f91e6e706af,5.470893420279026
vt_h4_c1,12,FT_K3,0.6346153846153846,token_recall,0.1,eligible_body_tokens,answer_only,ed05c7662334250d2e1728cb077f7f4a9eeb7435cd1ca1d60dcd7f91e6e706af,20.443227618932724
vt_h4_c1,13,DT,0.7391304347826086,token_recall,0.1,eligible_body_tokens,answer_only,c75731e600aa43270a867d3a6b4e2ec89574c3c41814a1c2922be53146ff7ed4,1.2334231436252594
vt_h4_c1,13,FT_K1,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,c75731e600aa43270a867d3a6b4e2ec89574c3c41814a1c2922be53146ff7ed4,0.8508848771452904
vt_h4_c1,13,ifr-tokenwise,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,c75731e600aa43270a867d3a6b4e2ec89574c3c41814a1c2922be53146ff7ed4,5.1283893547952175
vt_h4_c1,13,FT_K3,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,c75731e600aa43270a867d3a6b4e2ec89574c3c41814a1c2922be53146ff7ed4,1.2037565633654594
vt_h4_c1,14,DT,0.6538461538461539,token_recall,0.1,eligible_body_tokens,answer_only,51d6c9cfcae955f685c9c93e59a9f9d2de7d005afa857a5fb35d602a56c35bb4,1.2641436457633972
vt_h4_c1,14,FT_K1,0.6153846153846154,token_recall,0.1,eligible_body_tokens,answer_only,51d6c9cfcae955f685c9c93e59a9f9d2de7d005afa857a5fb35d602a56c35bb4,0.6715767197310925
vt_h4_c1,14,ifr-tokenwise,0.6346153846153846,token_recall,0.1,eligible_body_tokens,answer_only,51d6c9cfcae955f685c9c93e59a9f9d2de7d005afa857a5fb35d602a56c35bb4,5.367246489971876
vt_h4_c1,14,FT_K3,0.6153846153846154,token_recall,0.1,eligible_body_tokens,answer_only,51d6c9cfcae955f685c9c93e59a9f9d2de7d005afa857a5fb35d602a56c35bb4,3.7248241007328033
vt_h4_c1,15,DT,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,a37dbcaa69fea423d6465a2bcb38b48c8f35b7217557a7c6dcd893ffa8c9fb5e,1.2331229485571384
vt_h4_c1,15,FT_K1,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,a37dbcaa69fea423d6465a2bcb38b48c8f35b7217557a7c6dcd893ffa8c9fb5e,0.8499392829835415
vt_h4_c1,15,ifr-tokenwise,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,a37dbcaa69fea423d6465a2bcb38b48c8f35b7217557a7c6dcd893ffa8c9fb5e,5.133474063128233
vt_h4_c1,15,FT_K3,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,a37dbcaa69fea423d6465a2bcb38b48c8f35b7217557a7c6dcd893ffa8c9fb5e,1.1985523998737335
vt_h4_c1,16,DT,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,d3e07ee4febd6a5a470906f9ff391c8454ecc3276e47b5f86624dcaf8fa61266,1.2241262085735798
vt_h4_c1,16,FT_K1,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,d3e07ee4febd6a5a470906f9ff391c8454ecc3276e47b5f86624dcaf8fa61266,0.754381000995636
vt_h4_c1,16,ifr-tokenwise,0.717391304347826,token_recall,0.1,eligible_body_tokens,answer_only,d3e07ee4febd6a5a470906f9ff391c8454ecc3276e47b5f86624dcaf8fa61266,5.059880957007408
vt_h4_c1,16,FT_K3,0.6956521739130435,token_recall,0.1,eligible_body_tokens,answer_only,d3e07ee4febd6a5a470906f9ff391c8454ecc3276e47b5f86624dcaf8fa61266,1.0897294245660305
vt_h4_c1,17,DT,0.7380952380952381,token_recall,0.1,eligible_body_tokens,answer_only,4c7130335f0cc40feb676ae72c63e356f2e7ff0ac1978dad5e5ce43d5fcedaca,1.2123553305864334
vt_h4_c1,17,FT_K1,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,4c7130335f0cc40feb676ae72c63e356f2e7ff0ac1978dad5e5ce43d5fcedaca,0.8297584615647793
vt_h4_c1,17,ifr-tokenwise,0.7380952380952381,token_recall,0.1,eligible_body_tokens,answer_only,4c7130335f0cc40feb676ae72c63e356f2e7ff0ac1978dad5e5ce43d5fcedaca,4.9029286578297615
vt_h4_c1,17,FT_K3,0.6666666666666666,token_recall,0.1,eligible_body_tokens,answer_only,4c7130335f0cc40feb676ae72c63e356f2e7ff0ac1978dad5e5ce43d5fcedaca,1.1657832115888596
vt_h4_c1,18,DT,0.7111111111111111,token_recall,0.1,eligible_body_tokens,answer_only,a3a10b05411173247663f02d2a46c5fba10b9f4b5fff19bfe876c9a6def08605,1.2203959748148918
vt_h4_c1,18,FT_K1,0.7111111111111111,token_recall,0.1,eligible_body_tokens,answer_only,a3a10b05411173247663f02d2a46c5fba10b9f4b5fff19bfe876c9a6def08605,0.677395761013031
vt_h4_c1,18,ifr-tokenwise,0.7333333333333333,token_recall,0.1,eligible_body_tokens,answer_only,a3a10b05411173247663f02d2a46c5fba10b9f4b5fff19bfe876c9a6def08605,4.862212643027306
vt_h4_c1,18,FT_K3,0.7111111111111111,token_recall,0.1,eligible_body_tokens,answer_only,a3a10b05411173247663f02d2a46c5fba10b9f4b5fff19bfe876c9a6def08605,1.0140759162604809
vt_h4_c1,19,DT,0.673469387755102,token_recall,0.1,eligible_body_tokens,answer_only,6de99e67d84396ae03b471d30bf5d8056b43d9c50c545cea8bab662989b1bed7,1.2324733212590218
vt_h4_c1,19,FT_K1,0.673469387755102,token_recall,0.1,eligible_body_tokens,answer_only,6de99e67d84396ae03b471d30bf5d8056b43d9c50c545cea8bab662989b1bed7,0.6594576872885227
vt_h4_c1,19,ifr-tokenwise,0.6938775510204082,token_recall,0.1,eligible_body_tokens,answer_only,6de99e67d84396ae03b471d30bf5d8056b43d9c50c545cea8bab662989b1bed7,5.141251713037491
vt_h4_c1,19,FT_K3,0.673469387755102,token_recall,0.1,eligible_body_tokens,answer_only,6de99e67d84396ae03b471d30bf5d8056b43d9c50c545cea8bab662989b1bed7,0.9816825948655605
vt_h4_c1,20,DT,0.7021276595744681,token_recall,0.1,eligible_body_tokens,answer_only,ba49afdeb4994df87499fbc1d28e532d45b7882ec2088f8b5dc215a8991729ab,1.2295759618282318
vt_h4_c1,20,FT_K1,0.723404255319149,token_recall,0.1,eligible_body_tokens,answer_only,ba49afdeb4994df87499fbc1d28e532d45b7882ec2088f8b5dc215a8991729ab,0.8465844355523586
vt_h4_c1,20,ifr-tokenwise,0.7021276595744681,token_recall,0.1,eligible_body_tokens,answer_only,ba49afdeb4994df87499fbc1d28e532d45b7882ec2088f8b5dc215a8991729ab,5.119529061019421
vt_h4_c1,20,FT_K3,0.723404255319149,token_recall,0.1,eligible_body_tokens,answer_only,ba49afdeb4994df87499fbc1d28e532d45b7882ec2088f8b5dc215a8991729ab,1.180528100579977
vt_h4_c1,21,DT,0.66,token_recall,0.1,eligible_body_tokens,answer_only,b350f4d716f299f7eb7d1d2163f32b3e7e87d324679502cea8481b60327a9c22,1.2337294332683086
vt_h4_c1,21,FT_K1,0.66,token_recall,0.1,eligible_body_tokens,answer_only,b350f4d716f299f7eb7d1d2163f32b3e7e87d324679502cea8481b60327a9c22,0.7515010237693787
vt_h4_c1,21,ifr-tokenwise,0.68,token_recall,0.1,eligible_body_tokens,answer_only,b350f4d716f299f7eb7d1d2163f32b3e7e87d324679502cea8481b60327a9c22,5.236152704805136
vt_h4_c1,21,FT_K3,0.66,token_recall,0.1,eligible_body_tokens,answer_only,b350f4d716f299f7eb7d1d2163f32b3e7e87d324679502cea8481b60327a9c22,1.0958506129682064
vt_h4_c1,22,DT,0.673469387755102,token_recall,0.1,eligible_body_tokens,answer_only,2bda318712015c6e0404c8a44496ba7df4a1c9b0baab7c75126ea7f0bc5d202b,1.2507431842386723
vt_h4_c1,22,FT_K1,0.673469387755102,token_recall,0.1,eligible_body_tokens,answer_only,2bda318712015c6e0404c8a44496ba7df4a1c9b0baab7c75126ea7f0bc5d202b,0.881399005651474
vt_h4_c1,22,ifr-tokenwise,0.6938775510204082,token_recall,0.1,eligible_body_tokens,answer_only,2bda318712015c6e0404c8a44496ba7df4a1c9b0baab7c75126ea7f0bc5d202b,5.262208428233862
vt_h4_c1,22,FT_K3,0.673469387755102,token_recall,0.1,eligible_body_tokens,answer_only,2bda318712015c6e0404c8a44496ba7df4a1c9b0baab7c75126ea7f0bc5d202b,4.223394948989153
vt_h4_c1,23,DT,0.68,token_recall,0.1,eligible_body_tokens,answer_only,145d5c2795054a64f8c6c67ce0237c068c9b7edea40bdca65ece02c113711897,1.260279268026352
vt_h4_c1,23,FT_K1,0.68,token_recall,0.1,eligible_body_tokens,answer_only,145d5c2795054a64f8c6c67ce0237c068c9b7edea40bdca65ece02c113711897,0.8559876270592213
vt_h4_c1,23,ifr-tokenwise,0.66,token_recall,0.1,eligible_body_tokens,answer_only,145d5c2795054a64f8c6c67ce0237c068c9b7edea40bdca65ece02c113711897,5.355162635445595
vt_h4_c1,23,FT_K3,0.68,token_recall,0.1,eligible_body_tokens,answer_only,145d5c2795054a64f8c6c67ce0237c068c9b7edea40bdca65ece02c113711897,1.2170411795377731
vt_h4_c1,24,DT,0.7083333333333334,token_recall,0.1,eligible_body_tokens,answer_only,f9351b70fff03a32954a89cf1ef96ccd96ef578095521ad873f450d9212ed7cd,1.2537483014166355
vt_h4_c1,24,FT_K1,0.6875,token_recall,0.1,eligible_body_tokens,answer_only,f9351b70fff03a32954a89cf1ef96ccd96ef578095521ad873f450d9212ed7cd,0.7698745541274548
vt_h4_c1,24,ifr-tokenwise,0.6875,token_recall,0.1,eligible_body_tokens,answer_only,f9351b70fff03a32954a89cf1ef96ccd96ef578095521ad873f450d9212ed7cd,5.167760096490383
vt_h4_c1,24,FT_K3,0.6875,token_recall,0.1,eligible_body_tokens,answer_only,f9351b70fff03a32954a89cf1ef96ccd96ef578095521ad873f450d9212ed7cd,1.1234890148043633
vt_h4_c1,25,DT,0.68,token_recall,0.1,eligible_body_tokens,answer_only,4959b4128ba99fe7b0647df95dda995fbe860b9bd5c018adc2950e9093d03c77,1.2438020147383213
vt_h4_c1,25,FT_K1,0.68,token_recall,0.1,eligible_body_tokens,answer_only,4959b4128ba99fe7b0647df95dda995fbe860b9bd5c018adc2950e9093d03c77,0.8971140347421169
vt_h4_c1,25,ifr-tokenwise,0.66,token_recall,0.1,eligible_body_tokens,answer_only,4959b4128ba99fe7b0647df95dda995fbe860b9bd5c018adc2950e9093d03c77,5.339209716767073
vt_h4_c1,25,FT_K3,0.68,token_recall,0.1,eligible_body_tokens,answer_only,4959b4128ba99fe7b0647df95dda995fbe860b9bd5c018adc2950e9093d03c77,1.2369146719574928
vt_h4_c1,26,DT,0.68,token_recall,0.1,eligible_body_tokens,answer_only,e17b45cfdeef555e5252b77bc417b7f7b995bbdac4b8c3f4707b2acf463e16b5,1.2613101825118065
vt_h4_c1,26,FT_K1,0.68,token_recall,0.1,eligible_body_tokens,answer_only,e17b45cfdeef555e5252b77bc417b7f7b995bbdac4b8c3f4707b2acf463e16b5,0.8585140779614449
vt_h4_c1,26,ifr-tokenwise,0.68,token_recall,0.1,eligible_body_tokens,answer_only,e17b45cfdeef555e5252b77bc417b7f7b995bbdac4b8c3f4707b2acf463e16b5,5.338892973959446
vt_h4_c1,26,FT_K3,0.68,token_recall,0.1,eligible_body_tokens,answer_only,e17b45cfdeef555e5252b77bc417b7f7b995bbdac4b8c3f4707b2acf463e16b5,1.2201397903263569
