index,target_mode,method,policy,fraction,recall,f1,spent_all_tokens,excess_over_all_token_budget
13,full,FT_K1,all_tokens_prefix,0.05,0.5,0.5,87,0
13,full,FT_K1,eligible_skip,0.1,0.5,0.25,170,0
13,full,FT_K1,all_tokens_skip,0.1,0.5,0.25,172,0
13,full,FT_K1,all_tokens_prefix,0.1,0.5,0.28571428571428575,158,0
13,full,FT_K1,eligible_skip,0.2,0.5,0.2,340,0
13,full,FT_K1,all_tokens_skip,0.2,0.5,0.1818181818181818,346,0
13,full,FT_K1,all_tokens_prefix,0.2,0.5,0.2,340,0
13,full,FT_K3,eligible_skip,0.05,0.5,0.3333333333333333,84,0
13,full,FT_K3,all_tokens_skip,0.05,0.5,0.5,87,0
13,full,FT_K3,all_tokens_prefix,0.05,0.5,0.5,87,0
13,full,FT_K3,eligible_skip,0.1,0.5,0.25,170,0
13,full,FT_K3,all_tokens_skip,0.1,0.5,0.25,172,0
13,full,FT_K3,all_tokens_prefix,0.1,0.5,0.28571428571428575,158,0
13,full,FT_K3,eligible_skip,0.2,0.5,0.2,340,0
13,full,FT_K3,all_tokens_skip,0.2,0.5,0.1818181818181818,346,0
13,full,FT_K3,all_tokens_prefix,0.2,0.5,0.2,340,0
14,full,DT_target,eligible_skip,0.05,0.5,0.5,64,0
14,full,DT_target,all_tokens_skip,0.05,0.5,0.5,64,0
14,full,DT_target,all_tokens_prefix,0.05,0.5,0.6666666666666666,39,0
14,full,DT_target,eligible_skip,0.1,0.5,0.3333333333333333,136,2
14,full,DT_target,all_tokens_skip,0.1,0.5,0.4,120,0
14,full,DT_target,all_tokens_prefix,0.1,0.5,0.4,120,0
14,full,DT_target,eligible_skip,0.2,1.0,0.4,273,6
14,full,DT_target,all_tokens_skip,0.2,1.0,0.4444444444444445,257,0
14,full,DT_target,all_tokens_prefix,0.2,1.0,0.4444444444444445,257,0
14,full,FT_K1,eligible_skip,0.05,0.5,0.5,66,0
14,full,FT_K1,all_tokens_skip,0.05,0.5,0.5,66,0
14,full,FT_K1,all_tokens_prefix,0.05,0.5,0.5,66,0
14,full,FT_K1,eligible_skip,0.1,0.5,0.3333333333333333,134,0
14,full,FT_K1,all_tokens_skip,0.1,0.5,0.3333333333333333,134,0
14,full,FT_K1,all_tokens_prefix,0.1,0.5,0.4,109,0
14,full,FT_K1,eligible_skip,0.2,1.0,0.3636363636363636,282,15
14,full,FT_K1,all_tokens_skip,0.2,1.0,0.4,264,0
14,full,FT_K1,all_tokens_prefix,0.2,1.0,0.4444444444444445,248,0
14,full,FT_K3,eligible_skip,0.05,0.5,0.5,66,0
14,full,FT_K3,all_tokens_skip,0.05,0.5,0.5,66,0
14,full,FT_K3,all_tokens_prefix,0.05,0.5,0.5,66,0
14,full,FT_K3,eligible_skip,0.1,0.5,0.3333333333333333,134,0
14,full,FT_K3,all_tokens_skip,0.1,0.5,0.3333333333333333,134,0
14,full,FT_K3,all_tokens_prefix,0.1,0.5,0.4,109,0
14,full,FT_K3,eligible_skip,0.2,1.0,0.3636363636363636,282,15
14,full,FT_K3,all_tokens_skip,0.2,1.0,0.4,264,0
14,full,FT_K3,all_tokens_prefix,0.2,1.0,0.4444444444444445,248,0
15,full,DT_target,eligible_skip,0.05,0.5,0.5714285714285715,63,0
15,full,DT_target,all_tokens_skip,0.05,0.5,0.5714285714285715,63,0
15,full,DT_target,all_tokens_prefix,0.05,0.5,0.6666666666666666,53,0
15,full,DT_target,eligible_skip,0.1,0.75,0.6,125,0
15,full,DT_target,all_tokens_skip,0.1,0.75,0.6,125,0
15,full,DT_target,all_tokens_prefix,0.1,0.75,0.6666666666666665,111,0
15,full,DT_target,eligible_skip,0.2,1.0,0.5714285714285715,247,0
15,full,DT_target,all_tokens_skip,0.2,1.0,0.5714285714285715,247,0
15,full,DT_target,all_tokens_prefix,0.2,1.0,0.5714285714285715,247,0
15,full,FT_K1,eligible_skip,0.05,0.5,0.5714285714285715,63,0
15,full,FT_K1,all_tokens_skip,0.05,0.5,0.5714285714285715,63,0
15,full,FT_K1,all_tokens_prefix,0.05,0.5,0.6666666666666666,53,0
15,full,FT_K1,eligible_skip,0.1,0.5,0.4,128,3
15,full,FT_K1,all_tokens_skip,0.1,0.5,0.4444444444444445,116,0
15,full,FT_K1,all_tokens_prefix,0.1,0.5,0.4444444444444445,116,0
15,full,FT_K1,eligible_skip,0.2,1.0,0.5714285714285715,256,7
15,full,FT_K1,all_tokens_skip,0.2,0.75,0.4285714285714285,243,0
15,full,FT_K1,all_tokens_prefix,0.2,0.75,0.46153846153846156,209,0
15,full,FT_K3,eligible_skip,0.05,0.5,0.5714285714285715,63,0
15,full,FT_K3,all_tokens_skip,0.05,0.5,0.5714285714285715,63,0
15,full,FT_K3,all_tokens_prefix,0.05,0.5,0.6666666666666666,53,0
15,full,FT_K3,eligible_skip,0.1,0.5,0.4,128,3
15,full,FT_K3,all_tokens_skip,0.1,0.5,0.4444444444444445,116,0
15,full,FT_K3,all_tokens_prefix,0.1,0.5,0.4444444444444445,116,0
15,full,FT_K3,eligible_skip,0.2,1.0,0.5714285714285715,256,7
15,full,FT_K3,all_tokens_skip,0.2,0.75,0.4285714285714285,243,0
15,full,FT_K3,all_tokens_prefix,0.2,0.75,0.46153846153846156,209,0
16,full,DT_target,eligible_skip,0.05,0.5,0.4,49,0
16,full,DT_target,all_tokens_skip,0.05,0.5,0.4,49,0
16,full,DT_target,all_tokens_prefix,0.05,0.5,0.6666666666666666,20,0
16,full,DT_target,eligible_skip,0.1,0.5,0.28571428571428575,98,0
16,full,DT_target,all_tokens_skip,0.1,0.5,0.28571428571428575,98,0
16,full,DT_target,all_tokens_prefix,0.1,0.5,0.3333333333333333,87,0
16,full,DT_target,eligible_skip,0.2,1.0,0.4,191,0
16,full,DT_target,all_tokens_skip,0.2,1.0,0.4,191,0
16,full,DT_target,all_tokens_prefix,0.2,1.0,0.4,191,0
16,full,FT_K1,eligible_skip,0.05,0.5,0.4,49,0
16,full,FT_K1,all_tokens_skip,0.05,0.5,0.4,49,0
16,full,FT_K1,all_tokens_prefix,0.05,0.5,0.5,32,0
16,full,FT_K1,eligible_skip,0.1,0.5,0.3333333333333333,98,0
16,full,FT_K1,all_tokens_skip,0.1,0.5,0.3333333333333333,98,0
16,full,FT_K1,all_tokens_prefix,0.1,0.5,0.3333333333333333,98,0
16,full,FT_K1,eligible_skip,0.2,1.0,0.4,198,3
16,full,FT_K1,all_tokens_skip,0.2,0.5,0.2,192,0
16,full,FT_K1,all_tokens_prefix,0.2,0.5,0.22222222222222224,180,0
16,full,FT_K3,eligible_skip,0.05,0.5,0.4,49,0
16,full,FT_K3,all_tokens_skip,0.05,0.5,0.4,49,0
16,full,FT_K3,all_tokens_prefix,0.05,0.5,0.5,32,0
16,full,FT_K3,eligible_skip,0.1,0.5,0.3333333333333333,98,0
16,full,FT_K3,all_tokens_skip,0.1,0.5,0.3333333333333333,98,0
16,full,FT_K3,all_tokens_prefix,0.1,0.5,0.3333333333333333,98,0
16,full,FT_K3,eligible_skip,0.2,1.0,0.4,198,3
16,full,FT_K3,all_tokens_skip,0.2,0.5,0.2,192,0
16,full,FT_K3,all_tokens_prefix,0.2,0.5,0.22222222222222224,180,0
17,full,DT_target,eligible_skip,0.05,0.0,0.0,45,0
17,full,DT_target,all_tokens_skip,0.05,0.0,0.0,45,0
17,full,DT_target,all_tokens_prefix,0.05,0.0,0.0,22,0
17,full,DT_target,eligible_skip,0.1,0.5,0.4,94,0
17,full,DT_target,all_tokens_skip,0.1,0.5,0.4,94,0
17,full,DT_target,all_tokens_prefix,0.1,0.5,0.4,94,0
17,full,DT_target,eligible_skip,0.2,1.0,0.5714285714285715,188,1
17,full,DT_target,all_tokens_skip,0.2,0.5,0.22222222222222224,187,0
17,full,DT_target,all_tokens_prefix,0.2,0.5,0.3333333333333333,134,0
17,full,FT_K1,eligible_skip,0.05,0.5,0.5,45,0
17,full,FT_K1,all_tokens_skip,0.05,0.5,0.5,45,0
17,full,FT_K1,all_tokens_prefix,0.05,0.5,0.6666666666666666,36,0
17,full,FT_K1,eligible_skip,0.1,0.5,0.3333333333333333,95,1
17,full,FT_K1,all_tokens_skip,0.1,0.5,0.4,88,0
17,full,FT_K1,all_tokens_prefix,0.1,0.5,0.4,88,0
17,full,FT_K1,eligible_skip,0.2,0.5,0.22222222222222224,182,0
17,full,FT_K1,all_tokens_skip,0.2,0.5,0.22222222222222224,182,0
17,full,FT_K1,all_tokens_prefix,0.2,0.5,0.28571428571428575,153,0
17,full,FT_K3,eligible_skip,0.05,0.5,0.5,45,0
17,full,FT_K3,all_tokens_skip,0.05,0.5,0.5,45,0
17,full,FT_K3,all_tokens_prefix,0.05,0.5,0.6666666666666666,36,0
17,full,FT_K3,eligible_skip,0.1,0.5,0.3333333333333333,95,1
17,full,FT_K3,all_tokens_skip,0.1,0.5,0.4,88,0
17,full,FT_K3,all_tokens_prefix,0.1,0.5,0.4,88,0
17,full,FT_K3,eligible_skip,0.2,0.5,0.22222222222222224,182,0
17,full,FT_K3,all_tokens_skip,0.2,0.5,0.22222222222222224,182,0
17,full,FT_K3,all_tokens_prefix,0.2,0.5,0.28571428571428575,153,0
18,full,DT_target,eligible_skip,0.05,0.5,0.5,61,0
18,full,DT_target,all_tokens_skip,0.05,0.5,0.5,61,0
18,full,DT_target,all_tokens_prefix,0.05,0.5,0.5,61,0
18,full,DT_target,eligible_skip,0.1,1.0,0.8,124,0
18,full,DT_target,all_tokens_skip,0.1,1.0,0.8,124,0
18,full,DT_target,all_tokens_prefix,0.1,1.0,0.8,124,0
18,full,DT_target,eligible_skip,0.2,1.0,0.3636363636363636,269,0
18,full,DT_target,all_tokens_skip,0.2,1.0,0.3636363636363636,269,0
18,full,DT_target,all_tokens_prefix,0.2,1.0,0.4,253,0
18,full,FT_K1,eligible_skip,0.05,0.5,0.5,65,0
18,full,FT_K1,all_tokens_skip,0.05,0.5,0.5,65,0
18,full,FT_K1,all_tokens_prefix,0.05,0.5,0.5,65,0
18,full,FT_K1,eligible_skip,0.1,0.5,0.3333333333333333,135,0
18,full,FT_K1,all_tokens_skip,0.1,0.5,0.3333333333333333,135,0
18,full,FT_K1,all_tokens_prefix,0.1,0.5,0.3333333333333333,135,0
18,full,FT_K1,eligible_skip,0.2,0.5,0.1818181818181818,265,0
18,full,FT_K1,all_tokens_skip,0.2,0.5,0.1818181818181818,265,0
18,full,FT_K1,all_tokens_prefix,0.2,0.5,0.22222222222222224,229,0
18,full,FT_K3,eligible_skip,0.05,0.5,0.5,65,0
18,full,FT_K3,all_tokens_skip,0.05,0.5,0.5,65,0
18,full,FT_K3,all_tokens_prefix,0.05,0.5,0.5,65,0
18,full,FT_K3,eligible_skip,0.1,0.5,0.3333333333333333,135,0
18,full,FT_K3,all_tokens_skip,0.1,0.5,0.3333333333333333,135,0
18,full,FT_K3,all_tokens_prefix,0.1,0.5,0.3333333333333333,135,0
18,full,FT_K3,eligible_skip,0.2,0.5,0.1818181818181818,265,0
18,full,FT_K3,all_tokens_skip,0.2,0.5,0.1818181818181818,265,0
18,full,FT_K3,all_tokens_prefix,0.2,0.5,0.22222222222222224,229,0
19,full,DT_target,eligible_skip,0.05,0.5,0.6666666666666666,38,0
19,full,DT_target,all_tokens_skip,0.05,0.5,0.6666666666666666,45,0
19,full,DT_target,all_tokens_prefix,0.05,0.5,0.6666666666666666,45,0
19,full,DT_target,eligible_skip,0.1,1.0,1.0,83,0
19,full,DT_target,all_tokens_skip,0.1,1.0,1.0,83,0
19,full,DT_target,all_tokens_prefix,0.1,1.0,1.0,83,0
19,full,DT_target,eligible_skip,0.2,1.0,0.5714285714285715,185,0
19,full,DT_target,all_tokens_skip,0.2,1.0,0.5714285714285715,186,0
19,full,DT_target,all_tokens_prefix,0.2,1.0,0.6666666666666666,173,0
19,full,FT_K1,eligible_skip,0.05,0.5,0.6666666666666666,38,0
19,full,FT_K1,all_tokens_skip,0.05,0.5,0.6666666666666666,38,0
19,full,FT_K1,all_tokens_prefix,0.05,0.5,0.6666666666666666,38,0
19,full,FT_K1,eligible_skip,0.1,1.0,1.0,83,0
19,full,FT_K1,all_tokens_skip,0.1,1.0,1.0,83,0
19,full,FT_K1,all_tokens_prefix,0.1,1.0,1.0,83,0
19,full,FT_K1,eligible_skip,0.2,1.0,0.5714285714285715,185,0
19,full,FT_K1,all_tokens_skip,0.2,1.0,0.5714285714285715,188,0
19,full,FT_K1,all_tokens_prefix,0.2,1.0,0.6666666666666666,173,0
19,full,FT_K3,eligible_skip,0.05,0.5,0.6666666666666666,38,0
19,full,FT_K3,all_tokens_skip,0.05,0.5,0.6666666666666666,38,0
19,full,FT_K3,all_tokens_prefix,0.05,0.5,0.6666666666666666,38,0
19,full,FT_K3,eligible_skip,0.1,1.0,1.0,83,0
19,full,FT_K3,all_tokens_skip,0.1,1.0,1.0,83,0
19,full,FT_K3,all_tokens_prefix,0.1,1.0,1.0,83,0
19,full,FT_K3,eligible_skip,0.2,1.0,0.5714285714285715,185,0
19,full,FT_K3,all_tokens_skip,0.2,1.0,0.5714285714285715,188,0
19,full,FT_K3,all_tokens_prefix,0.2,1.0,0.6666666666666666,173,0
20,full,DT_target,eligible_skip,0.05,0.5,0.3333333333333333,58,0
20,full,DT_target,all_tokens_skip,0.05,0.5,0.3333333333333333,58,0
20,full,DT_target,all_tokens_prefix,0.05,0.5,0.5,35,0
20,full,DT_target,eligible_skip,0.1,0.5,0.28571428571428575,114,0
20,full,DT_target,all_tokens_skip,0.1,0.5,0.28571428571428575,114,0
20,full,DT_target,all_tokens_prefix,0.1,0.5,0.3333333333333333,105,0
20,full,DT_target,eligible_skip,0.2,0.5,0.1818181818181818,227,0
20,full,DT_target,all_tokens_skip,0.2,0.5,0.1818181818181818,227,0
20,full,DT_target,all_tokens_prefix,0.2,0.5,0.1818181818181818,227,0
20,full,FT_K1,eligible_skip,0.05,0.5,0.4,51,0
20,full,FT_K1,all_tokens_skip,0.05,0.5,0.4,51,0
20,full,FT_K1,all_tokens_prefix,0.05,0.5,0.5,37,0
20,full,FT_K1,eligible_skip,0.1,0.5,0.28571428571428575,105,0
20,full,FT_K1,all_tokens_skip,0.1,0.5,0.25,114,0
20,full,FT_K1,all_tokens_prefix,0.1,0.5,0.4,79,0
20,full,FT_K1,eligible_skip,0.2,0.5,0.1818181818181818,221,0
20,full,FT_K1,all_tokens_skip,0.2,0.5,0.1818181818181818,221,0
20,full,FT_K1,all_tokens_prefix,0.2,0.5,0.1818181818181818,221,0
20,full,FT_K3,eligible_skip,0.05,0.5,0.4,51,0
20,full,FT_K3,all_tokens_skip,0.05,0.5,0.4,51,0
20,full,FT_K3,all_tokens_prefix,0.05,0.5,0.5,37,0
20,full,FT_K3,eligible_skip,0.1,0.5,0.28571428571428575,105,0
20,full,FT_K3,all_tokens_skip,0.1,0.5,0.25,114,0
20,full,FT_K3,all_tokens_prefix,0.1,0.5,0.4,79,0
20,full,FT_K3,eligible_skip,0.2,0.5,0.1818181818181818,221,0
20,full,FT_K3,all_tokens_skip,0.2,0.5,0.1818181818181818,221,0
20,full,FT_K3,all_tokens_prefix,0.2,0.5,0.1818181818181818,221,0
21,full,DT_target,eligible_skip,0.05,0.5,0.25,77,4
21,full,DT_target,all_tokens_skip,0.05,0.5,0.25,71,0
21,full,DT_target,all_tokens_prefix,0.05,0.5,0.28571428571428575,59,0
21,full,DT_target,eligible_skip,0.1,1.0,0.3636363636363636,148,2
21,full,DT_target,all_tokens_skip,0.1,1.0,0.3636363636363636,146,0
21,full,DT_target,all_tokens_prefix,0.1,1.0,0.4,127,0
21,full,DT_target,eligible_skip,0.2,1.0,0.25,301,9
21,full,DT_target,all_tokens_skip,0.2,1.0,0.2666666666666667,289,0
21,full,DT_target,all_tokens_prefix,0.2,1.0,0.2666666666666667,289,0
21,full,FT_K1,eligible_skip,0.05,1.0,0.6666666666666666,72,0
21,full,FT_K1,all_tokens_skip,0.05,1.0,0.6666666666666666,72,0
21,full,FT_K1,all_tokens_prefix,0.05,1.0,0.8,60,0
21,full,FT_K1,eligible_skip,0.1,1.0,0.4444444444444445,146,0
21,full,FT_K1,all_tokens_skip,0.1,1.0,0.4444444444444445,146,0
21,full,FT_K1,all_tokens_prefix,0.1,1.0,0.4444444444444445,146,0
21,full,FT_K1,eligible_skip,0.2,1.0,0.23529411764705882,296,4
21,full,FT_K1,all_tokens_skip,0.2,1.0,0.23529411764705882,292,0
21,full,FT_K1,all_tokens_prefix,0.2,1.0,0.25,282,0
21,full,FT_K3,eligible_skip,0.05,1.0,0.6666666666666666,72,0
21,full,FT_K3,all_tokens_skip,0.05,1.0,0.6666666666666666,72,0
21,full,FT_K3,all_tokens_prefix,0.05,1.0,0.8,60,0
21,full,FT_K3,eligible_skip,0.1,1.0,0.4444444444444445,146,0
21,full,FT_K3,all_tokens_skip,0.1,1.0,0.4444444444444445,146,0
21,full,FT_K3,all_tokens_prefix,0.1,1.0,0.4444444444444445,146,0
21,full,FT_K3,eligible_skip,0.2,1.0,0.23529411764705882,296,4
21,full,FT_K3,all_tokens_skip,0.2,1.0,0.23529411764705882,292,0
21,full,FT_K3,all_tokens_prefix,0.2,1.0,0.25,282,0
22,full,DT_target,eligible_skip,0.05,1.0,0.5,153,0
22,full,DT_target,all_tokens_skip,0.05,1.0,0.5,156,0
22,full,DT_target,all_tokens_prefix,0.05,1.0,0.5714285714285715,144,0
22,full,DT_target,eligible_skip,0.1,1.0,0.2857142857142857,320,0
22,full,DT_target,all_tokens_skip,0.1,1.0,0.2857142857142857,320,0
22,full,DT_target,all_tokens_prefix,0.1,1.0,0.3076923076923077,314,0
22,full,DT_target,eligible_skip,0.2,1.0,0.17391304347826084,632,0
22,full,DT_target,all_tokens_skip,0.2,1.0,0.16666666666666669,638,0
22,full,DT_target,all_tokens_prefix,0.2,1.0,0.17391304347826084,632,0
22,full,FT_K1,eligible_skip,0.05,1.0,0.4444444444444445,152,0
22,full,FT_K1,all_tokens_skip,0.05,1.0,0.5,160,0
22,full,FT_K1,all_tokens_prefix,0.05,1.0,0.5,160,0
22,full,FT_K1,eligible_skip,0.1,1.0,0.2857142857142857,317,0
22,full,FT_K1,all_tokens_skip,0.1,1.0,0.3076923076923077,317,0
22,full,FT_K1,all_tokens_prefix,0.1,1.0,0.3636363636363636,274,0
22,full,FT_K1,eligible_skip,0.2,1.0,0.1904761904761905,628,0
22,full,FT_K1,all_tokens_skip,0.2,1.0,0.18181818181818182,638,0
22,full,FT_K1,all_tokens_prefix,0.2,1.0,0.1904761904761905,628,0
22,full,FT_K3,eligible_skip,0.05,1.0,0.4444444444444445,152,0
22,full,FT_K3,all_tokens_skip,0.05,1.0,0.5,160,0
22,full,FT_K3,all_tokens_prefix,0.05,1.0,0.5,160,0
22,full,FT_K3,eligible_skip,0.1,1.0,0.2857142857142857,317,0
22,full,FT_K3,all_tokens_skip,0.1,1.0,0.3076923076923077,317,0
22,full,FT_K3,all_tokens_prefix,0.1,1.0,0.3636363636363636,274,0
22,full,FT_K3,eligible_skip,0.2,1.0,0.18181818181818182,634,0
22,full,FT_K3,all_tokens_skip,0.2,1.0,0.18181818181818182,640,0
22,full,FT_K3,all_tokens_prefix,0.2,1.0,0.1904761904761905,626,0
23,full,DT_target,eligible_skip,0.05,0.3333333333333333,0.3333333333333333,62,0
23,full,DT_target,all_tokens_skip,0.05,0.3333333333333333,0.3333333333333333,62,0
23,full,DT_target,all_tokens_prefix,0.05,0.3333333333333333,0.3333333333333333,62,0
23,full,DT_target,eligible_skip,0.1,0.6666666666666666,0.4,132,0
23,full,DT_target,all_tokens_skip,0.1,1.0,0.7499999999999999,133,0
23,full,DT_target,all_tokens_prefix,0.1,1.0,0.7499999999999999,133,0
23,full,DT_target,eligible_skip,0.2,1.0,0.5454545454545454,264,0
23,full,DT_target,all_tokens_skip,0.2,1.0,0.5454545454545454,264,0
23,full,DT_target,all_tokens_prefix,0.2,1.0,0.6666666666666666,228,0
23,full,FT_K1,eligible_skip,0.05,0.6666666666666666,0.6666666666666666,66,0
23,full,FT_K1,all_tokens_skip,0.05,0.6666666666666666,0.6666666666666666,66,0
23,full,FT_K1,all_tokens_prefix,0.05,0.6666666666666666,0.6666666666666666,66,0
23,full,FT_K1,eligible_skip,0.1,1.0,0.7499999999999999,127,0
23,full,FT_K1,all_tokens_skip,0.1,1.0,0.7499999999999999,133,0
23,full,FT_K1,all_tokens_prefix,0.1,0.6666666666666666,0.6666666666666666,66,0
23,full,FT_K1,eligible_skip,0.2,1.0,0.5454545454545454,263,0
23,full,FT_K1,all_tokens_skip,0.2,1.0,0.5454545454545454,263,0
23,full,FT_K1,all_tokens_prefix,0.2,1.0,0.6666666666666666,228,0
23,full,FT_K3,eligible_skip,0.05,0.6666666666666666,0.6666666666666666,66,0
23,full,FT_K3,all_tokens_skip,0.05,0.6666666666666666,0.6666666666666666,66,0
23,full,FT_K3,all_tokens_prefix,0.05,0.6666666666666666,0.6666666666666666,66,0
23,full,FT_K3,eligible_skip,0.1,1.0,0.7499999999999999,127,0
23,full,FT_K3,all_tokens_skip,0.1,1.0,0.7499999999999999,133,0
23,full,FT_K3,all_tokens_prefix,0.1,1.0,0.8571428571428571,118,0
23,full,FT_K3,eligible_skip,0.2,1.0,0.5454545454545454,263,0
23,full,FT_K3,all_tokens_skip,0.2,1.0,0.5454545454545454,263,0
23,full,FT_K3,all_tokens_prefix,0.2,1.0,0.6666666666666666,228,0
24,full,DT_target,eligible_skip,0.05,0.3333333333333333,0.4,56,0
24,full,DT_target,all_tokens_skip,0.05,0.3333333333333333,0.4,56,0
24,full,DT_target,all_tokens_prefix,0.05,0.3333333333333333,0.4,56,0
24,full,DT_target,eligible_skip,0.1,0.6666666666666666,0.5,118,0
24,full,DT_target,all_tokens_skip,0.1,0.6666666666666666,0.5,118,0
24,full,DT_target,all_tokens_prefix,0.1,0.6666666666666666,0.5714285714285715,96,0
24,full,DT_target,eligible_skip,0.2,0.6666666666666666,0.36363636363636365,229,0
24,full,DT_target,all_tokens_skip,0.2,0.6666666666666666,0.4,231,0
24,full,DT_target,all_tokens_prefix,0.2,0.6666666666666666,0.4,231,0
24,full,FT_K1,eligible_skip,0.05,0.3333333333333333,0.4,56,0
24,full,FT_K1,all_tokens_skip,0.05,0.3333333333333333,0.4,56,0
24,full,FT_K1,all_tokens_prefix,0.05,0.3333333333333333,0.4,56,0
24,full,FT_K1,eligible_skip,0.1,1.0,0.7499999999999999,119,0
24,full,FT_K1,all_tokens_skip,0.1,1.0,0.7499999999999999,119,0
24,full,FT_K1,all_tokens_prefix,0.1,1.0,0.7499999999999999,119,0
24,full,FT_K1,eligible_skip,0.2,1.0,0.42857142857142855,243,6
24,full,FT_K1,all_tokens_skip,0.2,1.0,0.4615384615384615,233,0
24,full,FT_K1,all_tokens_prefix,0.2,1.0,0.4615384615384615,233,0
24,full,FT_K3,eligible_skip,0.05,0.3333333333333333,0.4,56,0
24,full,FT_K3,all_tokens_skip,0.05,0.3333333333333333,0.4,56,0
24,full,FT_K3,all_tokens_prefix,0.05,0.3333333333333333,0.4,56,0
24,full,FT_K3,eligible_skip,0.1,1.0,0.7499999999999999,119,0
24,full,FT_K3,all_tokens_skip,0.1,1.0,0.7499999999999999,119,0
24,full,FT_K3,all_tokens_prefix,0.1,1.0,0.7499999999999999,119,0
24,full,FT_K3,eligible_skip,0.2,1.0,0.42857142857142855,243,6
24,full,FT_K3,all_tokens_skip,0.2,1.0,0.4615384615384615,233,0
24,full,FT_K3,all_tokens_prefix,0.2,1.0,0.4615384615384615,233,0
25,full,DT_target,eligible_skip,0.05,0.75,0.75,86,0
25,full,DT_target,all_tokens_skip,0.05,0.75,0.75,86,0
25,full,DT_target,all_tokens_prefix,0.05,0.75,0.75,86,0
25,full,DT_target,eligible_skip,0.1,1.0,0.6666666666666666,183,5
25,full,DT_target,all_tokens_skip,0.1,1.0,0.6666666666666666,177,0
25,full,DT_target,all_tokens_prefix,0.1,1.0,0.7272727272727273,165,0
25,full,DT_target,eligible_skip,0.2,1.0,0.47058823529411764,358,3
25,full,DT_target,all_tokens_skip,0.2,1.0,0.47058823529411764,352,0
25,full,DT_target,all_tokens_prefix,0.2,1.0,0.5,330,0
25,full,FT_K1,eligible_skip,0.05,0.75,0.75,86,0
25,full,FT_K1,all_tokens_skip,0.05,0.75,0.75,86,0
25,full,FT_K1,all_tokens_prefix,0.05,0.75,0.75,86,0
25,full,FT_K1,eligible_skip,0.1,1.0,0.6666666666666666,183,5
25,full,FT_K1,all_tokens_skip,0.1,1.0,0.6666666666666666,173,0
25,full,FT_K1,all_tokens_prefix,0.1,1.0,0.8,143,0
25,full,FT_K1,eligible_skip,0.2,1.0,0.5,353,0
25,full,FT_K1,all_tokens_skip,0.2,1.0,0.5,353,0
25,full,FT_K1,all_tokens_prefix,0.2,1.0,0.5333333333333333,341,0
25,full,FT_K3,eligible_skip,0.05,0.75,0.75,86,0
25,full,FT_K3,all_tokens_skip,0.05,0.75,0.75,86,0
25,full,FT_K3,all_tokens_prefix,0.05,0.75,0.75,86,0
25,full,FT_K3,eligible_skip,0.1,1.0,0.6666666666666666,183,5
25,full,FT_K3,all_tokens_skip,0.1,1.0,0.6666666666666666,173,0
25,full,FT_K3,all_tokens_prefix,0.1,1.0,0.8,143,0
25,full,FT_K3,eligible_skip,0.2,1.0,0.5,353,0
25,full,FT_K3,all_tokens_skip,0.2,1.0,0.5,353,0
25,full,FT_K3,all_tokens_prefix,0.2,1.0,0.5333333333333333,341,0
26,full,DT_target,eligible_skip,0.05,0.0,0.0,56,3
26,full,DT_target,all_tokens_skip,0.05,0.0,0.0,53,0
26,full,DT_target,all_tokens_prefix,0.05,0.0,0.0,0,0
26,full,DT_target,eligible_skip,0.1,0.5,0.4,104,0
26,full,DT_target,all_tokens_skip,0.1,0.5,0.5,106,0
26,full,DT_target,all_tokens_prefix,0.1,0.5,0.6666666666666666,66,0
26,full,DT_target,eligible_skip,0.2,1.0,0.6666666666666666,212,0
26,full,DT_target,all_tokens_skip,0.2,1.0,0.6666666666666666,212,0
26,full,DT_target,all_tokens_prefix,0.2,1.0,0.8,199,0
26,full,FT_K1,eligible_skip,0.05,0.0,0.0,53,0
26,full,FT_K1,all_tokens_skip,0.05,0.0,0.0,53,0
26,full,FT_K1,all_tokens_prefix,0.05,0.0,0.0,0,0
26,full,FT_K1,eligible_skip,0.1,0.5,0.4,105,0
26,full,FT_K1,all_tokens_skip,0.1,0.5,0.4,105,0
26,full,FT_K1,all_tokens_prefix,0.1,0.5,0.6666666666666666,66,0
26,full,FT_K1,eligible_skip,0.2,1.0,0.5714285714285715,209,0
26,full,FT_K1,all_tokens_skip,0.2,1.0,0.5714285714285715,209,0
26,full,FT_K1,all_tokens_prefix,0.2,1.0,0.8,182,0
26,full,FT_K3,eligible_skip,0.05,0.0,0.0,53,0
26,full,FT_K3,all_tokens_skip,0.05,0.0,0.0,53,0
26,full,FT_K3,all_tokens_prefix,0.05,0.0,0.0,0,0
26,full,FT_K3,eligible_skip,0.1,0.5,0.4,105,0
26,full,FT_K3,all_tokens_skip,0.1,0.5,0.4,105,0
26,full,FT_K3,all_tokens_prefix,0.1,0.5,0.6666666666666666,66,0
26,full,FT_K3,eligible_skip,0.2,1.0,0.5714285714285715,209,0
26,full,FT_K3,all_tokens_skip,0.2,1.0,0.5714285714285715,209,0
26,full,FT_K3,all_tokens_prefix,0.2,1.0,0.8,182,0
27,full,DT_target,eligible_skip,0.05,0.5,0.4,75,0
27,full,DT_target,all_tokens_skip,0.05,0.5,0.4,75,0
27,full,DT_target,all_tokens_prefix,0.05,0.5,0.4,75,0
27,full,DT_target,eligible_skip,0.1,1.0,0.5,164,0
